Time (s)	Channel 0	Channel 1	Channel 2	Channel 3	Channel 4	Channel 5	Channel 6	Channel 7
5.790000	-0.061485	-0.088377	0.131544	-0.217511	0.737394	0.033319	0.729044	0.202800
5.800000	-0.065992	-0.089343	0.134442	-0.218477	0.734496	0.030421	0.727434	0.199258
5.810000	-0.062773	-0.081938	0.135086	-0.217189	0.734174	0.031709	0.732908	0.205376
5.820000	-0.058587	-0.077430	0.143457	-0.209462	0.737072	0.031709	0.729366	0.201512
5.830000	-0.056333	-0.084191	0.134120	-0.211071	0.738682	0.030421	0.726790	0.202156
5.840000	-0.057621	-0.085157	0.132188	-0.212037	0.736428	0.031387	0.731620	0.206664
5.850000	-0.050859	-0.081294	0.129934	-0.210427	0.735784	0.030743	0.727434	0.203444
5.860000	-0.045385	-0.083547	0.127358	-0.209140	0.737716	0.032031	0.723570	0.197326
5.870000	-0.040555	-0.086445	0.123172	-0.211071	0.737072	0.032675	0.723570	0.198292
5.880000	-0.041843	-0.092563	0.121240	-0.207208	0.737072	0.030743	0.723570	0.201834
5.890000	-0.039589	-0.093529	0.121884	-0.203344	0.737394	0.031387	0.727434	0.202478
5.900000	-0.037013	-0.096749	0.124138	-0.203666	0.741580	0.033319	0.724214	0.194428
5.910000	-0.039911	-0.091919	0.127036	-0.199158	0.738682	0.033963	0.736128	0.207308
5.920000	-0.034437	-0.097393	0.121240	-0.199158	0.741580	0.035251	0.729366	0.202800
5.930000	-0.033471	-0.099647	0.119630	-0.199802	0.744156	0.036539	0.730332	0.201512
5.940000	-0.031217	-0.098359	0.118342	-0.205920	0.737394	0.032997	0.731620	0.201190
5.950000	-0.029285	-0.102223	0.119630	-0.203344	0.742224	0.033319	0.729688	0.197648
5.960000	-0.027675	-0.102545	0.119952	-0.200446	0.742546	0.033319	0.729688	0.199258
5.970000	-0.032183	-0.111883	0.119630	-0.201412	0.745444	0.035895	0.731298	0.201512
5.980000	-0.024455	-0.102545	0.122528	-0.203988	0.736428	0.030743	0.731942	0.202478
5.990000	-0.028963	-0.105443	0.113512	-0.202700	0.736750	0.034285	0.731620	0.200546
6.000000	-0.025099	-0.103833	0.119630	-0.204632	0.734496	0.035251	0.733874	0.197970
6.010000	-0.032183	-0.112849	0.110936	-0.202056	0.733530	0.032997	0.730976	0.199902
6.020000	-0.032183	-0.108663	0.117698	-0.200124	0.730632	0.031065	0.729688	0.197648
6.030000	-0.030573	-0.110595	0.113834	-0.200768	0.732242	0.032997	0.731298	0.199258
6.040000	-0.034437	-0.115425	0.113834	-0.197226	0.740614	0.037183	0.730010	0.198292
6.050000	-0.032183	-0.111239	0.124460	-0.203988	0.734496	0.034285	0.732586	0.196038
6.060000	-0.035403	-0.113493	0.120274	-0.200446	0.735462	0.031065	0.730010	0.196682
6.070000	-0.035725	-0.111883	0.124782	-0.203988	0.737716	0.037505	0.735162	0.197970
6.080000	-0.038623	-0.116069	0.127036	-0.206564	0.735462	0.031387	0.735162	0.200546
6.090000	-0.039911	-0.113493	0.122206	-0.204954	0.739970	0.039115	0.739670	0.197970
6.100000	-0.037657	-0.113493	0.120596	-0.211071	0.737716	0.037183	0.736450	0.194428
6.110000	-0.039911	-0.114137	0.124138	-0.206564	0.736106	0.035573	0.735484	0.196682
6.120000	-0.037013	-0.114459	0.121240	-0.208818	0.736106	0.033641	0.732586	0.195716
6.130000	-0.043453	-0.112205	0.119630	-0.209784	0.734496	0.036861	0.739348	0.200224
6.140000	-0.038945	-0.107053	0.122850	-0.207852	0.739648	0.041369	0.739992	0.195394
6.150000	-0.036369	-0.112205	0.124782	-0.209140	0.737716	0.032031	0.731298	0.195072
6.160000	-0.034437	-0.105443	0.126070	-0.207208	0.739326	0.033963	0.732908	0.193462
6.170000	-0.038301	-0.112849	0.125104	-0.208174	0.738682	0.032675	0.737738	0.200868
6.180000	-0.039589	-0.109307	0.128646	-0.209140	0.738360	0.034607	0.737094	0.197004
6.190000	-0.032505	-0.109951	0.124460	-0.208818	0.740292	0.036539	0.733552	0.194106
6.200000	-0.037013	-0.112849	0.122850	-0.207530	0.739970	0.034929	0.731620	0.195072
6.210000	-0.039911	-0.106731	0.125748	-0.208496	0.733530	0.035251	0.739348	0.198936
6.220000	-0.039267	-0.115747	0.123172	-0.204632	0.739326	0.034285	0.730654	0.194428
6.230000	-0.043775	-0.117679	0.122206	-0.207852	0.735784	0.034929	0.734840	0.197326
6.240000	-0.042165	-0.114459	0.124138	-0.205920	0.734496	0.032675	0.734840	0.198936
6.250000	-0.042809	-0.113493	0.124460	-0.206886	0.735140	0.034929	0.732908	0.195716
6.260000	-0.041199	-0.116069	0.125426	-0.201734	0.736750	0.033319	0.728400	0.192818
6.270000	-0.040877	-0.114137	0.127680	-0.200768	0.739004	0.033319	0.725502	0.188310
6.280000	-0.042165	-0.111239	0.124460	-0.205920	0.737716	0.035895	0.731298	0.191852
6.290000	-0.040877	-0.108663	0.128646	-0.210106	0.736750	0.036539	0.731620	0.192496
6.300000	-0.047639	-0.110917	0.128968	-0.208174	0.736750	0.035251	0.733552	0.197326
6.310000	-0.045707	-0.108341	0.125748	-0.208174	0.738682	0.037827	0.732264	0.194106
6.320000	-0.043131	-0.102223	0.135086	-0.205276	0.738038	0.034607	0.730654	0.194750
6.330000	-0.044741	-0.100935	0.132188	-0.203988	0.736750	0.033319	0.732586	0.199902
6.340000	-0.039589	-0.100291	0.130256	-0.206242	0.740936	0.036539	0.729366	0.192174
6.350000	-0.041199	-0.099647	0.131544	-0.208174	0.735140	0.030099	0.729688	0.195716
6.360000	-0.038945	-0.098037	0.132832	-0.206242	0.741902	0.037505	0.730332	0.191852
6.370000	-0.034437	-0.093851	0.137340	-0.204954	0.740292	0.036217	0.733874	0.198292
6.380000	-0.034437	-0.099325	0.126714	-0.206242	0.738682	0.032997	0.731298	0.197648
6.390000	-0.028641	-0.097715	0.133154	-0.206242	0.739970	0.033319	0.730332	0.193784
6.400000	-0.031861	-0.099003	0.129934	-0.207208	0.737716	0.033963	0.732586	0.197648
6.410000	-0.030573	-0.098037	0.130900	-0.203344	0.739326	0.032031	0.729688	0.195394
6.420000	-0.030895	-0.101579	0.129290	-0.204310	0.741258	0.035895	0.734196	0.195394
6.430000	-0.030573	-0.103511	0.123494	-0.206242	0.738682	0.035895	0.732908	0.195394
6.440000	-0.033793	-0.104799	0.130578	-0.199480	0.740292	0.032997	0.730332	0.195072
6.450000	-0.033149	-0.100613	0.130578	-0.202378	0.736106	0.032675	0.733230	0.196360
6.460000	-0.034759	-0.108985	0.120596	-0.203988	0.736106	0.034607	0.730332	0.194750
6.470000	-0.029285	-0.102223	0.129290	-0.197870	0.736106	0.031065	0.729044	0.190564
6.480000	-0.030573	-0.111561	0.118664	-0.204632	0.736106	0.033963	0.732908	0.194106
6.490000	-0.030251	-0.109307	0.123816	-0.203988	0.737716	0.033641	0.735484	0.197970
6.500000	-0.033471	-0.109951	0.125426	-0.202056	0.736106	0.031065	0.733874	0.198292
6.510000	-0.031217	-0.112849	0.119308	-0.206886	0.737072	0.035251	0.737738	0.195072
6.520000	-0.028641	-0.112205	0.113190	-0.207530	0.739326	0.038471	0.735162	0.195072
6.530000	-0.028963	-0.105443	0.117698	-0.206564	0.734818	0.036539	0.733230	0.192496
6.540000	-0.031861	-0.104477	0.117054	-0.204632	0.734818	0.037183	0.735162	0.194428
6.550000	-0.032183	-0.106409	0.118342	-0.205276	0.737072	0.037183	0.730976	0.192496
6.560000	-0.032183	-0.108019	0.119308	-0.209462	0.729988	0.032031	0.734196	0.197326
6.570000	-0.033793	-0.106087	0.120918	-0.207530	0.731598	0.032353	0.732908	0.195394
6.580000	-0.030573	-0.100291	0.126070	-0.207530	0.733208	0.036861	0.736772	0.194428
6.590000	-0.031861	-0.108341	0.119308	-0.213325	0.732564	0.033963	0.735806	0.197326
6.600000	-0.034437	-0.108341	0.114478	-0.214613	0.734818	0.037505	0.734840	0.195716
6.610000	-0.036047	-0.106731	0.113834	-0.214935	0.732564	0.035895	0.737738	0.197970
6.620000	-0.036047	-0.103511	0.118664	-0.217833	0.729666	0.032997	0.739348	0.198936
6.630000	-0.034437	-0.103189	0.118664	-0.218477	0.730310	0.033319	0.738382	0.196682
6.640000	-0.036691	-0.103189	0.119308	-0.215901	0.730310	0.034285	0.741280	0.197648
6.650000	-0.034115	-0.110917	0.115766	-0.213969	0.737072	0.035573	0.735162	0.193140
6.660000	-0.038945	-0.111239	0.115122	-0.218477	0.736428	0.039437	0.739992	0.192818
6.670000	-0.034115	-0.107375	0.116732	-0.221053	0.731598	0.035251	0.737094	0.193140
6.680000	-0.037657	-0.108985	0.119630	-0.218799	0.730310	0.032353	0.739348	0.195716
6.690000	-0.039911	-0.110917	0.117698	-0.221053	0.732564	0.033963	0.738382	0.192496
6.700000	-0.040233	-0.110595	0.120274	-0.218799	0.732242	0.032997	0.734518	0.191530
6.710000	-0.038945	-0.110917	0.115444	-0.216223	0.734496	0.038471	0.740314	0.190886
6.720000	-0.039589	-0.107053	0.118664	-0.219765	0.730954	0.037183	0.741602	0.192496
6.730000	-0.042165	-0.113493	0.116410	-0.217189	0.731920	0.033641	0.740636	0.197970
6.740000	-0.040877	-0.112849	0.117698	-0.218477	0.729344	0.032675	0.739670	0.195716
6.750000	-0.039911	-0.113171	0.116732	-0.217511	0.731598	0.034285	0.737738	0.192496
6.760000	-0.040555	-0.115425	0.117054	-0.219121	0.732886	0.036861	0.739670	0.190242
6.770000	-0.042165	-0.114137	0.120918	-0.216867	0.729666	0.031709	0.737416	0.194750
6.780000	-0.039589	-0.119611	0.109970	-0.218477	0.735784	0.036217	0.736128	0.191530
6.790000	-0.045707	-0.113171	0.119630	-0.216867	0.729022	0.032997	0.739670	0.194750
6.800000	-0.043453	-0.113171	0.117054	-0.219121	0.731598	0.035895	0.740314	0.196682
6.810000	-0.042487	-0.110273	0.114156	-0.221375	0.727734	0.032997	0.739348	0.193140
6.820000	-0.048283	-0.108341	0.124782	-0.213325	0.732886	0.034285	0.738382	0.195072
6.830000	-0.040555	-0.101579	0.125426	-0.216867	0.731598	0.037505	0.740314	0.192496
6.840000	-0.045385	-0.109629	0.123494	-0.212681	0.733530	0.034607	0.737738	0.195072
6.850000	-0.043131	-0.107375	0.123816	-0.215579	0.732564	0.035573	0.738704	0.193462
6.860000	-0.044419	-0.110273	0.117376	-0.213003	0.733208	0.035251	0.737416	0.193462
6.870000	-0.039589	-0.112527	0.119630	-0.217511	0.734496	0.039115	0.738382	0.191852
6.880000	-0.043775	-0.106731	0.121240	-0.214935	0.730632	0.032675	0.737416	0.196038
6.890000	-0.039267	-0.108341	0.117698	-0.218155	0.734818	0.038149	0.739348	0.191852
6.900000	-0.041521	-0.111561	0.115444	-0.219443	0.733852	0.039437	0.743212	0.197004
6.910000	-0.040877	-0.112527	0.116732	-0.215579	0.731920	0.033641	0.738060	0.196360
6.920000	-0.037657	-0.108019	0.117698	-0.215579	0.730954	0.032997	0.738060	0.194428
6.930000	-0.036369	-0.109307	0.109970	-0.216545	0.729022	0.030099	0.735806	0.197648
6.940000	-0.032183	-0.109629	0.109004	-0.221053	0.729666	0.032675	0.735484	0.196360
6.950000	-0.037335	-0.111561	0.105462	-0.218477	0.728700	0.033319	0.738060	0.200224
6.960000	-0.036691	-0.106731	0.110292	-0.216223	0.733208	0.035573	0.735162	0.193462
6.970000	-0.039911	-0.110595	0.105140	-0.223951	0.729666	0.035251	0.739670	0.197970
6.980000	-0.039911	-0.106409	0.107394	-0.220731	0.732886	0.038149	0.739670	0.196360
6.990000	-0.042487	-0.106087	0.120918	-0.216223	0.730954	0.031065	0.736772	0.200546
7.000000	-0.039589	-0.106087	0.111902	-0.216223	0.734496	0.036539	0.736450	0.197970
7.010000	-0.038945	-0.102223	0.118342	-0.215901	0.733852	0.036217	0.735806	0.196038
7.020000	-0.042165	-0.101257	0.118986	-0.216223	0.731276	0.032031	0.734518	0.198936
7.030000	-0.044097	-0.101257	0.114156	-0.220731	0.730310	0.033319	0.739670	0.200868
7.040000	-0.043453	-0.107053	0.117698	-0.220409	0.734174	0.034929	0.738704	0.200224
7.050000	-0.038623	-0.100291	0.119308	-0.215579	0.738682	0.035895	0.734840	0.193140
7.060000	-0.040877	-0.108985	0.118020	-0.217511	0.736750	0.032997	0.736450	0.200868
7.070000	-0.032505	-0.101901	0.115444	-0.223629	0.733208	0.034929	0.737416	0.195716
7.080000	-0.037013	-0.099969	0.118342	-0.217511	0.731920	0.033963	0.734196	0.192818
7.090000	-0.039267	-0.107375	0.121562	-0.213003	0.734818	0.035573	0.735484	0.196360
7.100000	-0.040233	-0.106409	0.118342	-0.208818	0.734174	0.035895	0.735162	0.194106
7.110000	-0.030251	-0.103189	0.120596	-0.210106	0.731276	0.031387	0.728722	0.190564
7.120000	-0.032827	-0.108019	0.117054	-0.210106	0.736428	0.037505	0.733230	0.193140
7.130000	-0.035081	-0.104155	0.123172	-0.206564	0.734496	0.032997	0.732264	0.193784
7.140000	-0.032827	-0.108019	0.122850	-0.210427	0.736750	0.033963	0.731620	0.192496
7.150000	-0.034115	-0.106087	0.120918	-0.204954	0.738682	0.037505	0.735162	0.191530
7.160000	-0.032505	-0.109307	0.128646	-0.210749	0.736428	0.037183	0.736450	0.189920
7.170000	-0.030573	-0.108985	0.132832	-0.210427	0.741258	0.037505	0.733552	0.189276
7.180000	-0.032183	-0.115425	0.132188	-0.207530	0.742868	0.036217	0.733230	0.189598
7.190000	-0.032183	-0.113815	0.134764	-0.217833	0.737072	0.033641	0.735806	0.192174
7.200000	-0.031861	-0.114781	0.135408	-0.212359	0.740614	0.033641	0.732264	0.190242
7.210000	-0.032827	-0.114781	0.139272	-0.210749	0.740614	0.034607	0.732908	0.188632
7.220000	-0.032505	-0.109629	0.134764	-0.213647	0.735462	0.034929	0.737738	0.190886
7.230000	-0.033149	-0.115103	0.134120	-0.208174	0.739648	0.035895	0.731620	0.185734
7.240000	-0.037335	-0.115425	0.137984	-0.213003	0.739970	0.040403	0.740636	0.189598
7.250000	-0.034759	-0.112849	0.133476	-0.208818	0.744800	0.041369	0.735484	0.183159
7.260000	-0.037013	-0.114781	0.138306	-0.207208	0.744800	0.039437	0.735162	0.185412
7.270000	-0.032827	-0.113493	0.140882	-0.208174	0.744800	0.037183	0.729688	0.183803
7.280000	-0.031861	-0.108019	0.142491	-0.206886	0.747698	0.042013	0.731942	0.180905
7.290000	-0.038301	-0.108341	0.147643	-0.203022	0.744800	0.041047	0.734840	0.182515
7.300000	-0.037013	-0.110595	0.142491	-0.208174	0.744156	0.044911	0.736772	0.184124
7.310000	-0.035081	-0.112205	0.148609	-0.205920	0.743834	0.042335	0.733552	0.179939
7.320000	-0.039589	-0.114137	0.145067	-0.208496	0.739970	0.042979	0.737416	0.182193
7.330000	-0.047961	-0.120577	0.144745	-0.201412	0.741902	0.038471	0.736128	0.188310
7.340000	-0.046995	-0.119289	0.145711	-0.203988	0.743512	0.042335	0.735806	0.182515
7.350000	-0.042809	-0.115425	0.147321	-0.206564	0.741258	0.041047	0.734518	0.181871
7.360000	-0.046673	-0.116713	0.146033	-0.202056	0.742868	0.038471	0.732264	0.180905
7.370000	-0.041521	-0.115747	0.144101	-0.208174	0.744478	0.041369	0.733552	0.180583
7.380000	-0.042487	-0.117035	0.146677	-0.203022	0.746410	0.037505	0.730010	0.181227
7.390000	-0.046673	-0.109307	0.152151	-0.204954	0.741580	0.037827	0.737094	0.187022
7.400000	-0.046995	-0.112527	0.146033	-0.205276	0.743512	0.037183	0.736128	0.189920
7.410000	-0.042487	-0.109307	0.150541	-0.204310	0.745444	0.039759	0.732908	0.181227
7.420000	-0.034437	-0.106409	0.141847	-0.214613	0.738360	0.040725	0.734518	0.179939
7.430000	-0.038945	-0.106731	0.140882	-0.205276	0.743190	0.037827	0.731620	0.185090
7.440000	-0.040877	-0.110273	0.141525	-0.206564	0.745122	0.042979	0.732908	0.179295
7.450000	-0.040233	-0.107053	0.143457	-0.207852	0.740614	0.037827	0.734518	0.184124
7.460000	-0.040555	-0.109629	0.140238	-0.209462	0.740936	0.041369	0.737416	0.182515
7.470000	-0.037657	-0.106409	0.137662	-0.208818	0.742868	0.040725	0.732908	0.182193
7.480000	-0.040233	-0.108663	0.134120	-0.213325	0.739004	0.037505	0.735806	0.186056
7.490000	-0.040555	-0.107053	0.132510	-0.217189	0.738682	0.038471	0.736128	0.187344
7.500000	-0.038945	-0.102223	0.126392	-0.218799	0.739326	0.036861	0.732264	0.184124
7.510000	-0.046673	-0.101901	0.129612	-0.224917	0.736106	0.041047	0.742890	0.189920
7.520000	-0.046995	-0.102867	0.124138	-0.230069	0.736750	0.040403	0.739992	0.189920
7.530000	-0.050215	-0.101901	0.120918	-0.231035	0.738038	0.040403	0.738704	0.187344
7.540000	-0.045707	-0.101257	0.118664	-0.238119	0.732886	0.033963	0.738382	0.190886
7.550000	-0.052469	-0.099647	0.120596	-0.232967	0.736428	0.037827	0.739992	0.190886
7.560000	-0.046995	-0.103511	0.114800	-0.235543	0.739648	0.038793	0.736450	0.187022
7.570000	-0.043775	-0.099003	0.117054	-0.235221	0.735462	0.036861	0.739670	0.190242
7.580000	-0.043453	-0.099003	0.113834	-0.234255	0.733530	0.037183	0.741924	0.192496
7.590000	-0.039911	-0.103833	0.118342	-0.226527	0.738360	0.036861	0.737094	0.187666
7.600000	-0.038623	-0.107697	0.114478	-0.223307	0.739970	0.037827	0.738382	0.191208
7.610000	-0.039589	-0.116391	0.116732	-0.223951	0.737394	0.033963	0.735484	0.191852
7.620000	-0.037657	-0.117035	0.113512	-0.222985	0.739970	0.037827	0.739026	0.190886
7.630000	-0.037013	-0.120899	0.111580	-0.218477	0.739326	0.035895	0.736772	0.191852
7.640000	-0.028641	-0.119933	0.114800	-0.222019	0.736106	0.034607	0.735806	0.189598
7.650000	-0.034437	-0.117035	0.112546	-0.211393	0.741902	0.042335	0.736772	0.188632
7.660000	-0.029285	-0.116713	0.116732	-0.213969	0.736106	0.037505	0.737094	0.191208
7.670000	-0.033149	-0.123153	0.112224	-0.205598	0.739970	0.036217	0.733874	0.193784
7.680000	-0.027353	-0.117357	0.113834	-0.210427	0.737072	0.035895	0.729688	0.186700
7.690000	-0.024455	-0.114781	0.120596	-0.206564	0.737394	0.036217	0.732586	0.189276
7.700000	-0.030573	-0.115747	0.124138	-0.198514	0.739004	0.034929	0.729688	0.188632
7.710000	-0.023489	-0.114137	0.124138	-0.204310	0.741580	0.036861	0.729044	0.186056
7.720000	-0.022201	-0.112205	0.124138	-0.203988	0.739970	0.033963	0.731620	0.190886
7.730000	-0.024777	-0.107375	0.130256	-0.203666	0.739004	0.036539	0.734196	0.191530
7.740000	-0.023167	-0.110273	0.131222	-0.207530	0.745122	0.038149	0.733552	0.192496
7.750000	-0.027353	-0.111239	0.131866	-0.202056	0.743512	0.034607	0.730332	0.190242
7.760000	-0.018981	-0.112527	0.128324	-0.207208	0.750274	0.042013	0.728722	0.184446
7.770000	-0.026387	-0.115103	0.135730	-0.206242	0.748664	0.037827	0.726468	0.187988
7.780000	-0.024777	-0.110595	0.139272	-0.212359	0.741580	0.037505	0.732264	0.188954
7.790000	-0.025421	-0.113493	0.135086	-0.206886	0.748020	0.034607	0.724858	0.188954
7.800000	-0.034437	-0.112205	0.138950	-0.198192	0.748986	0.036539	0.727756	0.191208
7.810000	-0.030573	-0.111883	0.143779	-0.201412	0.749630	0.038149	0.727756	0.188954
7.820000	-0.037013	-0.108019	0.138950	-0.204954	0.741258	0.032675	0.728722	0.190564
7.830000	-0.039267	-0.110273	0.139916	-0.201412	0.745766	0.034285	0.728078	0.193462
7.840000	-0.034759	-0.108985	0.136696	-0.205276	0.745766	0.035573	0.727112	0.191530
7.850000	-0.032827	-0.106731	0.138628	-0.202700	0.747698	0.034929	0.725180	0.189920
7.860000	-0.031861	-0.103833	0.137984	-0.204632	0.748342	0.035573	0.724536	0.189598
7.870000	-0.034759	-0.108019	0.135086	-0.201734	0.749308	0.036539	0.723892	0.189598
7.880000	-0.035403	-0.108019	0.137018	-0.206242	0.746410	0.036539	0.726146	0.194106
7.890000	-0.037335	-0.108985	0.138628	-0.199480	0.750596	0.034607	0.724858	0.194428
7.900000	-0.035081	-0.102867	0.139594	-0.202700	0.747376	0.033963	0.724858	0.192174
7.910000	-0.035725	-0.109307	0.130900	-0.205920	0.748664	0.035895	0.723248	0.192818
7.920000	-0.037013	-0.109951	0.138950	-0.203666	0.746410	0.031065	0.720673	0.191530
7.930000	-0.033149	-0.102867	0.136052	-0.206564	0.746732	0.032997	0.718741	0.185734
7.940000	-0.040233	-0.106731	0.135730	-0.201090	0.749952	0.034285	0.723570	0.194106
7.950000	-0.035081	-0.106731	0.134120	-0.208174	0.750918	0.041691	0.727756	0.189920
7.960000	-0.033149	-0.103511	0.137018	-0.206242	0.751562	0.036861	0.720351	0.188954
7.970000	-0.035725	-0.103833	0.137340	-0.203666	0.751884	0.038471	0.726146	0.193462
7.980000	-0.032505	-0.101901	0.137662	-0.208174	0.751240	0.041047	0.725502	0.186378
7.990000	-0.030251	-0.098037	0.140560	-0.205920	0.750918	0.034607	0.720351	0.188632
8.000000	-0.029285	-0.096105	0.136696	-0.204954	0.752850	0.039437	0.725502	0.190242
8.010000	-0.034759	-0.103189	0.136052	-0.200768	0.751562	0.035573	0.721317	0.189920
8.020000	-0.032183	-0.102545	0.134442	-0.204632	0.749630	0.035895	0.723892	0.190242
8.030000	-0.032505	-0.103833	0.135730	-0.199158	0.753494	0.035251	0.721317	0.193140
8.040000	-0.028319	-0.096749	0.136052	-0.205276	0.749308	0.037827	0.721317	0.187666
8.050000	-0.026065	-0.095783	0.137984	-0.203022	0.751240	0.038793	0.724536	0.190564
8.060000	-0.025099	-0.098681	0.138628	-0.201734	0.753494	0.038471	0.720995	0.187022
8.070000	-0.025743	-0.098359	0.137662	-0.203022	0.749952	0.039115	0.725824	0.190242
8.080000	-0.026065	-0.102223	0.134120	-0.201090	0.753172	0.037827	0.720995	0.185734
8.090000	-0.030251	-0.101579	0.140882	-0.199158	0.749630	0.034285	0.724214	0.190886
8.100000	-0.031217	-0.100291	0.138306	-0.204954	0.749630	0.038149	0.729366	0.191208
8.110000	-0.032183	-0.107697	0.133476	-0.202378	0.750918	0.037183	0.724858	0.191208
8.120000	-0.030895	-0.107053	0.134764	-0.199802	0.753172	0.034607	0.720995	0.190242
8.130000	-0.031861	-0.104799	0.131866	-0.206564	0.744478	0.032353	0.724214	0.191852
8.140000	-0.028641	-0.103833	0.137340	-0.203988	0.748342	0.035251	0.727112	0.190886
8.150000	-0.030573	-0.101901	0.133154	-0.203666	0.750596	0.037827	0.727756	0.190564
8.160000	-0.027353	-0.096749	0.135730	-0.206886	0.745766	0.037183	0.728078	0.189276
8.170000	-0.024455	-0.099003	0.134764	-0.207852	0.746088	0.035573	0.726468	0.190886
8.180000	-0.033149	-0.101257	0.137662	-0.208818	0.746410	0.039437	0.731942	0.190886
8.190000	-0.034437	-0.113171	0.129612	-0.208818	0.752850	0.040725	0.729366	0.191530
8.200000	-0.031217	-0.106731	0.131544	-0.215257	0.749308	0.040081	0.729366	0.186378
8.210000	-0.035081	-0.107375	0.139272	-0.209462	0.752528	0.040403	0.730976	0.187022
8.220000	-0.033149	-0.106409	0.133476	-0.213969	0.748020	0.037827	0.730654	0.189598
8.230000	-0.036691	-0.102545	0.137018	-0.211071	0.745766	0.037505	0.729366	0.188632
8.240000	-0.028319	-0.100291	0.137340	-0.211393	0.747698	0.040403	0.726790	0.184446
8.250000	-0.036691	-0.100935	0.137340	-0.206886	0.747376	0.039759	0.728078	0.187022
8.260000	-0.037657	-0.103833	0.137662	-0.209462	0.742224	0.032675	0.724214	0.186378
8.270000	-0.038301	-0.101257	0.138306	-0.209140	0.744478	0.038471	0.726790	0.183803
8.280000	-0.046673	-0.106409	0.144101	-0.207208	0.742224	0.037183	0.730010	0.188310
8.290000	-0.039589	-0.106731	0.137018	-0.212359	0.742546	0.034929	0.722283	0.182837
8.300000	-0.041843	-0.104799	0.139594	-0.208174	0.746088	0.038149	0.723892	0.181227
8.310000	-0.044741	-0.106731	0.143135	-0.209784	0.745766	0.038793	0.730654	0.187666
8.320000	-0.040233	-0.107697	0.137340	-0.213647	0.745122	0.036539	0.728400	0.187666
8.330000	-0.043775	-0.103833	0.145067	-0.212037	0.744800	0.035895	0.731942	0.189920
8.340000	-0.041521	-0.103189	0.145389	-0.208818	0.748342	0.037505	0.732586	0.189920
8.350000	-0.046673	-0.108985	0.145389	-0.209140	0.748020	0.036861	0.727112	0.187666
8.360000	-0.039589	-0.103189	0.143779	-0.214291	0.748020	0.038471	0.730010	0.184768
8.370000	-0.044097	-0.102223	0.142169	-0.209462	0.746088	0.036861	0.727756	0.184124
8.380000	-0.047639	-0.109629	0.142491	-0.215579	0.744156	0.037827	0.731942	0.191208
8.390000	-0.045063	-0.108341	0.139916	-0.216545	0.745444	0.038471	0.733874	0.192496
8.400000	-0.046673	-0.108985	0.143779	-0.213647	0.744478	0.036217	0.732586	0.192496
8.410000	-0.029929	-0.099647	0.146999	-0.209784	0.742224	0.021405	0.705861	0.159331
8.420000	-0.043775	-0.107053	0.140238	-0.215257	0.744156	0.033963	0.728078	0.187666
8.430000	-0.041521	-0.108663	0.143135	-0.211393	0.744478	0.032675	0.731298	0.193462
8.440000	-0.045063	-0.112205	0.133476	-0.208174	0.747698	0.035895	0.729044	0.192496
8.450000	-0.044741	-0.107053	0.137984	-0.207852	0.746410	0.037827	0.728400	0.186378
8.460000	-0.041843	-0.107375	0.137340	-0.211393	0.745122	0.039115	0.733552	0.190242
8.470000	-0.042809	-0.106087	0.134120	-0.207530	0.744800	0.038149	0.732908	0.188632
8.480000	-0.040233	-0.107697	0.128968	-0.208818	0.745444	0.040081	0.729688	0.186700
8.490000	-0.035725	-0.103189	0.129934	-0.209784	0.744156	0.036861	0.727756	0.188632
8.500000	-0.038301	-0.111239	0.124460	-0.214935	0.741580	0.038471	0.732264	0.189920
8.510000	-0.037013	-0.107053	0.129290	-0.210749	0.746410	0.038793	0.728722	0.187988
8.520000	-0.042487	-0.111883	0.120596	-0.213003	0.739326	0.035251	0.731942	0.193784
8.530000	-0.038623	-0.110595	0.130578	-0.211071	0.741580	0.033319	0.730010	0.194428
8.540000	-0.042809	-0.112527	0.124138	-0.214291	0.740936	0.039115	0.737738	0.198292
8.550000	-0.040233	-0.112205	0.118664	-0.214935	0.740614	0.036539	0.732908	0.195394
8.560000	-0.026387	-0.097393	0.137662	-0.198836	0.753172	0.045555	0.744500	0.207952
8.570000	-0.035081	-0.106731	0.121884	-0.214613	0.740292	0.035251	0.729366	0.191208
8.580000	-0.034437	-0.107053	0.122528	-0.214935	0.741258	0.034607	0.730332	0.194750
8.590000	-0.037657	-0.108019	0.118664	-0.213969	0.739326	0.034607	0.733230	0.197970
8.600000	-0.033149	-0.105121	0.124138	-0.213003	0.741258	0.034285	0.733230	0.199580
8.610000	-0.031217	-0.102223	0.121884	-0.213003	0.740614	0.031709	0.726146	0.193784
8.620000	-0.036369	-0.102867	0.119630	-0.209140	0.742868	0.033641	0.730332	0.196038
8.630000	-0.029607	-0.099647	0.119952	-0.215901	0.741258	0.035573	0.730976	0.195072
8.640000	-0.037013	-0.107375	0.120274	-0.210106	0.743190	0.037183	0.734196	0.198292
8.650000	-0.035403	-0.107697	0.124138	-0.205920	0.742224	0.033319	0.730010	0.198292
8.660000	-0.021235	-0.097071	0.123816	-0.204310	0.750274	0.046521	0.742246	0.209240
8.670000	-0.040555	-0.111883	0.120918	-0.207852	0.739004	0.030743	0.729366	0.198936
8.680000	-0.036047	-0.116069	0.120274	-0.202056	0.744478	0.032353	0.727434	0.193784
