Time (s)	Channel 0	Channel 1	Channel 2	Channel 3	Channel 4	Channel 5	Channel 6	Channel 7
2.890000	-0.041521	-0.091919	0.119308	-0.182736	0.751884	0.017542	0.700709	0.230813
2.900000	-0.036369	-0.086123	0.117698	-0.189820	0.751562	0.021405	0.700065	0.223086
2.910000	-0.038301	-0.088055	0.118020	-0.190142	0.749630	0.020439	0.703285	0.231457
2.920000	-0.033149	-0.088055	0.111258	-0.197226	0.749630	0.024303	0.703285	0.226950
2.930000	-0.039589	-0.086123	0.110936	-0.186600	0.750274	0.019151	0.700065	0.228881
2.940000	-0.043131	-0.090631	0.113190	-0.187888	0.752206	0.025269	0.703607	0.227916
2.950000	-0.036691	-0.088055	0.108682	-0.190142	0.748020	0.018186	0.702319	0.233067
2.960000	-0.037013	-0.089665	0.106106	-0.189820	0.748342	0.020439	0.700387	0.228238
2.970000	-0.034437	-0.089665	0.113834	-0.184346	0.749630	0.014322	0.695557	0.231779
2.980000	-0.036047	-0.092885	0.108682	-0.188854	0.754138	0.023337	0.702319	0.232745
2.990000	-0.032827	-0.094495	0.112868	-0.194328	0.750274	0.021405	0.699421	0.230491
3.000000	-0.032827	-0.093851	0.108360	-0.186278	0.751562	0.016254	0.694269	0.230813
3.010000	-0.036047	-0.095461	0.108360	-0.189176	0.752206	0.022049	0.698455	0.230491
3.020000	-0.030251	-0.092885	0.110292	-0.188854	0.757680	0.025269	0.698133	0.226950
3.030000	-0.037979	-0.100291	0.105462	-0.183380	0.757680	0.022049	0.697167	0.231779
3.040000	-0.030573	-0.096749	0.105784	-0.187244	0.754782	0.021083	0.694913	0.229203
3.050000	-0.036369	-0.094495	0.112546	-0.184346	0.756070	0.021727	0.697811	0.231779
3.060000	-0.030573	-0.095783	0.109004	-0.188210	0.756070	0.022049	0.692015	0.223086
3.070000	-0.031861	-0.094495	0.117054	-0.182092	0.756070	0.017542	0.692015	0.226950
3.080000	-0.039267	-0.097071	0.117376	-0.179838	0.754782	0.018186	0.696523	0.234033
3.090000	-0.032183	-0.095139	0.117054	-0.184024	0.760578	0.024947	0.699099	0.235321
3.100000	-0.033793	-0.094817	0.113512	-0.181770	0.759290	0.020761	0.695235	0.231135
3.110000	-0.032183	-0.088377	0.115766	-0.182736	0.757680	0.022693	0.697489	0.229203
3.120000	-0.025743	-0.089665	0.115766	-0.188210	0.760256	0.023659	0.693303	0.225018
3.130000	-0.028963	-0.087411	0.120918	-0.179516	0.760578	0.019151	0.690083	0.227272
3.140000	-0.032827	-0.091275	0.118986	-0.182092	0.760900	0.020761	0.689761	0.228881
3.150000	-0.032183	-0.091919	0.117376	-0.180804	0.762188	0.019795	0.684931	0.221798
3.160000	-0.029607	-0.088055	0.120596	-0.183058	0.760256	0.021727	0.690727	0.225018
3.170000	-0.028963	-0.092241	0.118020	-0.186600	0.761544	0.020761	0.689117	0.227272
3.180000	-0.035081	-0.088055	0.118020	-0.184990	0.758646	0.022049	0.692981	0.226628
3.190000	-0.030251	-0.093207	0.119308	-0.187888	0.762832	0.023015	0.691693	0.229203
3.200000	-0.028963	-0.083869	0.127036	-0.179516	0.763476	0.019473	0.685575	0.225340
3.210000	-0.031539	-0.087733	0.128002	-0.177906	0.762832	0.018186	0.686863	0.227916
3.220000	-0.030895	-0.087089	0.123172	-0.183058	0.762510	0.021083	0.690405	0.228238
3.230000	-0.031861	-0.086767	0.124782	-0.185312	0.759934	0.025269	0.696201	0.229525
3.240000	-0.029929	-0.089343	0.123172	-0.185956	0.756392	0.013356	0.680423	0.218578
3.250000	-0.036369	-0.086767	0.124782	-0.185312	0.755426	0.017864	0.693625	0.232101
3.260000	-0.030251	-0.086767	0.127680	-0.179838	0.763154	0.019795	0.687829	0.226628
3.270000	-0.033793	-0.088377	0.128646	-0.180482	0.766374	0.021083	0.688795	0.227594
3.280000	-0.032827	-0.085479	0.128324	-0.184346	0.763476	0.017220	0.688151	0.226306
3.290000	-0.031217	-0.087411	0.124460	-0.187888	0.767018	0.023337	0.691371	0.226950
3.300000	-0.036369	-0.087411	0.128646	-0.186600	0.766696	0.023981	0.692337	0.228881
3.310000	-0.031217	-0.085157	0.124460	-0.185634	0.764442	0.021727	0.690727	0.229525
3.320000	-0.031861	-0.083869	0.119308	-0.188210	0.760256	0.022371	0.690405	0.224374
3.330000	-0.038301	-0.089665	0.121240	-0.182736	0.759290	0.022049	0.692015	0.231457
3.340000	-0.043131	-0.093851	0.120274	-0.176940	0.762188	0.021083	0.690405	0.231779
3.350000	-0.039589	-0.091275	0.114156	-0.186278	0.756070	0.023981	0.692015	0.226950
3.360000	-0.041199	-0.091275	0.122528	-0.175330	0.760578	0.023015	0.690405	0.227594
3.370000	-0.045063	-0.098681	0.118342	-0.178550	0.755426	0.018186	0.686863	0.225984
3.380000	-0.041521	-0.092563	0.119630	-0.189498	0.749630	0.020117	0.694913	0.229203
3.390000	-0.039267	-0.085801	0.122206	-0.188210	0.753816	0.024947	0.696201	0.224374
3.400000	-0.043131	-0.101257	0.119308	-0.177906	0.759290	0.018829	0.687829	0.228238
3.410000	-0.035081	-0.088699	0.125426	-0.180804	0.759290	0.017864	0.687507	0.223730
3.420000	-0.035725	-0.091275	0.116732	-0.188532	0.758002	0.021727	0.693303	0.226950
3.430000	-0.034759	-0.088377	0.121562	-0.186600	0.757036	0.016254	0.688151	0.225340
3.440000	-0.038945	-0.092885	0.112868	-0.192074	0.751240	0.013678	0.685253	0.220510
3.450000	-0.036691	-0.084191	0.122206	-0.184990	0.756070	0.016898	0.689761	0.225662
3.460000	-0.033793	-0.087733	0.115122	-0.189820	0.761544	0.024303	0.694269	0.225018
3.470000	-0.042487	-0.089343	0.119308	-0.185956	0.760256	0.024947	0.694269	0.225018
3.480000	-0.039589	-0.089665	0.116732	-0.190786	0.756714	0.021727	0.693947	0.225340
3.490000	-0.037979	-0.090309	0.121240	-0.189498	0.760578	0.022371	0.692015	0.221476
3.500000	-0.041199	-0.089021	0.124138	-0.188210	0.756714	0.016576	0.693947	0.228238
3.510000	-0.040233	-0.088377	0.121240	-0.189820	0.760900	0.022049	0.696523	0.225984
3.520000	-0.037335	-0.084513	0.120918	-0.187566	0.762510	0.022371	0.695557	0.225340
3.530000	-0.036691	-0.089987	0.112868	-0.191430	0.762510	0.023015	0.696201	0.226306
3.540000	-0.039589	-0.085157	0.116088	-0.189176	0.761544	0.025269	0.700709	0.224052
3.550000	-0.031217	-0.082260	0.110936	-0.197226	0.756714	0.023015	0.697489	0.222764
3.560000	-0.037335	-0.090631	0.114478	-0.193040	0.759934	0.023337	0.697167	0.223408
3.570000	-0.038301	-0.085479	0.118986	-0.195294	0.757036	0.024947	0.698133	0.217934
3.580000	-0.040233	-0.096749	0.109004	-0.194328	0.758324	0.021727	0.695235	0.222764
3.590000	-0.042165	-0.099647	0.117376	-0.193684	0.751884	0.017542	0.695235	0.218256
3.600000	-0.038623	-0.096749	0.115766	-0.192074	0.758324	0.025269	0.698455	0.218256
3.610000	-0.038301	-0.097715	0.115766	-0.194006	0.754460	0.022049	0.695557	0.213748
3.620000	-0.038623	-0.096427	0.118986	-0.194972	0.751562	0.022693	0.700065	0.217290
3.630000	-0.035081	-0.102223	0.117376	-0.191752	0.761866	0.026235	0.695879	0.214392
3.640000	-0.036691	-0.103189	0.113512	-0.197548	0.756070	0.025591	0.698455	0.215680
3.650000	-0.036369	-0.099647	0.114800	-0.195294	0.756070	0.027523	0.703607	0.217934
3.660000	-0.031861	-0.096427	0.117698	-0.194972	0.756714	0.024947	0.698777	0.213426
3.670000	-0.035403	-0.099325	0.121884	-0.192718	0.755748	0.023015	0.701997	0.218578
3.680000	-0.035403	-0.101901	0.110936	-0.195294	0.758002	0.027845	0.701353	0.214714
3.690000	-0.029285	-0.097715	0.117376	-0.193684	0.759612	0.025591	0.699743	0.213748
3.700000	-0.031539	-0.097393	0.115122	-0.199480	0.753172	0.023337	0.700709	0.214070
3.710000	-0.034115	-0.097393	0.121884	-0.192074	0.757680	0.023981	0.697167	0.210850
3.720000	-0.033149	-0.091597	0.117054	-0.196260	0.758002	0.029455	0.704573	0.213104
3.730000	-0.035403	-0.096105	0.117376	-0.194328	0.762510	0.034285	0.705217	0.212460
3.740000	-0.036047	-0.097715	0.120274	-0.195938	0.758324	0.027845	0.700065	0.211494
3.750000	-0.038301	-0.092563	0.123172	-0.191108	0.758002	0.025591	0.701997	0.214714
3.760000	-0.033149	-0.091597	0.123494	-0.194650	0.758324	0.025913	0.701997	0.214070
3.770000	-0.036691	-0.091275	0.123816	-0.195294	0.757680	0.026557	0.703607	0.212460
3.780000	-0.035403	-0.087089	0.125426	-0.199158	0.758324	0.029455	0.701997	0.207952
3.790000	-0.038945	-0.088699	0.126714	-0.198192	0.757358	0.023015	0.699421	0.210528
3.800000	-0.039589	-0.089021	0.135086	-0.193040	0.762510	0.028811	0.702963	0.209562
3.810000	-0.043453	-0.095461	0.136374	-0.196904	0.767018	0.030099	0.701997	0.210206
3.820000	-0.046351	-0.092563	0.138628	-0.196260	0.765086	0.030743	0.706505	0.209240
3.830000	-0.055367	-0.094495	0.144745	-0.194006	0.761222	0.028167	0.706505	0.207952
3.840000	-0.052147	-0.095461	0.142813	-0.197870	0.763476	0.032031	0.705217	0.206664
3.850000	-0.058265	-0.086767	0.147965	-0.191752	0.761222	0.028811	0.702641	0.206664
3.860000	-0.052469	-0.081616	0.141203	-0.198836	0.762188	0.036539	0.704895	0.204088
3.870000	-0.054723	-0.074854	0.140238	-0.196260	0.758324	0.032675	0.704573	0.207630
3.880000	-0.053435	-0.070668	0.147965	-0.197226	0.751240	0.026235	0.701997	0.205376
3.890000	-0.050215	-0.070024	0.143457	-0.201734	0.752850	0.030099	0.706505	0.210850
3.900000	-0.051825	-0.070668	0.141203	-0.200124	0.752206	0.028489	0.706183	0.211172
3.910000	-0.049249	-0.077752	0.144101	-0.197548	0.755426	0.028489	0.704895	0.208918
3.920000	-0.049571	-0.078396	0.138950	-0.197870	0.757358	0.030743	0.705539	0.207630
3.930000	-0.047317	-0.082903	0.140882	-0.195616	0.755748	0.031065	0.707471	0.204732
3.940000	-0.045063	-0.081938	0.137018	-0.199158	0.756714	0.032675	0.709403	0.206342
3.950000	-0.043131	-0.084191	0.137984	-0.199802	0.752528	0.029133	0.708437	0.204088
3.960000	-0.047961	-0.093529	0.133798	-0.203988	0.751884	0.032031	0.715521	0.209240
3.970000	-0.042487	-0.097071	0.126070	-0.200124	0.752850	0.032353	0.714555	0.205376
3.980000	-0.041521	-0.100935	0.132188	-0.197226	0.753816	0.036861	0.717775	0.202800
3.990000	-0.041843	-0.106731	0.125748	-0.200446	0.749308	0.030421	0.714877	0.203766
4.000000	-0.050859	-0.117035	0.126070	-0.190142	0.753816	0.032031	0.718097	0.206342
4.010000	-0.041199	-0.114137	0.120596	-0.197548	0.748664	0.029133	0.712945	0.199580
4.020000	-0.040877	-0.118645	0.117376	-0.191752	0.748020	0.027523	0.712945	0.200224
4.030000	-0.040555	-0.118967	0.113834	-0.198514	0.746088	0.027845	0.715521	0.201512
4.040000	-0.040555	-0.126051	0.108038	-0.198514	0.746410	0.031065	0.715843	0.197970
4.050000	-0.044097	-0.130880	0.106428	-0.193684	0.748342	0.030743	0.717453	0.203444
4.060000	-0.043775	-0.127661	0.107716	-0.200446	0.743834	0.030421	0.719707	0.204088
4.070000	-0.045063	-0.123153	0.110292	-0.199480	0.745766	0.035573	0.722283	0.200224
4.080000	-0.045707	-0.124441	0.111902	-0.195294	0.747054	0.033963	0.724536	0.202478
4.090000	-0.046673	-0.126051	0.106750	-0.195938	0.744478	0.030421	0.720029	0.202478
4.100000	-0.040555	-0.118323	0.111580	-0.200446	0.738038	0.026557	0.721317	0.200868
4.110000	-0.045063	-0.119933	0.116088	-0.200446	0.741902	0.031387	0.725180	0.202478
4.120000	-0.045707	-0.116391	0.107394	-0.199158	0.740614	0.032675	0.722926	0.199258
4.130000	-0.050537	-0.114781	0.112868	-0.194650	0.745444	0.032997	0.725824	0.206986
4.140000	-0.054079	-0.112205	0.108682	-0.200768	0.742546	0.034285	0.724858	0.201834
4.150000	-0.056333	-0.108341	0.113190	-0.201090	0.739970	0.032675	0.727434	0.204732
4.160000	-0.056011	-0.108019	0.115444	-0.203344	0.738038	0.028811	0.725180	0.205054
4.170000	-0.056011	-0.112205	0.117698	-0.207208	0.740292	0.031387	0.728722	0.207630
4.180000	-0.052791	-0.111239	0.114156	-0.212681	0.740292	0.033641	0.729688	0.205376
4.190000	-0.051181	-0.102223	0.114800	-0.212359	0.738682	0.036539	0.729044	0.196038
4.200000	-0.057299	-0.110273	0.110614	-0.213969	0.737394	0.031387	0.729688	0.205698
4.210000	-0.057943	-0.108019	0.108038	-0.222663	0.736428	0.034929	0.730976	0.201190
4.220000	-0.060197	-0.103833	0.107394	-0.215257	0.740292	0.034285	0.729044	0.203444
4.230000	-0.052791	-0.101901	0.101920	-0.224917	0.735462	0.032031	0.729688	0.204732
4.240000	-0.054079	-0.098037	0.108038	-0.223629	0.735784	0.028489	0.725502	0.198614
4.250000	-0.053757	-0.091597	0.105784	-0.230069	0.735784	0.033963	0.729044	0.197004
4.260000	-0.054723	-0.096427	0.100632	-0.230069	0.736106	0.032353	0.729366	0.201834
4.270000	-0.056977	-0.095139	0.102886	-0.232967	0.733208	0.033641	0.734840	0.204410
4.280000	-0.049893	-0.099003	0.106106	-0.229425	0.737394	0.031387	0.727434	0.199902
4.290000	-0.055045	-0.099003	0.111580	-0.218799	0.736750	0.031387	0.733874	0.205054
4.300000	-0.052791	-0.102545	0.106750	-0.222985	0.735462	0.033641	0.731298	0.200546
4.310000	-0.052147	-0.105765	0.114478	-0.216545	0.733852	0.031387	0.732908	0.200224
4.320000	-0.046351	-0.105765	0.116732	-0.209140	0.736750	0.033319	0.730332	0.194428
4.330000	-0.043453	-0.113815	0.111580	-0.203988	0.742224	0.038149	0.732264	0.197970
4.340000	-0.043453	-0.116713	0.109004	-0.210427	0.739004	0.038149	0.735162	0.197326
4.350000	-0.035403	-0.122509	0.103852	-0.213325	0.738360	0.035895	0.728722	0.190564
4.360000	-0.039911	-0.124763	0.108682	-0.204310	0.740292	0.034607	0.730654	0.195072
4.370000	-0.035403	-0.123797	0.107072	-0.198836	0.741580	0.035251	0.731620	0.196038
4.380000	-0.026065	-0.124441	0.111258	-0.195938	0.742224	0.033319	0.726468	0.191208
4.390000	-0.017694	-0.119933	0.109648	-0.197548	0.741902	0.037827	0.727112	0.186700
4.400000	-0.026387	-0.131202	0.102242	-0.193684	0.744800	0.041691	0.731620	0.192174
4.410000	-0.023811	-0.131202	0.108038	-0.193362	0.745122	0.042013	0.730654	0.187988
4.420000	-0.023811	-0.135710	0.104496	-0.192718	0.741580	0.035573	0.723570	0.186700
4.430000	-0.023811	-0.134422	0.109648	-0.189498	0.743190	0.039759	0.732586	0.193784
4.440000	-0.024455	-0.128948	0.113512	-0.189176	0.742224	0.040725	0.734518	0.189920
4.450000	-0.027675	-0.142472	0.112546	-0.182736	0.746088	0.034285	0.724214	0.187022
4.460000	-0.017694	-0.132812	0.112546	-0.195938	0.743834	0.040403	0.730976	0.184768
4.470000	-0.019625	-0.128948	0.116732	-0.190142	0.746088	0.038149	0.726468	0.184768
4.480000	-0.025099	-0.135066	0.115122	-0.191752	0.747698	0.041047	0.731620	0.187022
4.490000	-0.025099	-0.128626	0.123172	-0.193040	0.744800	0.038149	0.733230	0.186700
4.500000	-0.030251	-0.130236	0.122528	-0.191108	0.746410	0.043623	0.735162	0.187344
4.510000	-0.032183	-0.122187	0.135730	-0.189820	0.744156	0.038149	0.734518	0.186378
4.520000	-0.037335	-0.122831	0.132832	-0.189176	0.744156	0.038793	0.731942	0.184124
4.530000	-0.038623	-0.129592	0.133798	-0.189176	0.742868	0.036217	0.732586	0.189920
4.540000	-0.032505	-0.123797	0.127036	-0.196260	0.747698	0.044589	0.731620	0.180261
4.550000	-0.045063	-0.127983	0.136696	-0.187566	0.744156	0.036217	0.729688	0.184768
4.560000	-0.044097	-0.124119	0.137018	-0.193040	0.743512	0.039759	0.734840	0.187666
4.570000	-0.040555	-0.122187	0.133798	-0.195616	0.740614	0.038149	0.732908	0.186700
4.580000	-0.048605	-0.120255	0.144745	-0.187888	0.743512	0.035895	0.731298	0.184446
4.590000	-0.042487	-0.117357	0.138950	-0.193362	0.744800	0.040081	0.731620	0.179939
4.600000	-0.049893	-0.119289	0.139594	-0.194650	0.741902	0.040081	0.735162	0.185412
4.610000	-0.044741	-0.120899	0.137984	-0.193362	0.746410	0.042013	0.732586	0.187344
4.620000	-0.050859	-0.118001	0.138306	-0.189176	0.745766	0.040725	0.735484	0.188310
4.630000	-0.042809	-0.115103	0.135086	-0.196260	0.741902	0.037505	0.731620	0.187988
4.640000	-0.037657	-0.107375	0.132188	-0.200124	0.741580	0.037505	0.726468	0.178973
4.650000	-0.048283	-0.109951	0.138950	-0.197226	0.742224	0.038471	0.734196	0.189598
4.660000	-0.048605	-0.109629	0.131866	-0.201090	0.739326	0.036861	0.732586	0.191208
4.670000	-0.048283	-0.107697	0.130256	-0.200124	0.738360	0.034285	0.728400	0.188632
4.680000	-0.044097	-0.107375	0.132188	-0.203022	0.739970	0.036539	0.730332	0.185412
4.690000	-0.040877	-0.100935	0.132510	-0.201412	0.741902	0.038149	0.728722	0.188310
4.700000	-0.043775	-0.100613	0.134120	-0.199158	0.739326	0.037183	0.730654	0.190564
4.710000	-0.049571	-0.106409	0.134442	-0.198836	0.742868	0.039437	0.733874	0.191530
4.720000	-0.044419	-0.104799	0.130900	-0.203344	0.739648	0.037827	0.732264	0.187988
4.730000	-0.045385	-0.107053	0.124460	-0.200124	0.740292	0.037827	0.729688	0.187988
4.740000	-0.048605	-0.106409	0.127358	-0.197870	0.740936	0.036539	0.733230	0.192818
4.750000	-0.047639	-0.110917	0.127680	-0.202378	0.741580	0.038793	0.730976	0.187988
4.760000	-0.047961	-0.112205	0.129290	-0.202700	0.741902	0.039437	0.731620	0.183159
4.770000	-0.047961	-0.116069	0.121562	-0.199802	0.744800	0.041369	0.730976	0.186056
4.780000	-0.047961	-0.115747	0.127680	-0.209462	0.739004	0.039115	0.732908	0.189276
4.790000	-0.047639	-0.108019	0.135086	-0.203344	0.736750	0.034285	0.732586	0.186700
4.800000	-0.047961	-0.108019	0.128646	-0.203344	0.737072	0.035573	0.733874	0.189920
4.810000	-0.047961	-0.110595	0.127036	-0.203988	0.736428	0.033319	0.730976	0.194106
4.820000	-0.048927	-0.109629	0.128002	-0.202378	0.737394	0.033319	0.728722	0.187344
4.830000	-0.044741	-0.109951	0.127036	-0.204632	0.740936	0.038471	0.734196	0.190886
4.840000	-0.048605	-0.108019	0.128324	-0.200768	0.740614	0.037505	0.730976	0.189920
4.850000	-0.051181	-0.116713	0.126070	-0.206242	0.740292	0.036539	0.731620	0.192818
4.860000	-0.046995	-0.111239	0.125748	-0.213647	0.735462	0.037827	0.736128	0.189598
4.870000	-0.046351	-0.112205	0.127036	-0.204310	0.739004	0.034285	0.735162	0.194750
4.880000	-0.047317	-0.114137	0.123494	-0.213969	0.735784	0.035573	0.735806	0.189920
4.890000	-0.052147	-0.117357	0.128646	-0.207208	0.737394	0.034929	0.736450	0.192818
4.900000	-0.040555	-0.111239	0.120274	-0.211071	0.740614	0.038149	0.732586	0.187022
4.910000	-0.050215	-0.109307	0.127358	-0.202378	0.737072	0.033641	0.731620	0.189598
4.920000	-0.049249	-0.109307	0.129934	-0.202378	0.734818	0.034929	0.735806	0.193784
4.930000	-0.046351	-0.111883	0.125748	-0.198192	0.737072	0.034285	0.729044	0.192174
4.940000	-0.041199	-0.107697	0.122850	-0.198836	0.735140	0.034607	0.728722	0.187666
4.950000	-0.041521	-0.108341	0.118342	-0.200124	0.736750	0.037505	0.729688	0.191208
4.960000	-0.039589	-0.104799	0.124460	-0.199802	0.735140	0.034607	0.730010	0.192174
4.970000	-0.038623	-0.107697	0.116732	-0.203666	0.737072	0.037827	0.732264	0.193784
4.980000	-0.037335	-0.105121	0.118664	-0.203666	0.733530	0.029455	0.729044	0.194106
4.990000	-0.034437	-0.108019	0.114478	-0.205920	0.736750	0.032675	0.729044	0.193462
5.000000	-0.038945	-0.112849	0.119308	-0.204310	0.737716	0.031065	0.732264	0.199580
5.010000	-0.034115	-0.108019	0.114800	-0.208174	0.739326	0.036217	0.734840	0.196038
5.020000	-0.030251	-0.101901	0.121884	-0.204632	0.742546	0.036217	0.734518	0.195394
5.030000	-0.040233	-0.114137	0.116732	-0.209140	0.741258	0.038149	0.737416	0.198614
5.040000	-0.035725	-0.107375	0.113512	-0.210749	0.743512	0.038471	0.732908	0.194106
5.050000	-0.037657	-0.106087	0.121562	-0.206886	0.742224	0.035251	0.733230	0.196360
5.060000	-0.036691	-0.104155	0.115122	-0.210427	0.739004	0.033963	0.733230	0.196360
5.070000	-0.033149	-0.107053	0.118342	-0.206886	0.743190	0.034285	0.728078	0.192818
5.080000	-0.041199	-0.107697	0.111902	-0.212037	0.741258	0.036861	0.733230	0.193784
5.090000	-0.042165	-0.098359	0.119952	-0.213003	0.739004	0.038149	0.736450	0.195394
5.100000	-0.040555	-0.100291	0.119630	-0.208818	0.741258	0.036217	0.731620	0.195716
5.110000	-0.042809	-0.103833	0.112224	-0.213647	0.741580	0.039437	0.732586	0.195394
5.120000	-0.044741	-0.100613	0.113834	-0.212681	0.735784	0.031709	0.731942	0.202478
5.130000	-0.042487	-0.097393	0.115766	-0.212359	0.738038	0.036861	0.735484	0.200546
5.140000	-0.038301	-0.094173	0.117698	-0.208174	0.737716	0.030743	0.726790	0.196682
5.150000	-0.039911	-0.095783	0.115122	-0.211071	0.735462	0.030099	0.725824	0.198936
5.160000	-0.042487	-0.092885	0.118664	-0.209140	0.735784	0.029455	0.730332	0.203122
5.170000	-0.054401	-0.100935	0.120274	-0.203988	0.737394	0.029777	0.729044	0.205054
5.180000	-0.041843	-0.093529	0.116410	-0.214291	0.737716	0.033319	0.728078	0.199258
5.190000	-0.049249	-0.097715	0.111258	-0.215901	0.737072	0.033963	0.729366	0.202156
5.200000	-0.051181	-0.098359	0.117054	-0.207852	0.739004	0.030743	0.723570	0.202156
5.210000	-0.044419	-0.094173	0.115766	-0.206886	0.736750	0.027523	0.724858	0.208274
5.220000	-0.043775	-0.093207	0.111580	-0.212359	0.734496	0.026879	0.724536	0.206664
5.230000	-0.043131	-0.084513	0.123494	-0.205920	0.736428	0.028811	0.723570	0.201512
5.240000	-0.043131	-0.080972	0.125104	-0.203988	0.736428	0.030099	0.729366	0.208918
5.250000	-0.045385	-0.088377	0.124460	-0.201734	0.736750	0.028811	0.727112	0.209884
5.260000	-0.039267	-0.090631	0.116732	-0.205920	0.738682	0.031387	0.723570	0.203766
5.270000	-0.037979	-0.094817	0.113512	-0.200768	0.738360	0.030099	0.723892	0.204410
5.280000	-0.038945	-0.098359	0.116088	-0.201090	0.738360	0.031065	0.725824	0.203766
5.290000	-0.035403	-0.097071	0.114156	-0.201734	0.737716	0.029777	0.724214	0.205054
5.300000	-0.029929	-0.104155	0.107716	-0.200446	0.739004	0.028489	0.720995	0.204088
5.310000	-0.029285	-0.101901	0.107716	-0.196582	0.740292	0.029455	0.721961	0.201834
5.320000	-0.032505	-0.107053	0.108360	-0.193040	0.739326	0.026557	0.721639	0.206020
5.330000	-0.023167	-0.107375	0.105140	-0.197226	0.741902	0.030743	0.723892	0.202478
5.340000	-0.025099	-0.111561	0.097412	-0.195616	0.743190	0.031709	0.723570	0.204088
5.350000	-0.025743	-0.112849	0.096125	-0.199802	0.739326	0.031065	0.729044	0.209240
5.360000	-0.021879	-0.107053	0.102886	-0.201090	0.737716	0.032353	0.730332	0.206664
5.370000	-0.027675	-0.112205	0.099988	-0.198514	0.738682	0.029777	0.722605	0.201512
5.380000	-0.023811	-0.105443	0.101276	-0.196260	0.739970	0.032353	0.728400	0.202800
5.390000	-0.030573	-0.110595	0.101598	-0.199480	0.737394	0.030099	0.726146	0.203766
5.400000	-0.032827	-0.111239	0.110292	-0.203022	0.738682	0.032353	0.732908	0.209240
5.410000	-0.037657	-0.108985	0.111580	-0.199158	0.741902	0.030099	0.727434	0.206020
5.420000	-0.034759	-0.105121	0.109648	-0.207208	0.738360	0.034285	0.732586	0.202800
5.430000	-0.036047	-0.104799	0.112868	-0.207208	0.741902	0.032675	0.727756	0.199580
5.440000	-0.038623	-0.098359	0.115444	-0.207530	0.737716	0.033963	0.731620	0.200224
5.450000	-0.038945	-0.095461	0.117376	-0.207852	0.733852	0.030743	0.729688	0.199902
5.460000	-0.044419	-0.097393	0.113834	-0.208174	0.732242	0.029133	0.727756	0.202478
5.470000	-0.043775	-0.097071	0.113190	-0.219765	0.725803	0.031387	0.731298	0.201190
5.480000	-0.049893	-0.098037	0.113512	-0.216223	0.727412	0.034607	0.736128	0.205698
5.490000	-0.046351	-0.090953	0.116410	-0.214291	0.726125	0.032997	0.734840	0.202800
5.500000	-0.043131	-0.096427	0.120274	-0.210427	0.732242	0.031709	0.730654	0.199902
5.510000	-0.051181	-0.099325	0.122850	-0.209462	0.732886	0.032997	0.735162	0.201834
5.520000	-0.045063	-0.092563	0.124460	-0.208496	0.735140	0.031065	0.732264	0.199902
5.530000	-0.041521	-0.095461	0.121884	-0.211071	0.738682	0.036217	0.734840	0.200546
5.540000	-0.045385	-0.097715	0.124460	-0.209140	0.735462	0.033963	0.738060	0.204732
5.550000	-0.041521	-0.096427	0.124138	-0.212037	0.732242	0.031709	0.735162	0.198936
5.560000	-0.044419	-0.093851	0.122528	-0.204632	0.731276	0.031065	0.735162	0.200224
5.570000	-0.039267	-0.096749	0.127358	-0.206886	0.730954	0.032353	0.736128	0.200546
5.580000	-0.039267	-0.107697	0.112546	-0.205276	0.735462	0.035895	0.735162	0.202156
5.590000	-0.034437	-0.100613	0.115444	-0.208496	0.730954	0.032353	0.733230	0.195716
5.600000	-0.037013	-0.109307	0.116088	-0.203666	0.734818	0.032997	0.734840	0.199258
5.610000	-0.028963	-0.110273	0.110292	-0.201090	0.738682	0.031387	0.728078	0.198614
5.620000	-0.029285	-0.118967	0.104174	-0.206564	0.737072	0.032997	0.734196	0.200868
5.630000	-0.028963	-0.113171	0.103530	-0.203666	0.736750	0.032675	0.734518	0.201834
5.640000	-0.020591	-0.112527	0.104174	-0.205598	0.739326	0.036861	0.734840	0.197648
5.650000	-0.022845	-0.119933	0.099666	-0.208174	0.739004	0.034607	0.733230	0.197970
5.660000	-0.025743	-0.120899	0.097734	-0.205920	0.741258	0.036861	0.735162	0.197970
5.670000	-0.027675	-0.121543	0.103530	-0.205276	0.738360	0.032353	0.735806	0.203444
5.680000	-0.029607	-0.120255	0.106428	-0.201090	0.743190	0.034607	0.730654	0.198292
5.690000	-0.029607	-0.113493	0.109004	-0.207852	0.737716	0.032997	0.730976	0.197326
5.700000	-0.035081	-0.112849	0.106106	-0.211071	0.738038	0.034607	0.732264	0.199902
5.710000	-0.035403	-0.107697	0.109326	-0.208818	0.739326	0.034607	0.728078	0.194106
5.720000	-0.041521	-0.110595	0.115766	-0.208818	0.736750	0.028167	0.724536	0.199902
5.730000	-0.048605	-0.103189	0.115444	-0.213647	0.735140	0.033641	0.731298	0.198936
5.740000	-0.049893	-0.100935	0.116410	-0.215257	0.735784	0.035895	0.731942	0.199902
5.750000	-0.049893	-0.093851	0.125426	-0.213969	0.735462	0.032675	0.728078	0.201512
5.760000	-0.058587	-0.090953	0.126392	-0.216223	0.733530	0.034285	0.732586	0.203766
5.770000	-0.062451	-0.092563	0.130900	-0.214935	0.736106	0.032031	0.728722	0.201512
5.780000	-0.059231	-0.085157	0.131866	-0.214935	0.734174	0.030099	0.727756	0.201834
