Time	FHx	FHy	FHz	LEx	LEy	LEz	MEx	MEy	MEz	HFx	HFy	HFz	TTx	TTy	TTz	LMx	LMy	LMz	MMx	MMy	MMz	CAx	CAy	CAz	FMx	FMy	FMz	VMx	VMy	VMz	Fx	Fy	Fz	COPx	COPy	COPz	My
0.44	448.69693	795.85162	-100.10631	403.47183	433.34586	-48.12368	410.4649	429.74362	-174.51343	376.63226	403.49274	-43.987	423.74124	369.15009	-98.3343	303.5036	68.29272	-82.40572	324.80585	77.61877	-162.06911	248.569	53.77635	-131.98283	436.45895	39.07626	-126.34888	398.03491	29.61261	-60.71311	3.9	553.38	-48.7	418.39	0	-91.78	1429.3
0.447	456.56744	794.60364	-100.5701	406.77133	433.0885	-48.33049	413.61914	429.59924	-174.79391	379.56125	403.53537	-44.30139	426.44653	368.711	-98.43412	303.77637	68.77261	-82.70258	325.17764	77.95429	-162.37387	248.76245	54.58815	-132.34114	436.55145	38.99063	-126.40715	397.98883	29.60937	-60.83384	6.91	568.16	-50.06	419.66	0	-93	1550.15
0.453	464.46799	793.31744	-101.06548	410.23465	432.80167	-48.57688	416.93759	429.4346	-175.11169	382.63837	403.56012	-44.65528	429.31967	368.23453	-98.5318	304.06287	69.28712	-82.99059	325.55994	78.31511	-162.67467	248.96509	55.45093	-132.67569	436.6384	38.90366	-126.46886	397.94385	29.60441	-60.95664	10.58	579.19	-50.49	420.83	0	-93.39	1838.64
0.46	472.39819	791.99786	-101.5997	413.86801	432.48056	-48.85728	420.45602	429.22104	-175.45461	385.87729	403.56299	-45.04322	432.36285	367.71539	-98.64281	304.36548	69.84015	-83.26164	325.95578	78.70429	-162.96358	249.17618	56.37185	-132.9771	436.71991	38.8161	-126.53219	397.90314	29.59714	-61.07809	15	592.81	-52.04	422.76	0	-94.09	1880.31
0.467	480.35788	790.65015	-102.17957	417.67703	432.12201	-49.16513	424.20657	428.92905	-175.80962	389.29184	403.5415	-45.45707	435.57776	367.14944	-98.77831	304.68738	70.43623	-83.50699	326.36792	79.12665	-163.23291	249.39597	57.35897	-133.23563	436.79651	38.72874	-126.5949	397.86987	29.587	-61.19468	18.95	608.69	-52.46	423.68	0	-95.09	2141.6
0.473	488.34692	789.27972	-102.81087	421.66708	431.72482	-49.4937	428.21521	428.53168	-176.16425	392.8949	403.49472	-45.88722	438.96735	366.53336	-98.9418	305.03229	71.08063	-83.71762	326.79886	79.58866	-163.47531	249.62659	58.42117	-133.44141	436.86899	38.64218	-126.65495	397.84723	29.5735	-61.30304	22.89	624.09	-53.34	424.91	0	-95.22	2310.13
0.48	496.36594	787.8927	-103.49759	425.84396	431.28937	-49.83708	432.50018	428.00787	-176.50798	396.6976	403.42276	-46.32467	442.53607	365.86502	-99.13052	305.40454	71.77953	-83.8846	327.25153	80.09824	-163.68405	249.87134	59.56847	-133.58459	436.93805	38.55665	-126.71075	397.83777	29.55621	-61.40011	26.94	638.13	-54.05	426.11	0	-95.42	2473.13
0.487	504.41702	786.49536	-104.24166	430.21463	430.81747	-50.19102	437.07169	427.34543	-176.83339	400.70947	403.32669	-46.7626	446.28931	365.1438	-99.33868	305.8089	72.54025	-83.99948	327.72934	80.66429	-163.85297	250.13409	60.81259	-133.65585	437.0043	38.47199	-126.76112	397.84418	29.5348	-61.483	31.83	652.88	-55.23	427.04	0	-96.18	2659.26
0.493	512.50372	785.09424	-105.04296	434.78818	430.31189	-50.55344	441.93164	426.54279	-177.1371	404.93951	403.20807	-47.19671	450.23322	364.37082	-99.5605	306.25079	73.37142	-84.05469	328.23584	81.29653	-163.97624	250.41995	62.16711	-133.64711	437.0687	38.38772	-126.80512	397.86871	29.5092	-61.54882	36.74	666.5	-56.32	428.89	0	-96.68	2640.22
0.5	520.63123	783.69568	-105.89958	439.5755	429.77585	-50.92479	447.07501	425.60968	-177.42023	409.39713	403.06827	-47.62487	454.37433	363.54883	-99.79216	306.73633	74.2831	-84.04382	328.77499	82.00511	-164.04799	250.73517	63.64747	-133.55217	437.1322	38.30305	-126.84203	397.91339	29.47954	-61.5949	42.31	677.94	-57.41	430.16	0	-97.07	2608.25
0.507	528.80682	782.30566	-106.80888	444.58978	429.21271	-51.30766	452.49185	424.5661	-177.68832	414.09396	402.90762	-48.04665	458.72015	362.68195	-100.03288	307.27295	75.2868	-83.96194	329.35123	82.80034	-164.06189	251.08762	65.27093	-133.3669	437.19568	38.21691	-126.87127	397.97998	29.44619	-61.61916	47.2	689.34	-59.07	431.23	0	-97.27	2645.22
0.513	537.03961	780.92975	-107.76811	449.8461	428.62582	-51.70593	458.1698	423.44006	-177.95076	419.04434	402.72476	-48.46301	463.27933	361.77505	-100.2849	307.86957	76.39529	-83.80566	329.96915	83.69234	-164.01123	251.48758	67.0564	-133.08945	437.25977	38.12789	-126.89244	398.06946	29.40974	-61.62023	53.12	704.5	-60.07	431.12	0	-98.35	2739.25
0.52	545.33942	779.57257	-108.77526	455.36124	428.01883	-52.12385	464.09726	422.26401	-178.21956	424.26437	402.51828	-48.87665	468.06201	360.83331	-100.55292	308.53729	77.62251	-83.57307	330.63467	84.69104	-163.8891	251.94846	69.02435	-132.72023	437.32495	38.03419	-126.90538	398.1825	29.37103	-61.59763	59.24	711.47	-60.72	432.19	0	-98.47	2800.74
0.527	553.71722	778.23883	-109.82932	461.15302	427.39597	-52.56578	470.2659	421.07059	-178.50793	429.77023	402.28912	-49.29269	473.08008	359.86191	-100.84311	309.289	78.98392	-83.26375	331.35757	85.80702	-163.68913	252.48715	71.19658	-132.26221	437.39105	37.93365	-126.9102	398.31952	29.33121	-61.55179	66.4	716.28	-62.13	433.11	0	-98.32	2532.57
0.533	562.18402	776.93372	-110.93082	467.23993	426.76251	-53.03704	476.6734	419.8884	-178.82855	435.57761	402.04172	-49.7187	478.34802	358.8656	-101.16199	310.13885	80.49689	-82.87875	332.1539	87.05284	-163.40656	253.12564	73.59605	-131.72099	437.45764	37.82367	-126.90742	398.48077	29.29204	-61.48422	73.11	720.31	-63.26	434.76	0	-98.98	2531.84
0.54	570.75043	775.66357	-112.08222	473.64029	426.12485	-53.54396	483.32495	418.73856	-179.19231	441.70193	401.78326	-50.16372	483.88345	357.84885	-101.51534	311.10297	82.18065	-82.42079	333.04813	88.44343	-163.03893	253.89151	76.24674	-131.10507	437.52374	37.70123	-126.89792	398.66663	29.25623	-61.39764	79.89	723.63	-64.39	435.34	0	-99.06	2197.79
0.547	579.4256	774.43677	-113.28737	480.37302	425.49017	-54.09327	490.23483	417.6326	-179.60745	448.15866	401.52319	-50.63725	489.7074	356.81564	-101.90732	312.20129	84.05565	-81.89473	334.07303	89.99532	-162.58655	254.81931	79.17347	-130.42596	437.58826	37.56291	-126.88307	398.87817	29.22784	-61.29613	87.98	720.69	-64.51	435.74	0	-99.2	2039.76
0.553	588.21558	773.26379	-114.55114	487.45865	424.86612	-54.69119	497.42667	416.5723	-180.07933	454.96463	401.2724	-51.14826	495.84515	355.76959	-102.33961	313.45966	86.14305	-81.30807	335.2695	91.72549	-162.0528	255.95065	82.40163	-129.6983	437.65002	37.40527	-126.86476	399.11743	29.21287	-61.18523	94.77	716.25	-64.26	436.51	0	-99.39	2064.02
0.56	597.1225	772.15784	-115.87865	494.92062	424.25995	-55.34262	504.93317	415.55096	-180.61052	462.13943	401.04208	-51.70437	502.32678	354.71375	-102.81049	314.91058	88.46407	-80.67148	336.68594	93.65021	-161.44461	257.33444	85.9564	-128.94016	437.70782	37.22514	-126.8455	399.38812	29.21969	-61.07214	101.83	709.59	-64.11	437.01	0	-99.45	1858.79
0.567	606.14398	771.13434	-117.27608	502.78632	423.6778	-56.05016	512.79529	414.55618	-181.20132	469.70645	400.84241	-52.31107	509.18777	353.65063	-103.31448	316.59448	91.039	-79.99918	338.37729	95.78367	-160.77289	259.02768	89.86136	-128.1739	437.76147	37.02029	-126.82849	399.69684	29.25973	-60.96561	109.27	698.5	-63.04	437.56	0	-99.28	1615.35
0.573	615.27338	770.21106	-118.75005	511.08823	423.1236	-56.81319	521.06091	413.57272	-181.85022	477.69354	400.68124	-52.97102	516.46912	352.58194	-103.8427	318.5592	93.88591	-79.3091	340.4039	98.13659	-160.05264	261.09451	94.13671	-127.42644	437.81281	36.79005	-126.81767	400.05322	29.3481	-60.87589	115.66	681.56	-61.62	438.76	0	-98.68	1285.46
0.58	624.49994	769.40692	-120.30878	519.86334	422.59805	-57.62724	529.78302	412.58521	-182.55356	486.13345	400.56207	-53.68344	524.21655	351.50839	-104.38338	320.85913	97.01931	-78.62263	342.83017	100.71452	-159.30295	263.60464	98.79736	-126.72789	437.86707	36.53614	-126.81767	400.47144	29.50422	-60.81432	120.21	659.38	-59.92	439.68	0	-98.36	834.9
0.587	633.80841	768.74078	-121.96107	529.15192	422.09744	-58.48411	539.01703	411.57935	-183.3047	495.0632	400.48248	-54.44389	532.47888	350.42969	-104.92226	323.55292	100.44895	-77.96383	345.72183	103.51656	-158.54642	266.63138	103.85135	-126.10921	437.935	36.2636	-126.83373	400.97205	29.75239	-60.79285	126.07	628.03	-57.7	440.62	0	-98.48	434.13
0.593	643.18048	768.22998	-123.71542	538.99408	421.61264	-59.37244	548.81799	410.54175	-184.09366	504.52307	400.43375	-55.24458	541.30524	349.3443	-105.44295	326.70258	104.17832	-77.35777	349.14285	106.53513	-157.80806	270.24863	109.29866	-125.59905	438.03571	35.98201	-126.87157	401.58386	30.12247	-60.82322	129.39	592.66	-54.64	441.47	0	-98.29	163.48
0.6	652.59399	767.88928	-125.5783	549.42664	421.12857	-60.27909	559.23792	409.45868	-184.90759	514.55347	400.40121	-56.07498	550.74115	348.25015	-105.92837	330.37305	108.20343	-76.82895	353.15201	109.75677	-157.11371	274.52744	115.13025	-125.22089	438.19836	35.70679	-126.93742	402.34595	30.65059	-60.91639	130.01	551.34	-49.15	444.13	0	-97.77	-54.29
0.607	662.02417	767.72937	-127.55289	560.47943	420.62506	-61.19061	570.32281	408.3154	-185.73184	525.19189	400.36545	-56.92258	560.82501	347.14557	-106.3633	334.63013	112.51236	-76.39978	357.79898	113.16362	-156.48921	279.53232	121.32736	-124.9911	438.46368	35.46033	-127.03834	403.30902	31.37964	-61.08179	130.8	507.16	-44.54	444.38	0	-98.47	-154.34
0.613	671.44458	767.75574	-129.63774	572.17218	420.07968	-62.09495	582.10962	407.09683	-186.55188	536.46887	400.30405	-57.77397	571.58386	346.03094	-106.7374	339.53662	117.08563	-76.08966	363.12112	116.73532	-155.95996	285.31711	127.8614	-124.91788	438.88422	35.27296	-127.18223	404.5365	32.35833	-61.32662	130.65	450.77	-38.92	446.3	0	-97.91	-171.93
0.62	680.82794	767.96844	-131.82591	584.51062	419.47171	-62.98327	594.6228	405.79041	-187.3562	548.40503	400.194	-58.61644	583.02954	344.91022	-107.04778	345.14886	121.89722	-75.91417	369.14145	120.45137	-155.55057	291.92056	134.69452	-125.00108	439.52618	35.18375	-127.37681	406.10535	33.63878	-61.65479	127.21	391.44	-30.94	447.32	0	-97.47	5.27
0.627	690.1474	768.36194	-134.10399	597.48419	418.78665	-63.85186	607.87189	404.38947	-188.13936	561.00671	400.01514	-59.44004	595.15625	343.79221	-107.30119	351.51282	126.91626	-75.88469	375.86679	124.29401	-155.28398	299.36307	141.78088	-125.23317	440.47272	35.24094	-127.62766	408.10535	35.27322	-62.06567	116.14	325.84	-19.74	449.08	0	-96.53	-140.52
0.633	699.37805	768.92529	-136.45207	611.06476	418.01993	-64.70338	621.84863	402.89673	-188.90407	574.26416	399.75388	-60.23933	607.93964	342.69125	-107.51591	358.66028	132.11	-76.00874	383.28824	128.25073	-155.18123	307.64389	149.06831	-125.60149	441.82678	35.50098	-127.93618	410.63696	37.31018	-62.55321	104.63	259.2	-12.38	452.42	0	-95.58	-1018.24
0.64	708.49811	769.64282	-138.8445	625.20813	417.17902	-65.54675	636.52618	401.32727	-189.66225	588.15027	399.40643	-61.01431	621.3385	341.62738	-107.72322	366.6059	137.4467	-76.29152	391.38382	132.31561	-155.2612	316.74106	156.49928	-126.09213	443.71417	36.0257	-128.29823	413.80902	39.78998	-63.10619	84.66	190.34	-4.48	459.64	0	-92.97	-1496.87
0.647	717.49054	770.49512	-141.25069	639.85773	416.28409	-66.39509	651.85779	399.71179	-190.43445	602.62268	398.98077	-61.77034	635.2981	340.62537	-107.9671	375.34674	142.89732	-76.73756	400.12289	136.48857	-155.54111	326.61429	164.011	-126.69469	446.28418	36.87734	-128.70438	417.73602	42.73965	-63.71032	58.1	129.27	3.63	468.39	0	-89.09	-1018.55
0.653	726.34375	771.46039	-143.63629	654.94958	415.36737	-67.26265	667.7774	398.09836	-191.24632	617.62646	398.49744	-62.51691	649.75537	339.71362	-108.30119	384.86456	148.43466	-77.35217	409.47372	140.77255	-156.03654	337.21097	171.53392	-127.40717	449.70477	38.11098	-129.14197	422.53308	46.16736	-64.35238	23.29	79.24	7.32	486.16	0	-77.57	-264.11
0.66	735.05109	772.51563	-145.96503	670.41693	414.47134	-68.16167	684.20178	396.55118	-192.12366	633.09778	397.98953	-63.26607	664.6438	338.92255	-108.78159	395.13104	154.02966	-78.14183	419.41275	145.16798	-156.76018	348.47336	178.98969	-128.23901	454.15167	39.76526	-129.59897	428.30988	50.05661	-65.02531	10.09	46.2	6.93	508.82	0	-65.18	-509.69
0.667	743.60986	773.63751	-148.20021	686.19403	413.6467	-69.10009	701.03381	395.14722	-193.08774	648.96729	397.5022	-64.03156	679.90027	338.28271	-109.45601	406.1131	159.64568	-79.1133	429.93265	149.66512	-157.71832	360.34561	186.28946	-129.21094	459.79132	41.85364	-130.06735	435.16284	54.36151	-65.7318	0	0	0	300	0	-203	0
0.673	752.02063	774.80408	-150.3064	702.21857	412.94958	-70.08075	718.16858	393.97049	-194.15228	665.16333	397.09006	-64.82825	695.47058	337.82263	-110.35219	417.77692	165.23315	-80.27216	441.04684	154.23579	-158.90787	372.77792	193.33484	-130.35126	466.76422	44.35919	-130.54541	443.16693	59.00499	-66.48438	0	0	0	300	0	-203	0
0.68	760.289	775.99719	-152.2502	718.43274	412.43826	-71.10143	735.49976	393.10394	-195.32164	681.61414	396.81271	-65.67068	711.3114	337.56778	-111.47115	430.09027	170.72731	-81.62132	452.78726	158.82832	-160.31567	385.72885	200.02191	-131.68964	475.17212	47.23415	-131.03891	452.36926	63.88185	-67.30234	0	0	0	300	0	-203	0
0.687	768.42566	777.20416	-154.0029	734.78375	412.16837	-72.15512	752.92615	392.61929	-196.59097	698.25073	396.72797	-66.57015	727.38879	337.54001	-112.78764	443.02417	176.05013	-83.1602	465.19431	163.36848	-161.9211	399.16611	206.24832	-133.25002	485.07043	50.40327	-131.56186	462.78864	68.86703	-68.20824	0	0	0	300	0	-203	0
0.693	776.44293	778.41724	-155.54352	751.22467	412.18674	-73.23051	770.35828	392.56781	-197.94748	715.00989	396.88425	-67.53223	743.67578	337.75696	-114.25655	456.5542	181.11545	-84.88417	478.30423	167.76726	-163.69986	413.06595	211.92053	-135.04492	496.46692	53.76952	-132.13678	474.42004	73.82639	-69.22636	0	0	0	300	0	-203	0
0.7	784.35107	779.63226	-156.86328	767.71533	412.52496	-74.31264	787.72614	392.97513	-199.37064	731.83569	397.31406	-68.55556	760.14917	338.23135	-115.82304	470.66058	185.83551	-86.78468	492.1387	171.93205	-165.62823	427.41129	216.95969	-137.07335	509.32733	57.22258	-132.79333	487.23834	78.62708	-70.38167	0	0	0	300	0	-203	0
0.707	792.15723	780.84778	-157.96561	784.22296	413.19437	-75.38454	804.98407	393.84155	-200.83223	748.68091	398.03021	-69.63235	776.78735	338.96954	-117.43198	485.32611	190.12746	-88.84963	506.69955	175.7771	-167.6857	442.18997	221.30396	-139.3226	523.58551	60.64981	-133.56438	501.20148	83.14644	-71.69685	0	0	0	300	0	-203	0
0.713	799.86694	782.06439	-158.86407	800.7204	414.18494	-76.42957	822.11047	395.14621	-202.29857	765.50623	399.0256	-70.75	793.56879	339.97076	-119.03313	500.53241	193.91827	-91.06413	521.96997	179.22922	-169.85538	457.39212	224.9082	-141.772	539.15393	63.94646	-134.48024	516.25287	87.27882	-73.18842	0	0	0	300	0	-203	0
0.72	807.48749	783.28387	-159.57954	817.18359	415.46915	-77.43345	839.1037	396.85208	-203.73473	782.27795	400.27667	-71.89314	810.47162	341.22754	-120.58279	516.258	197.1478	-93.41165	537.92114	182.22876	-172.12262	473.009	227.74231	-144.39673	555.93384	67.02201	-135.5627	532.3252	90.93944	-74.86394	0	0	0	300	0	-203	0
0.727	815.02765	784.50836	-160.13794	833.58954	417.00928	-78.38551	855.97571	398.91095	-205.10873	798.96606	401.74951	-73.04537	827.47278	342.72662	-122.04409	532.479	199.76933	-95.87508	554.51709	184.72797	-174.47353	489.03403	229.78914	-147.17084	573.82214	69.80272	-136.82127	549.34467	94.06519	-76.72134	0	0	0	300	0	-203	0
0.733	822.49805	785.73944	-160.56866	849.91553	418.7655	-79.27882	872.74591	401.26825	-206.39395	815.54175	403.40634	-74.19092	844.54797	344.45035	-123.3875	549.17169	201.74921	-98.43739	571.71948	186.68964	-176.89493	505.46329	231.04277	-150.0695	592.71661	72.23175	-138.25264	567.23578	96.61399	-78.7494	0	0	0	300	0	-203	0
0.74	829.91107	786.97675	-160.90295	866.13953	420.70181	-80.10991	889.43347	403.86746	-207.56958	831.97742	405.21057	-75.31578	861.67065	346.3779	-124.59052	566.31409	203.06583	-101.08188	589.48987	188.08684	-179.37433	522.2951	231.50645	-153.07085	612.51849	74.26851	-139.84158	585.92389	98.56332	-80.92828	0	0	0	300	0	-203	0
0.747	837.28052	788.21735	-161.17223	882.24139	422.78824	-80.87833	906.05072	406.65338	-208.62112	848.24731	407.1293	-76.40848	878.81335	348.4866	-125.63727	583.88708	203.70901	-103.79226	607.79163	188.90308	-181.89911	539.53009	231.19095	-156.15623	633.13611	75.88772	-141.56229	605.33875	99.90828	-83.2309	0	0	0	300	0	-203	0
0.753	844.62109	789.45538	-161.4066	898.20227	425.00012	-81.58608	922.59979	409.5751	-209.54059	864.3291	409.13361	-77.46027	895.94849	350.75299	-126.5188	601.87439	203.6794	-106.55267	626.59143	189.13264	-184.45552	557.17017	230.11299	-159.30968	654.48663	77.07813	-143.38022	625.41663	100.65925	-85.6246	0	0	0	300	0	-203	0
0.76	851.94879	790.68237	-161.63332	914.00415	427.31573	-82.23688	939.07184	412.58838	-210.32578	880.2063	411.19693	-78.46498	913.04968	353.15298	-127.23388	620.26239	202.98787	-109.34753	645.86023	188.78061	-187.0285	575.21765	228.29407	-162.51672	676.49756	77.8413	-145.25476	646.10107	100.83927	-88.07294	0	0	0	300	0	-203	0
0.767	859.27954	791.88763	-161.87569	929.62946	429.71439	-82.83542	955.4483	415.65729	-210.97906	895.86914	413.29346	-79.41898	930.09253	355.66235	-127.78905	639.03986	201.65451	-112.16127	665.57239	187.86234	-189.60191	593.67499	225.75966	-165.76346	699.10693	78.19054	-147.14201	667.34357	100.48141	-90.53732	0	0	0	300	0	-203	0
0.773	866.62903	793.05847	-162.15274	945.06177	432.17493	-83.38684	971.70343	418.75439	-211.50703	911.3158	415.3963	-80.32108	947.05457	358.25684	-128.19817	658.19763	199.70706	-114.97794	685.70654	186.40216	-192.15877	612.54401	222.5385	-169.03568	722.26276	78.14976	-148.99664	689.10297	99.62595	-92.97893	0	0	0	300	0	-203	0
0.78	874.01154	794.18036	-162.47876	960.28729	434.67517	-83.8963	987.8064	421.8602	-211.92065	926.55176	417.47635	-81.17213	963.91565	360.91241	-128.48216	677.72797	197.17929	-117.78086	706.24487	184.43097	-194.68124	631.82648	218.66263	-172.31808	745.92139	77.75157	-150.77316	711.3443	98.31767	-95.36011	0	0	0	300	0	-203	0
0.787	881.43939	795.23785	-162.86305	975.29633	437.19135	-84.36881	1003.7229	424.96133	-212.23466	941.58862	419.50226	-81.97383	980.65759	363.60532	-128.66858	697.62421	194.10942	-120.55238	727.17334	181.98392	-197.15071	651.52399	214.16737	-175.59369	770.04431	77.03455	-152.42821	734.03699	96.60368	-97.64573	0	0	0	300	0	-203	0
0.793	888.92267	796.21503	-163.3101	990.08282	439.69815	-84.80916	1019.41754	428.04892	-212.46597	956.44128	421.44177	-82.72745	997.26367	366.31201	-128.78958	717.88129	190.53845	-123.2739	748.48108	179.09888	-199.54799	671.63843	209.09145	-178.84352	794.59485	76.04007	-153.9236	757.15375	94.53156	-99.8044	0	0	0	300	0	-203	0
0.8	896.46863	797.0957	-163.81943	1004.64386	442.16873	-85.22205	1034.85645	431.11609	-212.63196	971.12524	423.26303	-83.43372	1013.71802	369.00949	-128.87808	738.49524	186.5087	-125.92613	770.15869	175.81604	-201.85382	692.17218	203.47708	-182.04666	819.53668	74.80978	-155.22916	780.66992	92.14804	-101.80943	0	0	0	300	0	-203	0
0.807	904.08264	797.86444	-164.38678	1018.97772	444.57495	-85.61234	1050.00977	434.1557	-212.74927	985.6543	424.93622	-84.09381	1030.00598	371.67569	-128.96338	759.46362	182.06281	-128.48978	792.19812	172.17731	-204.04962	713.12811	197.36971	-185.18071	844.83472	73.38417	-156.32388	804.56305	89.49844	-103.63936	0	0	0	300	0	-203	0
0.813	911.76709	798.50696	-165.00441	1033.08252	446.88843	-85.98518	1064.85437	437.15839	-212.83316	1000.03784	426.435	-84.7103	1046.1123	374.29041	-129.06821	780.78534	177.24353	-130.94589	814.59229	168.22586	-206.11819	734.5097	190.81775	-188.22232	870.45453	71.80236	-157.19595	828.8139	86.62675	-105.27829	0	0	0	300	0	-203	0
0.82	919.52252	799.01111	-165.66176	1046.95447	449.08179	-86.34613	1079.37366	440.11124	-212.89706	1014.27881	427.73834	-85.28784	1062.02075	376.83612	-129.20778	802.46057	172.09366	-133.27618	837.33484	164.00607	-208.04407	756.31989	183.87236	-191.14792	896.36493	70.10317	-157.84151	853.40656	83.57614	-106.716	0	0	0	300	0	-203	0
0.827	927.34827	799.36652	-166.34583	1060.58728	451.13055	-86.70128	1093.55737	442.99789	-212.95218	1028.37207	428.83173	-85.83385	1077.71277	379.29849	-129.39006	824.49017	166.65636	-135.4632	860.42004	159.56358	-209.81387	778.56006	176.58684	-193.93369	922.53809	68.32681	-158.26277	878.32916	80.3895	-107.94757	0	0	0	300	0	-203	0
0.833	935.24188	799.56555	-167.04179	1073.97058	453.01474	-87.05785	1107.40198	445.79807	-213.00781	1042.30286	429.70752	-86.35869	1093.16748	381.66617	-129.61661	846.87531	160.97585	-137.49057	883.83997	154.94539	-211.41693	801.22998	169.01616	-196.55547	948.95062	66.51637	-158.46683	903.57361	77.10998	-108.97251	0	0	0	300	0	-203	0
0.84	943.19958	799.60303	-167.7338	1087.0896	454.71957	-87.42482	1120.91028	448.48724	-213.07176	1056.04871	430.36493	-86.8753	1108.36279	383.93042	-129.8837	869.61713	155.09787	-139.34329	907.58447	150.20012	-212.84537	824.32776	161.21626	-198.98923	975.58374	64.7184	-158.46518	929.13538	73.78146	-109.79382	0	0	0	300	0	-203	0
0.847	951.21527	799.47681	-168.40588	1099.92676	456.23514	-87.81268	1134.08801	451.0365	-213.14966	1069.58008	430.80887	-87.39796	1123.27527	386.08453	-130.18373	892.71552	149.07024	-141.00804	931.6394	145.37805	-214.0936	847.84912	153.244	-201.21284	1002.42157	62.98239	-158.27383	955.01031	70.44872	-110.41736	0	0	0	300	0	-203	0
0.853	959.28235	799.1875	-169.04231	1112.46106	457.55527	-88.23254	1146.94177	453.41449	-213.24513	1082.86414	431.04852	-87.94086	1137.88135	388.12283	-130.50699	916.16858	142.94293	-142.47348	955.98535	140.53101	-215.15765	871.78729	145.15738	-203.20758	1029.44971	61.35857	-157.91324	981.19257	67.15719	-110.8513	0	0	0	300	0	-203	0
0.86	967.39368	798.7384	-169.62888	1124.67175	458.67538	-88.69534	1159.47571	455.59045	-213.36176	1095.86658	431.09503	-88.51664	1152.15869	390.03961	-130.8438	939.97144	136.76822	-143.73053	980.599	135.71133	-216.03459	896.13159	137.01564	-204.95874	1056.65137	59.89587	-157.40799	1007.67218	63.95274	-111.10567	0	0	0	300	0	-203	0
0.867	975.54395	798.13605	-170.15408	1136.54028	459.59012	-89.21136	1171.69299	457.53696	-213.50513	1108.55725	430.95767	-89.13535	1166.08899	391.82758	-131.18719	964.11499	130.60033	-144.7726	1005.45325	130.97098	-216.72267	920.86652	128.87953	-206.45538	1084.0061	58.64114	-156.78493	1034.43408	60.88152	-111.19183	0	0	0	300	0	-203	0
0.873	983.72974	797.38959	-170.61015	1148.05237	460.29156	-89.78992	1183.59546	459.23093	-213.68332	1120.91479	430.63992	-89.8036	1179.65881	393.47678	-131.53508	988.5849	124.49511	-145.59549	1030.51685	126.36079	-217.22237	945.97125	120.81111	-207.68983	1111.48914	57.63952	-156.06981	1061.45715	57.99016	-111.12225	0	0	0	300	0	-203	0
0.88	991.94873	796.5105	-170.99277	1159.20007	460.76874	-90.43872	1195.18323	460.6539	-213.90656	1132.92908	430.13815	-90.52464	1192.86035	394.97473	-131.89125	1013.36053	118.50948	-146.19765	1055.75488	121.93025	-217.537	971.41742	112.87346	-208.65703	1139.06885	56.9346	-155.28551	1088.71375	55.32573	-110.91075	0	0	0	300	0	-203	0
0.887	1000.19867	795.51154	-171.29956	1169.98206	461.00839	-91.16323	1206.45581	461.79172	-214.1869	1144.60266	429.44333	-91.29887	1205.69141	396.30716	-132.26514	1038.41431	112.70091	-146.58023	1081.12671	117.72702	-217.6729	997.16833	105.12981	-209.35373	1166.70801	56.5681	-154.45299	1116.16992	52.9355	-110.57332	0	0	0	300	0	-203	0
0.893	1008.47717	794.40631	-171.52974	1180.40454	460.99619	-91.96625	1217.40991	462.63385	-214.53807	1155.948	428.54456	-92.12451	1218.1554	397.45932	-132.67065	1063.71057	107.12677	-146.74748	1106.58435	113.79578	-217.63937	1023.17688	97.64255	-209.77835	1194.36108	56.57858	-153.59506	1143.78369	50.86646	-110.12935	0	0	0	300	0	-203	0
0.9	1016.78278	793.20898	-171.68446	1190.48132	460.71878	-92.84778	1228.04053	463.17273	-214.9749	1166.98657	427.43295	-92.99818	1230.26099	398.41772	-133.12459	1089.20459	101.84315	-146.70703	1132.07092	110.17715	-217.44894	1049.38501	90.47209	-209.93155	1221.9751	56.99932	-152.73946	1171.50562	49.16407	-109.60254	0	0	0	300	0	-203	0
0.907	1025.11572	791.93396	-171.76624	1200.23291	460.1662	-93.80524	1238.34009	463.40298	-215.51251	1177.74487	426.10507	-93.91505	1242.02283	399.17188	-133.64471	1114.84119	96.90372	-146.47017	1157.52026	106.90662	-217.11742	1075.72327	83.67528	-209.81744	1249.48755	57.85649	-151.91905	1199.27734	47.87026	-109.02109	0	0	0	300	0	-203	0
0.913	1033.47791	790.59583	-171.77922	1209.6864	459.33426	-94.83344	1248.29907	463.32153	-216.16504	1188.2533	424.56522	-94.86884	1253.46021	399.71628	-134.24791	1140.55261	92.35827	-146.05209	1182.85486	104.01357	-216.66382	1102.10962	77.30359	-209.44421	1276.82544	59.16825	-151.17059	1227.03015	47.02135	-108.41707	0	0	0	300	0	-203	0
0.92	1041.87366	789.20886	-171.72853	1218.8739	458.22681	-95.92397	1257.90759	462.92761	-216.94409	1198.54504	422.82681	-95.85146	1264.59705	400.05222	-134.94865	1166.25793	88.25111	-145.47185	1207.98657	101.52053	-216.11017	1128.44873	71.40113	-208.82465	1303.9043	60.9437	-150.53329	1254.68262	46.64656	-107.82508	0	0	0	300	0	-203	0
0.927	1050.30969	787.78668	-171.62042	1227.83154	456.85745	-97.06474	1267.15613	462.22342	-217.8576	1208.65332	420.91272	-96.85256	1275.45947	400.18893	-135.75784	1191.86121	84.61908	-144.75209	1232.81726	99.44308	-215.4808	1154.63257	66.00266	-207.97638	1330.62842	63.18134	-150.04688	1282.13928	46.76627	-107.28065	0	0	0	300	0	-203	0
