Time	FHx	FHy	FHz	LEx	LEy	LEz	MEx	MEy	MEz	HFx	HFy	HFz	TTx	TTy	TTz	LMx	LMy	LMz	MMx	MMy	MMz	CAx	CAy	CAz	FMx	FMy	FMz	VMx	VMy	VMz	Fx	Fy	Fz	COPx	COPy	COPz	My
0.453	461.01834	831.55334	-365.76886	416.86902	472.41913	-191.98236	664.875	499.40137	-326.03894	400.9444	407.80066	-199.24701	455.47504	400.84753	-241.79202	324.28986	67.38184	-252.73924	361.16852	84.66959	-328.8103	278.59631	46.02997	-301.38431	488.35208	35.96729	-279.86957	442.13193	28.89315	-209.52496	11.07	618.28	-34.13	445.51	0	-252.15	1832.16
0.46	468.38208	830.48706	-365.63742	420.10522	472.25531	-191.93402	672.03271	497.94614	-325.03171	403.60638	407.78241	-199.26846	458.19733	400.36401	-241.57666	324.43723	67.84527	-253.0101	361.67065	84.98979	-328.97308	278.79596	46.65454	-301.81876	488.45575	35.97765	-279.77557	442.01666	28.90068	-209.54477	14.95	624.56	-34.59	447.17	0	-251.88	1965.99
0.467	475.81659	829.3551	-365.52756	423.4361	472.08173	-191.88156	679.03906	496.26584	-324.03873	406.35706	407.76126	-199.28389	461.00537	399.85956	-241.35237	324.5975	68.34509	-253.28778	362.19452	85.34048	-329.14008	279.00623	47.3319	-302.25458	488.55496	35.98434	-279.68509	441.8956	28.91063	-209.57458	19.2	629.72	-35.13	449.64	0	-251.49	1941.95
0.473	483.33255	828.16644	-365.43274	426.87854	471.89731	-191.82172	685.90045	494.38889	-323.07291	409.21274	407.737	-199.28981	463.90936	399.33447	-241.12097	324.7742	68.88564	-253.56511	362.73999	85.72414	-329.30606	279.22705	48.06924	-302.68286	488.65112	35.98739	-279.59903	441.77066	28.92107	-209.6134	23.74	638.22	-35.49	451.01	0	-251.36	2033.19
0.48	490.93802	826.92975	-365.34534	430.44855	471.70215	-191.75102	692.61548	492.34512	-322.14832	412.18872	407.71011	-199.28244	466.91815	398.79114	-240.88371	324.97058	69.47216	-253.83287	363.30591	86.14381	-329.46399	279.45795	48.87475	-303.09244	488.74524	35.98722	-279.5174	441.64447	28.92976	-209.6595	28.37	646.66	-35.85	452.62	0	-251.25	2073.82
0.487	498.63855	825.65277	-365.25839	434.16071	471.49741	-191.66576	699.17798	490.16437	-321.27979	415.29874	407.68188	-199.25764	470.04071	398.23285	-240.64091	325.18982	70.11065	-254.07974	363.89038	86.60315	-329.60504	279.69818	49.75758	-303.47003	488.83783	35.98454	-279.43924	441.51962	28.93443	-209.71049	32.92	651.84	-36.03	454.57	0	-251.17	2105.03
0.493	506.43689	824.34174	-365.16718	438.02765	471.2851	-191.56189	705.58228	487.87549	-320.48193	418.55463	407.65421	-199.21077	473.28723	397.66293	-240.39163	325.43488	70.80762	-254.29276	364.4906	87.1066	-329.71906	279.94653	50.72758	-303.80078	488.92892	35.9802	-279.36298	441.39877	28.93294	-209.76328	36.78	665.44	-36.57	454.82	0	-251.2	2133.99
0.5	514.33417	823.00287	-365.06912	442.06	471.06787	-191.43521	711.828	485.50638	-319.76703	421.96631	407.62958	-199.13664	476.66754	397.08481	-240.13431	325.70862	71.5698	-254.45824	365.10352	87.65954	-329.79517	280.20172	51.79485	-304.06903	489.0181	35.9751	-279.28641	441.28455	28.92343	-209.81422	40.57	673.94	-35.57	455.93	0	-251.31	2375.95
0.507	522.33051	821.64325	-364.96371	446.26593	470.84897	-191.2816	717.92566	483.0849	-319.14261	425.54193	407.61093	-199.02971	480.18909	396.50287	-239.86761	326.01373	72.40388	-254.5627	365.72638	88.26826	-329.82224	280.4624	52.96935	-304.2594	489.10455	35.96999	-279.20715	441.17932	28.90441	-209.85947	46.24	685.31	-34.9	456.9	0	-251.03	2626.79
0.513	530.42572	820.271	-364.85138	450.6507	470.63214	-191.09727	723.89978	480.63956	-318.61063	429.28802	407.60141	-198.88452	483.85669	395.92212	-239.5899	326.35242	73.31635	-254.59354	366.35706	88.93998	-329.7897	280.72815	54.2608	-304.35751	489.18759	35.96548	-279.12274	441.08496	28.87489	-209.895	50.68	696.34	-34.7	457.97	0	-251.02	2882.05
0.52	538.61865	818.89514	-364.7337	455.21753	470.42139	-190.87907	729.79297	478.20026	-318.1683	433.20959	407.60422	-198.69627	487.67395	395.34714	-239.29784	326.72711	74.3135	-254.53947	366.99451	89.68265	-329.68793	280.99915	55.67873	-304.35068	489.2662	35.96201	-279.03079	441.00281	28.83455	-209.91695	55.22	708.91	-35.05	459.02	0	-251.02	2962.6
0.527	546.90674	817.52563	-364.61313	459.9679	470.2207	-190.62466	735.66699	475.7988	-317.80881	437.31015	407.62225	-198.46121	491.64545	394.78049	-238.98561	327.1405	75.40144	-254.39095	367.63892	90.50464	-329.50839	281.27631	57.23263	-304.22849	489.33939	35.95991	-278.92902	440.93335	28.78389	-209.9214	60.5	721.78	-35.03	460.01	0	-250.79	3069.38
0.533	555.28748	816.17279	-364.4938	464.90289	470.03366	-190.33275	741.60266	473.46982	-317.52136	441.5921	407.65823	-198.17694	495.77725	394.22284	-238.64545	327.5957	76.58601	-254.14038	368.29193	91.41432	-329.24408	281.56213	58.93159	-303.98285	489.40616	35.95935	-278.81531	440.87616	28.72423	-209.90466	65.13	729.91	-35.11	461.06	0	-251.16	3326.61
0.54	563.75995	814.8465	-364.38248	470.02368	469.86307	-190.00296	747.69666	471.25153	-317.29123	446.05716	407.71439	-197.84259	500.07635	393.67349	-238.26923	328.09656	77.87282	-253.78232	368.95691	92.41984	-328.88971	281.86078	60.78432	-303.60815	489.46573	35.96035	-278.68811	440.83008	28.65719	-209.8638	70.8	741.72	-35.84	462.12	0	-250.78	3359.6
0.547	572.32544	813.55627	-364.28824	475.33221	469.71072	-189.63591	754.05542	469.18555	-317.10031	450.70688	407.79251	-197.4588	504.54932	393.13089	-237.85092	328.64752	79.26735	-253.31358	369.63922	93.52887	-328.44196	282.17828	62.79926	-303.10181	489.51749	35.9627	-278.5462	440.79352	28.58399	-209.79729	76.75	751.31	-36.68	462.87	0	-251.17	3216.65
0.553	580.98761	812.31073	-364.22278	480.83234	469.57709	-189.23306	760.78583	467.31546	-316.92822	455.54401	407.89371	-197.02737	509.20233	392.59271	-237.3877	329.25348	80.77527	-252.73352	370.34686	94.74849	-327.89932	282.52307	64.98485	-302.46445	489.56082	35.96584	-278.38925	440.76459	28.50524	-209.70546	82.6	760.5	-37.24	463.54	0	-250.78	3305.37
0.56	589.75183	811.11719	-364.19955	486.53088	469.46118	-188.79672	767.98462	465.68402	-316.75375	460.57373	408.01767	-196.55078	514.04297	392.05542	-236.87943	329.92065	82.40257	-252.04433	371.09076	96.08502	-327.26221	282.9068	67.34979	-301.70053	489.59531	35.96876	-278.21771	440.74109	28.42117	-209.59039	89	767.16	-37.51	463.91	0	-250.8	3270.74
0.567	598.62463	809.98145	-364.23303	492.43829	469.36041	-188.32956	775.72583	464.32874	-316.5567	465.80475	408.16269	-196.03183	519.08118	391.51422	-236.3268	330.65735	84.15569	-251.25124	371.88507	97.54414	-326.53271	283.34491	69.90341	-300.81866	489.62057	35.96993	-278.03296	440.72101	28.33193	-209.45604	96.14	770.09	-38.37	464.86	0	-250.69	3230.6
0.573	607.61389	808.9082	-364.3371	498.56915	469.27066	-187.83417	784.05176	463.27615	-316.32184	471.24921	408.32553	-195.47321	524.33026	390.96292	-235.7305	331.47461	86.04161	-250.3624	372.74762	99.131	-325.71475	283.8573	72.65594	-299.83185	489.63626	35.96717	-277.83755	440.70209	28.23775	-209.30824	103.11	773.44	-39.3	464.96	0	-250.59	3129.88
0.58	616.72858	807.9021	-364.52399	504.94244	469.18607	-187.31253	792.96429	462.53561	-316.04395	476.92303	408.50192	-194.87717	529.80701	390.39429	-235.09143	332.38684	88.06807	-249.38866	373.7005	100.85031	-324.81378	284.46906	75.61877	-298.75729	489.64182	35.95757	-277.63538	440.68256	28.13928	-209.15485	110	771.94	-39.5	465.87	0	-250.68	3054.33
0.587	625.97723	806.9682	-364.80231	511.58118	469.09946	-186.76573	802.4231	462.09521	-315.73129	482.84619	408.68655	-194.24533	535.53125	389.80002	-234.41031	333.41156	90.24371	-248.34308	374.77057	102.70618	-323.83661	285.21057	78.80489	-297.61548	489.63632	35.93751	-277.43182	440.66119	28.03815	-209.00534	117.46	767.13	-40.35	467.21	0	-250.22	2879.24
0.593	635.3667	806.11267	-365.17645	518.51172	469.00262	-186.19348	812.34729	461.92206	-315.40472	489.04266	408.87335	-193.57799	541.52734	389.17096	-233.68576	334.56989	92.57827	-247.24042	375.98969	104.70203	-322.79086	286.11755	82.22914	-296.42865	489.61893	35.90262	-277.23398	440.63831	27.93776	-208.87033	124.62	762.34	-39.98	467.3	0	-250.31	2761.85
0.6	644.90002	805.34338	-365.64597	525.76349	468.88696	-185.59366	822.62219	461.96735	-315.09354	495.54053	409.05573	-192.87358	547.82489	388.49713	-232.9126	335.8877	95.08266	-246.09633	377.39502	106.8405	-321.68472	287.23114	85.90862	-295.2193	489.58853	35.84803	-277.05069	440.61609	27.84406	-208.76105	131.41	751.28	-39.71	468.57	0	-250.62	2755.04
0.607	654.57501	804.66986	-366.20529	533.36835	468.7439	-184.96185	833.10822	462.17505	-314.82889	502.37146	409.22708	-192.12805	554.45825	387.76834	-232.08136	337.3963	97.76895	-244.92694	379.02905	109.12344	-320.52649	288.59863	89.86231	-294.00946	489.5444	35.76864	-276.89227	440.59979	27.76611	-208.68901	136.23	738.03	-38.98	470.04	0	-250.89	2701.35
0.613	664.38245	804.10382	-366.84421	541.36035	468.56503	-184.29117	843.65234	462.49173	-314.63788	509.5705	409.38086	-191.33452	561.46582	386.97464	-231.17842	339.13342	100.6501	-243.74857	380.94006	111.5518	-319.32455	290.27332	94.11053	-292.82019	489.48691	35.65977	-276.77005	440.59894	27.71658	-208.66574	142.36	723.59	-37.79	470.5	0	-250.84	2636.5
0.62	674.30548	803.65918	-367.54794	549.77582	468.34201	-183.57248	854.09961	462.87497	-314.53882	517.17548	409.51071	-190.48363	568.88922	386.10699	-230.18678	341.14343	103.73955	-242.57724	383.18164	114.12564	-318.08746	292.31506	98.67365	-291.67148	489.41843	35.51803	-276.69565	440.62854	27.7121	-208.70244	147.84	705.91	-35.09	471.51	0	-251.31	2672.3
0.627	684.31952	803.35089	-368.29886	558.65277	468.06631	-182.79468	864.30688	463.29929	-314.53885	525.22632	409.61023	-189.564	576.77228	385.15778	-229.08691	343.47821	107.05041	-241.42853	385.81262	116.84391	-316.82422	294.79089	103.57011	-290.58237	489.34457	35.34237	-276.67999	440.71027	27.77361	-208.80942	151.41	683	-32.48	472.78	0	-251.89	2671.95
0.633	694.39435	803.19312	-369.07785	568.03009	467.72873	-181.94537	874.15564	463.7587	-314.63339	533.76385	409.67273	-188.56282	585.15955	384.12158	-227.85788	346.19684	110.59444	-240.31705	388.89575	119.70396	-315.54456	297.7735	108.81389	-289.57047	489.27512	35.13544	-276.73166	440.87354	27.92654	-208.99536	154.9	658.38	-27.95	473.91	0	-252.14	2702.9
0.64	704.49677	803.19733	-369.86703	577.94531	467.31879	-181.01213	883.56445	464.26633	-314.80939	542.82806	409.69089	-187.46698	594.09442	382.99545	-226.47876	349.36395	114.38101	-239.2563	392.49573	122.70103	-314.25894	301.33954	114.41199	-288.65131	489.2261	34.90489	-276.8555	441.15619	28.20071	-209.2662	157.33	627.38	-23.59	474.43	0	-252.69	2599.14
0.647	714.59418	803.37152	-370.65131	588.43292	466.8244	-179.98434	892.4989	464.84961	-315.05118	552.45648	409.65619	-186.26471	603.61621	381.77869	-224.93079	353.04785	118.41551	-238.25769	396.67603	125.8278	-312.97824	305.56482	120.36244	-287.83603	489.22165	34.66473	-277.05084	441.60498	28.62983	-209.62363	156.59	589.78	-18.29	475.9	0	-253.93	2469.49
0.653	724.6554	803.71936	-371.4223	599.52106	466.2316	-178.85501	900.97473	465.54114	-315.34747	562.68243	409.55817	-184.9476	613.75824	380.47244	-223.20062	357.31775	122.69754	-237.32874	401.49475	129.0742	-311.71307	310.51996	126.65318	-287.12805	489.29611	34.43638	-277.31018	442.27557	29.25037	-210.06332	154.13	542.22	-13.2	477.58	0	-255.33	2224.62
0.66	734.65265	804.23907	-372.17886	611.22845	465.52527	-177.62199	909.05298	466.36673	-315.69553	573.53381	409.38361	-183.51297	624.54553	379.07956	-221.28464	362.24042	127.21944	-236.47073	406.99957	132.42793	-310.47318	316.26514	133.26158	-286.51996	489.49612	34.24932	-277.61829	443.23309	30.10041	-210.57321	150.9	493.19	-7.37	477.48	0	-256.58	2005.36
0.667	744.56171	804.92346	-372.92661	623.56238	464.69025	-176.28952	916.82373	467.33469	-316.10004	585.03259	409.11655	-181.96555	635.99377	377.6048	-219.194	367.87695	131.96591	-235.67754	413.224	135.87569	-309.26706	322.84509	140.15479	-285.99249	489.8837	34.1413	-277.95157	444.55151	31.21807	-211.13245	144.59	436.8	-1.82	478.87	0	-258	1874.25
0.673	754.362	805.76074	-373.67569	636.51831	463.71323	-174.86987	924.38232	468.42938	-316.56839	597.19434	408.73944	-180.31824	648.1084	376.05569	-216.95882	374.2782	136.91513	-234.93604	420.18427	139.40515	-308.10196	330.28546	147.29076	-285.51614	490.53842	34.15781	-278.27832	446.31165	32.64005	-211.71072	132.61	372.66	3.34	479.39	0	-259.33	1467.27
0.68	764.03625	806.73541	-374.43738	650.08044	462.58514	-173.38422	931.80347	469.6116	-317.10504	610.02759	408.23511	-178.59198	660.88409	374.44385	-214.62946	381.48035	142.04092	-234.22829	427.87836	143.00726	-306.98407	338.59021	154.62001	-285.05475	491.5596	34.35072	-278.56015	448.59961	34.39999	-212.26895	117.32	299.83	7.17	480.74	0	-260.79	1251.21
0.687	773.57123	807.82928	-375.22089	664.22369	461.30386	-171.86136	939.12134	470.82529	-317.70734	623.53204	407.59015	-176.81442	674.30566	372.78641	-212.27432	389.5022	147.31525	-233.53436	436.28729	146.67844	-305.91907	347.74152	162.08772	-284.57068	493.06631	34.77538	-278.75421	451.50488	36.52674	-212.76096	97.06	229.09	9.23	481.19	0	-262.2	739.48
0.693	782.95721	809.02277	-376.02982	678.91553	459.87701	-170.33475	946.31909	472.00867	-318.36346	637.6969	406.79868	-175.01782	688.34924	371.10742	-209.97382	398.34406	152.71002	-232.83577	445.37787	150.42203	-304.91278	357.70135	169.63516	-284.0311	495.19583	35.48681	-278.81622	455.11865	39.04234	-213.13631	72.56	159.47	8.66	483.13	0	-263.43	617.04
0.7	792.18964	810.29492	-376.8605	694.11804	458.32477	-168.83823	953.33154	473.10602	-319.05264	652.4986	405.86688	-173.23624	702.9823	369.43823	-207.81123	407.98962	158.19818	-232.11928	455.10907	154.24756	-303.97119	368.4165	177.19991	-283.41376	498.09885	36.53415	-278.70358	459.53247	41.9593	-213.34422	44.87	96.47	6.23	489.66	0	-263.72	469.75
0.707	801.26819	811.62482	-377.70071	709.78827	456.68256	-167.40221	960.05652	474.07617	-319.74738	667.89899	404.81708	-171.50264	718.164	367.81744	-205.86238	418.40918	163.75267	-231.38034	465.43988	158.1666	-303.09985	379.82617	184.71463	-282.71161	501.93173	37.95419	-278.37848	464.8374	45.27688	-213.33794	18.05	51.14	2.05	509.59	0	-264.37	385.45
0.713	810.19733	812.99213	-378.53003	725.87781	455.00211	-166.0507	966.37695	474.89633	-320.4166	683.84534	403.69006	-169.84671	733.84589	366.28934	-204.18575	429.5658	169.3438	-230.62393	476.33844	162.18535	-302.30203	391.86981	192.10512	-281.935	506.84354	39.7638	-277.81155	471.12152	48.97667	-213.07935	-8.77	30.13	-4.99	530.14	0	-258.75	37.1
0.72	818.9856	814.37799	-379.32263	742.33264	453.35025	-164.80026	972.18384	475.56223	-321.02878	700.27271	402.54486	-168.29361	749.97345	364.9014	-202.81479	441.42181	174.93472	-229.86172	487.7901	166.29535	-301.57626	404.4939	199.28899	-281.10977	512.95935	41.95357	-276.98651	478.46661	53.01855	-212.54355	0	0	0	300	0	-203	0
0.727	827.64423	815.7655	-380.04956	759.09406	451.80508	-163.66025	977.40015	476.08481	-321.55615	717.10632	401.45572	-166.86281	766.48749	363.70187	-201.75388	453.94415	180.47705	-229.10684	499.80035	170.46542	-300.91461	417.65509	206.17744	-280.27081	520.36597	44.48499	-275.90417	486.94202	57.3387	-211.72267	0	0	0	300	0	-203	0
0.733	836.18677	817.14001	-380.68286	776.0993	450.4502	-162.63394	981.99426	476.48456	-321.97949	734.26538	400.50626	-165.56665	783.32642	362.73727	-200.97867	467.1076	185.90875	-228.36838	512.39032	174.63983	-300.30322	431.31934	212.68123	-279.4519	529.10461	47.29253	-274.5842	496.59698	61.85066	-210.62834	0	0	0	300	0	-203	0
0.74	844.62744	818.48932	-381.19791	793.28369	449.36707	-161.71957	985.98499	476.78485	-322.29059	751.66925	399.77948	-164.40897	800.42883	362.05011	-200.44116	480.89313	191.15614	-227.64801	525.58624	178.74457	-299.72467	445.46118	218.71873	-278.67535	539.17603	50.29011	-273.06223	507.4538	66.45006	-209.29184	0	0	0	300	0	-203	0
0.747	852.98059	819.80396	-381.57657	810.58301	448.62674	-160.9115	989.43762	477.00696	-322.49036	769.24353	399.34692	-163.38547	817.73633	361.67575	-200.07889	495.28253	196.1393	-226.94028	539.40692	182.69897	-299.16107	460.06073	224.22131	-277.94714	550.55237	53.38072	-271.38419	519.50555	71.02208	-207.76047	0	0	0	300	0	-203	0
0.753	861.25952	821.07874	-381.81085	827.93591	448.28143	-160.20142	992.45313	477.16852	-322.58533	786.92303	399.25977	-162.48593	835.19574	361.6394	-199.82622	510.25262	200.77847	-226.23602	553.85577	186.42682	-298.59665	475.09851	229.13277	-277.25967	563.18982	56.46639	-269.60077	532.72076	75.451	-206.09065	0	0	0	300	0	-203	0
0.76	869.47559	822.31244	-381.90466	845.28662	448.35901	-159.57968	995.15283	477.28329	-322.58481	804.6521	399.54422	-161.69727	852.76111	361.95398	-199.62424	525.77161	204.9993	-225.5265	568.92023	189.862	-298.01895	490.54919	233.40558	-276.59891	577.03748	59.45575	-267.76288	547.0528	79.6295	-204.34038	0	0	0	300	0	-203	0
0.767	877.63721	823.50714	-381.87381	862.58618	448.86127	-159.03616	997.66077	477.36227	-322.49878	822.38306	400.20062	-161.00592	870.39319	362.6192	-199.42694	541.80011	208.73605	-224.80603	584.57452	192.94937	-297.41962	506.38098	236.99811	-275.95053	592.04346	62.26855	-265.91632	562.44904	83.46513	-202.56371	0	0	0	300	0	-203	0
0.773	885.75055	824.66718	-381.7421	879.79407	449.76688	-158.56094	1000.0885	477.41388	-322.33783	840.07495	401.20636	-160.39951	888.05865	363.62268	-199.203	558.29486	211.93327	-224.07231	600.78442	195.64325	-296.79465	522.55878	239.87451	-275.30273	608.1571	64.83754	-264.09756	578.85638	86.88318	-200.80646	0	0	0	300	0	-203	0
0.78	893.81995	825.79724	-381.53659	896.87726	451.03702	-158.145	1002.52356	477.44424	-322.11282	857.69153	402.52191	-159.86739	905.72791	364.94162	-198.93462	575.21252	214.54634	-223.32581	617.51123	197.90613	-296.14401	539.04895	242.00571	-274.64777	625.32764	67.10913	-262.33087	596.22162	89.82739	-199.10277	0	0	0	300	0	-203	0
0.787	901.849	826.90155	-381.28333	913.81018	452.62201	-157.7813	1005.02124	477.45749	-321.83463	875.20056	404.09772	-159.4006	923.37427	366.54575	-198.61481	592.5127	216.54164	-222.56897	634.71533	199.70753	-295.47079	555.82361	243.36978	-273.98285	643.50305	69.04318	-260.62796	614.4892	92.26006	-197.4735	0	0	0	300	0	-203	0
0.793	909.84027	827.9823	-381.00461	930.57269	454.46756	-157.4649	1007.60535	477.45676	-321.51324	892.57355	405.88071	-158.99182	940.97241	368.39996	-198.24498	610.16003	217.89584	-221.80615	652.35944	201.02264	-294.78027	572.86224	243.95163	-273.31055	662.62915	70.61266	-258.98865	633.60083	94.1613	-195.92674	0	0	0	300	0	-203	0
0.8	917.79529	829.03912	-380.71756	947.14899	456.51996	-157.19235	1010.27295	477.44461	-321.15695	909.78693	407.81897	-158.63501	958.49915	370.46686	-197.83261	628.12518	218.59482	-221.04361	670.41089	201.83141	-294.07889	590.15271	243.74268	-272.63876	682.65039	71.80279	-257.40219	653.49622	95.52757	-194.45963	0	0	0	300	0	-203	0
0.807	925.71442	830.06744	-380.43225	963.52649	458.72943	-156.96057	1013.00354	477.42386	-320.77203	926.82269	409.86438	-158.3255	975.93372	372.70926	-197.38925	646.38495	218.63274	-220.28925	688.84314	202.11804	-293.37341	607.69128	242.74071	-271.9798	703.51074	72.61018	-255.84937	674.11432	96.36928	-193.06085	0	0	0	300	0	-203	0
0.813	933.59619	831.06	-380.15259	979.69495	461.05151	-156.76669	1015.76794	477.39746	-320.36322	943.66937	411.97345	-158.05972	993.25793	375.09161	-196.92847	664.9231	218.01123	-219.5518	707.63605	201.87144	-292.67041	625.48224	240.94939	-271.34888	725.15454	73.04149	-254.3051	695.39441	96.70817	-191.71323	0	0	0	300	0	-203	0
0.82	941.43933	832.00732	-379.8793	995.64636	463.44711	-156.60774	1018.53772	477.36853	-319.93439	960.32135	414.10715	-157.83508	1010.45679	377.58142	-196.46396	683.72937	216.73946	-218.84019	726.77533	201.0858	-291.97571	643.53674	238.37827	-270.76175	747.52686	73.11182	-252.74164	717.27734	96.57446	-190.39606	0	0	0	300	0	-203	0
0.827	949.24329	832.89935	-379.61292	1011.37488	465.88217	-156.48019	1021.29211	477.33945	-319.4895	976.77808	416.22998	-157.64948	1027.51758	380.14966	-196.00862	702.79907	214.83336	-218.16248	746.25183	199.76123	-291.29413	661.87152	235.04263	-270.23288	770.57422	72.8427	-251.1312	739.70679	96.0042	-189.08701	0	0	0	300	0	-203	0
0.833	957.00897	833.72565	-379.35437	1026.87598	468.32721	-156.37949	1024.02161	477.31064	-319.03314	993.04059	418.30948	-157.50075	1044.42957	382.77063	-195.57385	722.13354	212.31351	-217.52463	766.06024	197.90421	-290.62915	680.50818	230.96368	-269.77301	794.24463	72.26035	-249.44856	762.63208	95.03685	-187.76373	0	0	0	300	0	-203	0
0.84	964.73877	834.47644	-379.10287	1042.14563	470.75662	-156.30045	1026.72974	477.28006	-318.57117	1009.1106	420.31567	-157.38623	1061.18323	385.42175	-195.16931	741.7403	209.20378	-216.92944	786.19916	195.52747	-289.98218	699.47156	226.16862	-269.38776	818.48706	71.39417	-247.67337	786.00916	93.71294	-186.40584	0	0	0	300	0	-203	0
0.847	972.43591	835.14294	-378.85672	1057.17993	473.14746	-156.23819	1029.43103	477.24301	-318.11084	1024.98938	422.22092	-157.30219	1077.76929	388.08282	-194.80249	761.63129	205.53088	-216.37543	806.6701	192.65002	-289.35199	718.78851	220.69077	-269.07635	843.25134	70.2756	-245.79199	809.80054	92.07217	-184.99622	0	0	0	300	0	-203	0
0.853	980.10254	835.71747	-378.61307	1071.97412	475.47903	-156.1886	1032.14819	477.1926	-317.66025	1040.67664	424.00079	-157.24362	1094.17847	390.73563	-194.47849	781.82245	201.32382	-215.85651	827.47644	189.29697	-288.73428	738.48602	214.56953	-268.83154	868.4884	68.93715	-243.79869	833.97522	90.15245	-183.52209	0	0	0	300	0	-203	0
0.86	987.74005	836.19391	-378.36829	1086.52295	477.73236	-156.14813	1034.90564	477.12061	-317.2276	1056.16956	425.63507	-157.20456	1110.40015	393.36383	-194.19958	802.33307	196.61357	-215.3622	848.62262	185.49969	-288.12195	758.59003	207.8503	-268.63937	894.151	67.412	-241.69539	858.50818	87.9897	-181.97557	0	0	0	300	0	-203	0
0.867	995.34912	836.56775	-378.11755	1100.82007	479.8902	-156.11377	1037.72498	477.01843	-316.82013	1071.46228	427.10849	-157.17856	1126.42273	395.9527	-193.96539	823.18268	191.43445	-214.87866	870.11249	181.29565	-287.50504	779.12408	200.58383	-268.47998	920.19519	65.73446	-239.49043	883.37976	85.61799	-180.35367	0	0	0	300	0	-203	0
0.873	1002.92914	836.83606	-377.85519	1114.85852	481.9371	-156.08273	1040.62158	476.87827	-316.44302	1086.54626	428.41101	-157.15926	1142.23291	398.48901	-193.77281	844.38831	185.82518	-214.39003	891.94885	176.72821	-286.87155	800.10852	192.82603	-268.32904	946.58228	63.94053	-237.19662	908.57446	83.06976	-178.65808	0	0	0	300	0	-203	0
0.88	1010.47864	836.99768	-377.57465	1128.63098	483.85947	-156.0524	1043.60291	476.6947	-316.09851	1101.41101	429.53741	-157.14075	1157.81592	400.96112	-193.61632	865.9635	179.82941	-213.87926	914.13275	171.84596	-286.20789	821.55988	184.6375	-268.15955	973.27893	62.0678	-234.82954	934.07831	80.37603	-176.89456	0	0	0	300	0	-203	0
0.887	1017.99567	837.05286	-377.2692	1142.13025	485.64545	-156.02017	1046.66748	476.46631	-315.78485	1116.04492	430.48611	-157.11742	1173.15576	403.35861	-193.4884	887.91779	173.49561	-213.32895	936.66333	166.70203	-285.49954	843.48999	176.08336	-267.94373	1000.25671	60.1545	-232.40619	959.8783	77.5668	-175.07185	0	0	0	300	0	-203	0
0.893	1025.47852	837.00244	-376.93356	1155.34875	487.28461	-155.98335	1049.80737	476.19653	-315.49622	1130.43652	431.25812	-157.08353	1188.2356	405.67233	-193.38004	910.25745	166.87657	-212.72174	959.53748	161.35257	-284.73193	865.90564	167.23312	-267.65466	1027.48926	58.23859	-229.94373	985.96094	74.67168	-173.20024	0	0	0	300	0	-203	0
0.9	1032.92712	836.84747	-376.56351	1168.2793	488.7674	-155.93887	1053.01001	475.89294	-315.22388	1144.57483	431.8558	-157.03302	1203.03748	407.89413	-193.28119	932.98566	160.02826	-212.04041	982.74957	155.85556	-283.89142	888.80872	158.16045	-267.26776	1054.95032	56.35708	-227.45792	1012.31128	71.72054	-171.2905	0	0	0	300	0	-203	0
0.907	1040.34277	836.58942	-376.15643	1180.91455	490.08456	-155.88303	1056.26135	475.56601	-314.95813	1158.44995	432.28198	-156.95966	1217.54333	410.01645	-193.18152	956.10242	153.00961	-211.26846	1006.29083	150.26974	-282.96631	912.19464	148.94266	-266.76138	1082.6123	54.54583	-224.96185	1038.91235	68.74448	-169.35286	0	0	0	300	0	-203	0
0.913	1047.72815	836.23016	-375.7113	1193.24731	491.22723	-155.81122	1059.5481	475.2272	-314.68985	1172.05371	432.53912	-156.85741	1231.7356	412.03186	-193.07137	979.60352	145.88281	-210.39111	1030.14722	144.65417	-281.94778	936.05206	139.65997	-266.11719	1110.44617	52.84033	-222.46584	1065.74536	65.77675	-167.3959	0	0	0	300	0	-203	0
0.92	1055.08838	835.77258	-375.22845	1205.26965	492.18661	-155.718	1062.85876	474.88721	-314.41159	1185.38147	432.62891	-156.72095	1245.59961	413.93289	-192.94331	1003.47949	138.71342	-209.39609	1054.29846	139.06813	-280.83051	960.36285	130.39409	-265.3197	1138.4209	51.27663	-219.9787	1092.78857	62.8535	-165.4263	0	0	0	300	0	-203	0
0.927	1062.42957	835.22034	-374.70999	1216.97473	492.95425	-155.59793	1066.18579	474.55435	-314.11807	1198.43347	432.55219	-156.54608	1259.12537	415.71173	-192.79407	1027.71423	131.57004	-208.27377	1078.7157	133.57132	-279.61224	985.10071	121.22636	-264.35593	1166.50403	49.89181	-217.5098	1120.01782	60.01439	-163.44937	0	0	0	300	0	-203	0
0.933	1069.75818	834.57813	-374.15924	1228.35779	493.52264	-155.44687	1069.52527	474.23401	-313.80627	1211.21521	432.30969	-156.33008	1272.30835	417.36078	-192.62544	1052.2854	124.52316	-207.0172	1103.3634	128.22359	-278.29297	1010.23126	112.23596	-263.21478	1194.66187	48.72379	-215.07097	1147.40637	57.30273	-161.46994	0	0	0	300	0	-203	0
