Time,COG_X,COG_Y,COG_Z,R.Ankle_X,R.Ankle_Y,R.Ankle_Z,L.Ankle_X,L.Ankle_Y,L.Ankle_Z
32.82,0.217915,0.950294,-0.002539,0.149929,0.070632,0.115582,0.160562,0.068304,-0.113119
32.83,0.217899,0.950294,-0.002537,0.149929,0.070633,0.115581,0.160563,0.068307,-0.113122
32.84,0.21788,0.950291,-0.002531,0.149929,0.070633,0.11558,0.160563,0.068307,-0.113123
32.85,0.217861,0.950286,-0.002524,0.149928,0.070634,0.11558,0.160563,0.068306,-0.113122
32.86,0.217842,0.950282,-0.002519,0.149927,0.070634,0.115581,0.160563,0.068304,-0.11312
32.87,0.217826,0.95028,-0.002516,0.149925,0.070634,0.115583,0.160563,0.068302,-0.113117
32.88,0.217812,0.950278,-0.002514,0.149922,0.070633,0.115586,0.160562,0.068301,-0.113113
32.89,0.2178,0.950279,-0.002512,0.14992,0.070634,0.115589,0.160561,0.0683,-0.113111
32.9,0.21779,0.950281,-0.002509,0.149918,0.070634,0.115592,0.160559,0.068299,-0.11311
32.91,0.217782,0.950284,-0.002504,0.149918,0.070634,0.115594,0.160557,0.068299,-0.113109
32.92,0.217775,0.950287,-0.002498,0.14992,0.070634,0.115595,0.160557,0.068298,-0.11311
32.93,0.217769,0.950289,-0.002493,0.149924,0.070634,0.115595,0.160557,0.068298,-0.11311
32.94,0.217764,0.95029,-0.002487,0.149929,0.070634,0.115593,0.160559,0.068298,-0.11311
32.95,0.21776,0.950289,-0.002482,0.149934,0.070633,0.115593,0.160561,0.068298,-0.11311
32.96,0.217756,0.950287,-0.002477,0.149937,0.070633,0.115592,0.160562,0.068299,-0.113109
32.97,0.217753,0.950284,-0.002472,0.149937,0.070634,0.115593,0.160563,0.068299,-0.113108
32.98,0.21775,0.950281,-0.002468,0.149933,0.070634,0.115594,0.160563,0.0683,-0.113107
32.99,0.217746,0.95028,-0.002463,0.149928,0.070634,0.115594,0.160562,0.0683,-0.113107
33,0.217742,0.950279,-0.002458,0.149923,0.070634,0.115594,0.16056,0.0683,-0.113108
33.01,0.217738,0.950279,-0.002452,0.149919,0.070633,0.115593,0.160559,0.0683,-0.113109
33.02,0.217733,0.950279,-0.002446,0.149916,0.070632,0.115591,0.160559,0.0683,-0.113111
33.03,0.217728,0.950279,-0.00244,0.149916,0.070633,0.11559,0.16056,0.0683,-0.113114
33.04,0.217723,0.950279,-0.002434,0.149916,0.070634,0.115588,0.160561,0.0683,-0.113116
33.05,0.217718,0.950278,-0.002428,0.149917,0.070635,0.115586,0.160562,0.0683,-0.113119
33.06,0.217712,0.950276,-0.002422,0.149916,0.070637,0.115584,0.160563,0.0683,-0.113121
33.07,0.217706,0.950275,-0.002417,0.149914,0.070637,0.115581,0.160563,0.068299,-0.113124
33.08,0.2177,0.950273,-0.002412,0.149911,0.070637,0.115579,0.160562,0.068299,-0.113126
33.09,0.217695,0.950272,-0.002407,0.149908,0.070635,0.115577,0.16056,0.0683,-0.113128
33.1,0.21769,0.950271,-0.002403,0.149904,0.070634,0.115575,0.160558,0.068301,-0.11313
33.11,0.217685,0.95027,-0.002398,0.149902,0.070632,0.115574,0.160557,0.068303,-0.113133
33.12,0.217682,0.950268,-0.002393,0.149901,0.070632,0.115573,0.160557,0.068305,-0.113136
33.13,0.21768,0.950267,-0.002388,0.149901,0.070633,0.115571,0.160558,0.068306,-0.113139
33.14,0.21768,0.950264,-0.002382,0.149903,0.070634,0.11557,0.160559,0.068306,-0.113141
33.15,0.217681,0.950262,-0.002376,0.149904,0.070636,0.115569,0.16056,0.068305,-0.113143
33.16,0.217682,0.950259,-0.002369,0.149907,0.070636,0.115568,0.160561,0.068304,-0.113144
33.17,0.217684,0.950256,-0.002361,0.149909,0.070637,0.115568,0.16056,0.068302,-0.113143
33.18,0.217686,0.950253,-0.002354,0.149912,0.070636,0.11557,0.160559,0.068301,-0.113142
33.19,0.217688,0.950251,-0.002347,0.149914,0.070636,0.115572,0.160558,0.0683,-0.113139
33.2,0.217689,0.950249,-0.00234,0.149915,0.070635,0.115576,0.160557,0.068299,-0.113136
33.21,0.21769,0.950248,-0.002333,0.149915,0.070636,0.11558,0.160556,0.068298,-0.113134
33.22,0.217691,0.950247,-0.002326,0.149915,0.070636,0.115583,0.160556,0.068297,-0.113131
33.23,0.217692,0.950248,-0.00232,0.149914,0.070636,0.115585,0.160555,0.068296,-0.11313
33.24,0.217693,0.950248,-0.002313,0.149914,0.070637,0.115584,0.160554,0.068295,-0.11313
33.25,0.217695,0.950249,-0.002306,0.149915,0.070637,0.115583,0.160553,0.068296,-0.113131
33.26,0.217698,0.950249,-0.0023,0.149916,0.070638,0.115581,0.160552,0.068298,-0.113133
33.27,0.217701,0.950247,-0.002295,0.149916,0.070639,0.11558,0.160552,0.0683,-0.113135
33.28,0.217704,0.950245,-0.00229,0.149916,0.07064,0.115579,0.160553,0.068302,-0.113137
33.29,0.217708,0.950242,-0.002286,0.149915,0.07064,0.115579,0.160554,0.068304,-0.113138
33.3,0.217713,0.950238,-0.002282,0.149913,0.07064,0.115579,0.160555,0.068304,-0.113138
33.31,0.217717,0.950235,-0.002277,0.149913,0.07064,0.115579,0.160556,0.068303,-0.113138
33.32,0.21772,0.950233,-0.002273,0.149913,0.07064,0.11558,0.160557,0.068303,-0.113136
33.33,0.217721,0.950232,-0.002268,0.149914,0.07064,0.115581,0.160557,0.068302,-0.113134
33.34,0.21772,0.950234,-0.002264,0.149916,0.07064,0.115584,0.160558,0.068302,-0.113132
33.35,0.217717,0.950236,-0.00226,0.149917,0.07064,0.115588,0.160557,0.068304,-0.113131
33.36,0.217713,0.950239,-0.002256,0.149916,0.07064,0.115592,0.160556,0.068306,-0.11313
33.37,0.217708,0.950241,-0.002252,0.149914,0.070641,0.115596,0.160554,0.068308,-0.11313
33.38,0.217703,0.950241,-0.002247,0.149911,0.070642,0.1156,0.160552,0.06831,-0.113129
33.39,0.2177,0.95024,-0.002243,0.149907,0.070643,0.115601,0.160551,0.068311,-0.113128
33.4,0.217699,0.950237,-0.002238,0.149903,0.070644,0.115601,0.160549,0.068311,-0.113127
33.41,0.217699,0.950233,-0.002234,0.1499,0.070644,0.1156,0.160549,0.06831,-0.113125
33.42,0.217699,0.950229,-0.00223,0.149899,0.070643,0.115599,0.160549,0.06831,-0.113124
33.43,0.217701,0.950224,-0.002225,0.1499,0.070642,0.115597,0.160549,0.06831,-0.113124
33.44,0.217703,0.95022,-0.00222,0.149903,0.070642,0.115597,0.160551,0.06831,-0.113124
33.45,0.217706,0.950216,-0.002214,0.149907,0.070641,0.115597,0.160553,0.068311,-0.113124
33.46,0.217709,0.950211,-0.002207,0.149912,0.07064,0.115599,0.160557,0.068312,-0.113123
33.47,0.217712,0.950207,-0.002201,0.149917,0.070639,0.115602,0.160562,0.068312,-0.113122
33.48,0.217715,0.950203,-0.002194,0.149922,0.070638,0.115604,0.160567,0.068312,-0.113119
33.49,0.217717,0.9502,-0.002187,0.149926,0.070637,0.115607,0.160572,0.068312,-0.113116
33.5,0.217716,0.950199,-0.002179,0.149929,0.070636,0.115608,0.160576,0.068313,-0.113113
33.51,0.217713,0.9502,-0.00217,0.149931,0.070636,0.115609,0.160579,0.068314,-0.113111
33.52,0.217708,0.950202,-0.00216,0.149931,0.070635,0.115609,0.160581,0.068316,-0.11311
33.53,0.2177,0.950206,-0.00215,0.149931,0.070635,0.115609,0.160581,0.068317,-0.113109
33.54,0.217691,0.95021,-0.00214,0.149931,0.070635,0.11561,0.160581,0.068319,-0.11311
33.55,0.217681,0.950214,-0.00213,0.14993,0.070634,0.115611,0.16058,0.068319,-0.113111
33.56,0.21767,0.950217,-0.00212,0.14993,0.070633,0.115614,0.160579,0.06832,-0.113111
33.57,0.217659,0.950219,-0.00211,0.14993,0.070632,0.115617,0.160578,0.06832,-0.11311
33.58,0.217648,0.95022,-0.0021,0.149929,0.07063,0.115622,0.160578,0.068322,-0.113107
33.59,0.217637,0.95022,-0.002088,0.149928,0.070629,0.115626,0.160578,0.068324,-0.113103
33.6,0.217626,0.95022,-0.002076,0.149928,0.070628,0.11563,0.160578,0.068326,-0.113098
33.61,0.217615,0.950221,-0.002064,0.149928,0.070626,0.115633,0.160578,0.068328,-0.113093
33.62,0.217604,0.950223,-0.002052,0.149929,0.070624,0.115635,0.160576,0.06833,-0.113089
33.63,0.217595,0.950226,-0.00204,0.149929,0.070621,0.115636,0.160574,0.068331,-0.113087
33.64,0.217587,0.95023,-0.002029,0.149928,0.070618,0.115638,0.160572,0.068331,-0.113086
33.65,0.217579,0.950234,-0.002019,0.149927,0.070615,0.11564,0.160571,0.06833,-0.113087
33.66,0.217572,0.950237,-0.002009,0.149924,0.070613,0.115642,0.160571,0.06833,-0.113088
33.67,0.217564,0.95024,-0.002,0.14992,0.070612,0.115644,0.160572,0.06833,-0.11309
33.68,0.217556,0.950241,-0.001991,0.149917,0.070611,0.115646,0.160572,0.06833,-0.113091
33.69,0.217548,0.950241,-0.001983,0.149914,0.070611,0.115648,0.160573,0.06833,-0.113091
33.7,0.217539,0.95024,-0.001977,0.149912,0.07061,0.115649,0.160573,0.06833,-0.11309
33.71,0.21753,0.950238,-0.001972,0.14991,0.070609,0.11565,0.160572,0.06833,-0.113089
33.72,0.21752,0.950236,-0.001967,0.149907,0.070608,0.11565,0.160573,0.06833,-0.113087
33.73,0.21751,0.950234,-0.001962,0.149905,0.070607,0.11565,0.160573,0.06833,-0.113086
33.74,0.2175,0.950232,-0.001958,0.149903,0.070606,0.115649,0.160574,0.068329,-0.113085
33.75,0.21749,0.95023,-0.001953,0.149902,0.070606,0.115648,0.160575,0.068328,-0.113085
33.76,0.217479,0.950229,-0.001949,0.149902,0.070606,0.115648,0.160576,0.068328,-0.113086
33.77,0.217469,0.950226,-0.001946,0.149903,0.070607,0.115647,0.160577,0.068327,-0.113088
33.78,0.21746,0.950223,-0.001943,0.149906,0.070608,0.115646,0.160578,0.068327,-0.11309
33.79,0.217452,0.95022,-0.001941,0.149908,0.070609,0.115643,0.160579,0.068328,-0.113094
33.8,0.217444,0.950216,-0.00194,0.14991,0.070611,0.11564,0.160581,0.06833,-0.113097
33.81,0.217436,0.950213,-0.00194,0.149911,0.070612,0.115636,0.160583,0.068331,-0.113101
33.82,0.217429,0.950211,-0.00194,0.14991,0.070613,0.115633,0.160585,0.068331,-0.113104
33.83,0.21742,0.95021,-0.00194,0.149909,0.070613,0.11563,0.160587,0.068331,-0.113105
33.84,0.21741,0.95021,-0.001939,0.149908,0.070613,0.11563,0.160588,0.068329,-0.113105
33.85,0.2174,0.95021,-0.001937,0.149906,0.070613,0.115631,0.160587,0.068325,-0.113104
33.86,0.21739,0.950209,-0.001934,0.149904,0.070613,0.115633,0.160586,0.068322,-0.113102
33.87,0.21738,0.950209,-0.001931,0.149902,0.070612,0.115635,0.160584,0.068319,-0.1131
33.88,0.217371,0.950209,-0.001929,0.149901,0.070613,0.115636,0.160581,0.068318,-0.113099
33.89,0.217363,0.95021,-0.001929,0.1499,0.070613,0.115634,0.160579,0.068318,-0.1131
33.9,0.217356,0.950212,-0.001929,0.149901,0.070614,0.115631,0.160577,0.068319,-0.113101
33.91,0.217348,0.950214,-0.001931,0.149903,0.070614,0.115627,0.160575,0.068319,-0.113103
33.92,0.21734,0.950217,-0.001933,0.149906,0.070614,0.115623,0.160574,0.068318,-0.113103
33.93,0.217331,0.950219,-0.001936,0.149908,0.070613,0.115622,0.160573,0.068317,-0.113102
33.94,0.217322,0.95022,-0.001939,0.14991,0.070612,0.115623,0.160572,0.068314,-0.1131
33.95,0.217313,0.950219,-0.001941,0.14991,0.07061,0.115627,0.160571,0.068312,-0.113098
33.96,0.217303,0.950217,-0.001944,0.149909,0.070609,0.115632,0.160569,0.06831,-0.113097
33.97,0.217292,0.950214,-0.001947,0.149908,0.070609,0.115637,0.160568,0.06831,-0.113097
33.98,0.217281,0.950212,-0.00195,0.149908,0.070609,0.11564,0.160566,0.068311,-0.1131
33.99,0.217271,0.95021,-0.001952,0.149908,0.07061,0.11564,0.160565,0.068313,-0.113103
34,0.21726,0.950209,-0.001954,0.14991,0.070612,0.115639,0.160565,0.068313,-0.113107
34.01,0.217249,0.950209,-0.001956,0.149913,0.070614,0.115637,0.160565,0.068314,-0.113109
34.02,0.217239,0.950209,-0.001957,0.149916,0.070616,0.115633,0.160566,0.068313,-0.11311
34.03,0.21723,0.95021,-0.001958,0.149919,0.070618,0.115631,0.160567,0.068313,-0.11311
34.04,0.21722,0.950212,-0.00196,0.149921,0.070619,0.11563,0.160568,0.068313,-0.113109
34.05,0.217211,0.950214,-0.001962,0.149922,0.070618,0.115631,0.160567,0.068313,-0.113108
34.06,0.217201,0.950216,-0.001964,0.149921,0.070618,0.115633,0.160565,0.068312,-0.113107
34.07,0.217191,0.950219,-0.001966,0.149919,0.070618,0.115636,0.160563,0.068312,-0.113107
34.08,0.217179,0.950221,-0.001968,0.149916,0.070618,0.115639,0.16056,0.068311,-0.113108
34.09,0.217165,0.950221,-0.00197,0.149912,0.07062,0.115642,0.160558,0.06831,-0.11311
34.1,0.217151,0.950221,-0.00197,0.149908,0.070622,0.115643,0.160557,0.06831,-0.113112
34.11,0.217135,0.950219,-0.001971,0.149905,0.070624,0.115643,0.160556,0.06831,-0.113114
34.12,0.217119,0.950217,-0.001971,0.149902,0.070627,0.115642,0.160555,0.06831,-0.113117
34.13,0.217102,0.950214,-0.001973,0.149899,0.070629,0.115641,0.160555,0.06831,-0.11312
34.14,0.217085,0.950212,-0.001975,0.149897,0.07063,0.115641,0.160554,0.06831,-0.113123
34.15,0.217068,0.95021,-0.001978,0.149895,0.07063,0.115643,0.160554,0.06831,-0.113125
34.16,0.217051,0.950209,-0.001981,0.149893,0.070629,0.115646,0.160553,0.068309,-0.113126
34.17,0.217034,0.950208,-0.001984,0.149892,0.070626,0.115649,0.160554,0.068307,-0.113126
34.18,0.217018,0.950209,-0.001987,0.149891,0.070623,0.115651,0.160555,0.068306,-0.113126
34.19,0.217002,0.950211,-0.001989,0.14989,0.070621,0.115652,0.160556,0.068305,-0.113125
34.2,0.216988,0.950215,-0.00199,0.149889,0.07062,0.11565,0.160557,0.068305,-0.113124
34.21,0.216973,0.95022,-0.00199,0.149889,0.07062,0.115646,0.160557,0.068307,-0.113124
34.22,0.216957,0.950226,-0.001991,0.14989,0.070622,0.115641,0.160557,0.068309,-0.113125
34.23,0.21694,0.950232,-0.001991,0.149891,0.070623,0.115637,0.160556,0.068311,-0.113126
34.24,0.21692,0.950238,-0.001991,0.149892,0.070625,0.115634,0.160554,0.068313,-0.113128
34.25,0.216898,0.950243,-0.00199,0.149893,0.070625,0.115634,0.160553,0.068313,-0.113129
34.26,0.216875,0.950247,-0.001989,0.149893,0.070623,0.115636,0.160552,0.068311,-0.11313
34.27,0.21685,0.950249,-0.001987,0.149892,0.070621,0.115639,0.160551,0.068309,-0.113131
34.28,0.216826,0.950252,-0.001983,0.149888,0.070617,0.115642,0.16055,0.068305,-0.113131
34.29,0.216801,0.950254,-0.001979,0.149884,0.070614,0.115645,0.16055,0.068302,-0.113131
34.3,0.216778,0.950256,-0.001974,0.149879,0.070611,0.115645,0.160549,0.0683,-0.11313
34.31,0.216756,0.950259,-0.001968,0.149874,0.07061,0.115646,0.160549,0.068299,-0.11313
34.32,0.216734,0.950263,-0.001962,0.149871,0.070611,0.115646,0.160549,0.0683,-0.113129
34.33,0.216713,0.950267,-0.001955,0.149868,0.070612,0.115648,0.16055,0.068302,-0.113128
34.34,0.216694,0.950272,-0.001949,0.149866,0.070613,0.115652,0.160552,0.068304,-0.113127
34.35,0.216677,0.950279,-0.001943,0.149865,0.070613,0.115659,0.160554,0.068305,-0.113127
34.36,0.216663,0.950286,-0.001938,0.149864,0.070612,0.115666,0.160557,0.068306,-0.113129
34.37,0.216652,0.950295,-0.001935,0.149863,0.070611,0.115672,0.160559,0.068307,-0.113132
34.38,0.216644,0.950305,-0.001933,0.149861,0.070609,0.115677,0.160559,0.068307,-0.113135
34.39,0.216635,0.950314,-0.001931,0.149858,0.070608,0.11568,0.160557,0.068308,-0.113139
34.4,0.216624,0.950324,-0.001929,0.149854,0.070608,0.115681,0.160553,0.068309,-0.113142
34.41,0.21661,0.950332,-0.001927,0.149849,0.070608,0.115681,0.160548,0.068311,-0.113144
34.42,0.216593,0.95034,-0.001924,0.149844,0.070608,0.115681,0.160544,0.068313,-0.113146
34.43,0.216575,0.950345,-0.00192,0.149839,0.070609,0.115682,0.160541,0.068315,-0.113147
34.44,0.216553,0.950349,-0.001915,0.149835,0.070608,0.115685,0.16054,0.068317,-0.113148
34.45,0.216526,0.950351,-0.001909,0.149832,0.070606,0.11569,0.160539,0.068318,-0.113147
34.46,0.216496,0.950351,-0.001902,0.14983,0.070604,0.115695,0.160539,0.068318,-0.113147
34.47,0.216463,0.95035,-0.001894,0.149829,0.070602,0.1157,0.160539,0.068318,-0.113145
34.48,0.216431,0.950349,-0.001887,0.149828,0.0706,0.115704,0.160538,0.068317,-0.113144
34.49,0.216402,0.95035,-0.001882,0.149829,0.070599,0.115706,0.160537,0.068316,-0.113142
34.5,0.216379,0.950352,-0.001879,0.149829,0.070599,0.115706,0.160536,0.068315,-0.113141
34.51,0.216361,0.950355,-0.001877,0.149828,0.0706,0.115706,0.160536,0.068316,-0.11314
34.52,0.216345,0.950359,-0.001875,0.149827,0.0706,0.115705,0.160535,0.068318,-0.113141
34.53,0.216331,0.950364,-0.001873,0.149824,0.070599,0.115705,0.160535,0.068319,-0.113143
34.54,0.216316,0.950368,-0.001871,0.149822,0.070598,0.115706,0.160535,0.06832,-0.113145
34.55,0.216302,0.950373,-0.00187,0.14982,0.070596,0.115708,0.160534,0.068321,-0.113147
34.56,0.216288,0.950378,-0.00187,0.149818,0.070594,0.115709,0.160532,0.068321,-0.113148
34.57,0.216275,0.950382,-0.001871,0.149819,0.070592,0.11571,0.160532,0.06832,-0.113149
34.58,0.216263,0.950384,-0.001873,0.149821,0.07059,0.11571,0.160534,0.06832,-0.113149
34.59,0.216253,0.950386,-0.001874,0.149824,0.070588,0.11571,0.160536,0.06832,-0.113148
34.6,0.216242,0.950387,-0.001875,0.149827,0.070586,0.11571,0.16054,0.06832,-0.113146
34.61,0.216232,0.950389,-0.001874,0.14983,0.070584,0.115711,0.160543,0.06832,-0.113144
34.62,0.216222,0.950391,-0.001873,0.149831,0.070582,0.115713,0.160546,0.06832,-0.113141
34.63,0.216211,0.950394,-0.001871,0.149831,0.070581,0.115715,0.160547,0.06832,-0.113138
34.64,0.2162,0.950398,-0.00187,0.14983,0.070579,0.115718,0.160547,0.06832,-0.113135
34.65,0.21619,0.950402,-0.001869,0.149829,0.070578,0.115722,0.160546,0.06832,-0.113133
34.66,0.216181,0.950406,-0.001871,0.149828,0.070578,0.115725,0.160546,0.06832,-0.113132
34.67,0.216173,0.950409,-0.001873,0.149827,0.070578,0.115727,0.160546,0.06832,-0.113131
34.68,0.216166,0.950411,-0.001876,0.149827,0.070578,0.115729,0.160547,0.06832,-0.113132
34.69,0.216159,0.950414,-0.00188,0.149828,0.070578,0.11573,0.160547,0.06832,-0.113132
34.7,0.216153,0.950418,-0.001883,0.149828,0.070578,0.11573,0.160548,0.06832,-0.113133
34.71,0.216148,0.950422,-0.001886,0.149828,0.070578,0.11573,0.160548,0.06832,-0.113132
34.72,0.216143,0.950427,-0.001888,0.149828,0.070578,0.11573,0.160546,0.06832,-0.113131
34.73,0.216138,0.950432,-0.001891,0.149828,0.070578,0.11573,0.160544,0.06832,-0.113128
34.74,0.216133,0.950437,-0.001895,0.149827,0.070579,0.115731,0.160542,0.06832,-0.113126
34.75,0.216128,0.950443,-0.0019,0.149827,0.070579,0.115733,0.160539,0.06832,-0.113124
34.76,0.216122,0.95045,-0.001906,0.149826,0.070579,0.115736,0.160536,0.06832,-0.113122
34.77,0.216117,0.950456,-0.001912,0.149826,0.070578,0.115738,0.160535,0.06832,-0.113122
34.78,0.216112,0.950464,-0.001917,0.149826,0.070577,0.11574,0.160533,0.06832,-0.113122
34.79,0.216107,0.950471,-0.001923,0.149826,0.070576,0.115742,0.160532,0.06832,-0.113122
34.8,0.216103,0.950477,-0.001928,0.149826,0.070576,0.115744,0.160531,0.068321,-0.113123
34.81,0.2161,0.950483,-0.001932,0.149825,0.070577,0.115747,0.160531,0.068321,-0.113125
34.82,0.216098,0.950487,-0.001938,0.149825,0.070578,0.115749,0.160531,0.06832,-0.113127
34.83,0.216096,0.95049,-0.001944,0.149823,0.070579,0.11575,0.160531,0.068318,-0.113129
34.84,0.216092,0.95049,-0.00195,0.149822,0.070581,0.11575,0.160531,0.068316,-0.113131
34.85,0.216085,0.95049,-0.001958,0.149819,0.070582,0.11575,0.160531,0.068314,-0.113132
34.86,0.216075,0.95049,-0.001966,0.149817,0.070583,0.11575,0.160529,0.068314,-0.113134
34.87,0.216063,0.95049,-0.001974,0.149814,0.070583,0.11575,0.160526,0.068314,-0.113136
34.88,0.216051,0.950491,-0.001982,0.149812,0.070584,0.11575,0.160522,0.068315,-0.113138
34.89,0.216043,0.950493,-0.001991,0.14981,0.070585,0.11575,0.160517,0.068317,-0.11314
34.9,0.216039,0.950496,-0.001999,0.149809,0.070586,0.115751,0.160514,0.068319,-0.113143
34.91,0.216039,0.950499,-0.002008,0.149808,0.070587,0.115751,0.160512,0.06832,-0.113145
34.92,0.216042,0.950503,-0.002017,0.149806,0.070589,0.11575,0.160511,0.06832,-0.113146
34.93,0.216046,0.950507,-0.002025,0.149804,0.070589,0.115748,0.160511,0.068319,-0.113148
34.94,0.216049,0.950512,-0.002032,0.149803,0.07059,0.115746,0.160511,0.068318,-0.11315
34.95,0.21605,0.950518,-0.00204,0.149803,0.07059,0.115744,0.160511,0.068317,-0.113152
34.96,0.216049,0.950524,-0.002047,0.149804,0.070591,0.115741,0.16051,0.068317,-0.113153
34.97,0.216047,0.95053,-0.002055,0.149805,0.070592,0.11574,0.160511,0.068318,-0.113154
34.98,0.216045,0.950535,-0.002064,0.149808,0.070593,0.11574,0.160512,0.068319,-0.113154
34.99,0.216043,0.95054,-0.002073,0.14981,0.070595,0.11574,0.160516,0.06832,-0.113155
35,0.216041,0.950544,-0.002084,0.149813,0.070596,0.11574,0.16052,0.068321,-0.113156
35.01,0.21604,0.950547,-0.002095,0.149815,0.070596,0.115739,0.160523,0.068321,-0.113157
35.02,0.216038,0.95055,-0.002105,0.149816,0.070595,0.115737,0.160525,0.06832,-0.113159
35.03,0.216036,0.950553,-0.002115,0.149817,0.070595,0.115734,0.160524,0.068318,-0.113159
35.04,0.216035,0.950555,-0.002122,0.149819,0.070594,0.115731,0.160523,0.068317,-0.113159
35.05,0.216037,0.950556,-0.002127,0.14982,0.070594,0.11573,0.160521,0.068316,-0.113158
35.06,0.216042,0.950556,-0.002131,0.149823,0.070594,0.115729,0.16052,0.068315,-0.113156
35.07,0.21605,0.950553,-0.002134,0.149825,0.070595,0.115729,0.16052,0.068315,-0.113155
35.08,0.216059,0.95055,-0.002138,0.149826,0.070596,0.11573,0.16052,0.068315,-0.113154
35.09,0.216069,0.950545,-0.002142,0.149824,0.070597,0.115731,0.160519,0.068315,-0.113155
35.1,0.216077,0.950542,-0.002148,0.149821,0.070598,0.115731,0.160518,0.068315,-0.113156
35.11,0.216081,0.95054,-0.002155,0.149817,0.070599,0.11573,0.160516,0.068314,-0.113158
35.12,0.216083,0.95054,-0.002163,0.149812,0.0706,0.115729,0.160514,0.068314,-0.113159
35.13,0.216083,0.950541,-0.002171,0.149809,0.0706,0.115727,0.160513,0.068314,-0.113159
35.14,0.216082,0.950543,-0.00218,0.149807,0.0706,0.115726,0.160514,0.068314,-0.113159
35.15,0.216082,0.950546,-0.002189,0.149806,0.070602,0.115725,0.160515,0.068315,-0.113158
35.16,0.216085,0.950548,-0.002199,0.149807,0.070604,0.115726,0.160517,0.068316,-0.113158
35.17,0.216091,0.95055,-0.002211,0.149809,0.070606,0.115727,0.160519,0.068316,-0.113158
35.18,0.2161,0.950551,-0.002223,0.149811,0.070608,0.115729,0.160521,0.068317,-0.113158
35.19,0.216112,0.950552,-0.002236,0.149813,0.070609,0.115731,0.160523,0.068318,-0.113159
35.2,0.216125,0.950553,-0.00225,0.149815,0.070609,0.115731,0.160525,0.068318,-0.11316
35.21,0.216135,0.950553,-0.002263,0.149816,0.070608,0.11573,0.160526,0.068318,-0.11316
35.22,0.216141,0.950552,-0.002277,0.149817,0.070606,0.115727,0.160528,0.068318,-0.11316
35.23,0.216142,0.950551,-0.002289,0.149817,0.070604,0.115722,0.160528,0.068318,-0.11316
35.24,0.216139,0.950549,-0.002301,0.149818,0.070603,0.115718,0.160528,0.068318,-0.11316
35.25,0.216134,0.950547,-0.002314,0.149819,0.070603,0.115714,0.160528,0.068318,-0.11316
35.26,0.216131,0.950544,-0.002326,0.14982,0.070603,0.115712,0.160528,0.068318,-0.113161
35.27,0.216129,0.950542,-0.002339,0.149821,0.070604,0.115712,0.160529,0.068319,-0.113162
35.28,0.21613,0.950539,-0.002351,0.149822,0.070605,0.115713,0.16053,0.06832,-0.113164
35.29,0.216133,0.950536,-0.002364,0.149822,0.070607,0.115715,0.16053,0.068321,-0.113166
35.3,0.216136,0.950532,-0.002377,0.149821,0.070608,0.115717,0.160529,0.068321,-0.113168
35.31,0.216138,0.950529,-0.002389,0.14982,0.07061,0.115719,0.160527,0.06832,-0.113168
35.32,0.21614,0.950524,-0.0024,0.149819,0.070612,0.11572,0.160524,0.068319,-0.113169
35.33,0.21614,0.950519,-0.00241,0.149819,0.070613,0.11572,0.160521,0.068318,-0.113168
35.34,0.216141,0.950513,-0.00242,0.149818,0.070615,0.11572,0.160519,0.068316,-0.113167
35.35,0.216142,0.950505,-0.002431,0.149818,0.070615,0.115721,0.160517,0.068313,-0.113165
35.36,0.216143,0.950498,-0.002443,0.149819,0.070615,0.115721,0.160517,0.068312,-0.113163
35.37,0.216142,0.95049,-0.002456,0.14982,0.070614,0.115721,0.160517,0.068311,-0.113161
35.38,0.21614,0.950484,-0.002472,0.149821,0.070613,0.11572,0.160517,0.068311,-0.11316
35.39,0.216134,0.950479,-0.002488,0.149822,0.070612,0.115718,0.160518,0.068312,-0.11316
35.4,0.216125,0.950477,-0.002506,0.149821,0.070611,0.115716,0.160518,0.068313,-0.113161
35.41,0.216115,0.950476,-0.002523,0.14982,0.07061,0.115714,0.160519,0.068315,-0.113162
35.42,0.216106,0.950475,-0.00254,0.149819,0.070609,0.115711,0.160519,0.068315,-0.113162
35.43,0.2161,0.950472,-0.002555,0.149819,0.070609,0.11571,0.160518,0.068314,-0.113162
35.44,0.216098,0.950467,-0.002568,0.14982,0.070609,0.115709,0.160516,0.068312,-0.113162
35.45,0.216098,0.950461,-0.002579,0.149823,0.070611,0.115709,0.160514,0.068311,-0.113161
35.46,0.216099,0.950454,-0.00259,0.149826,0.070613,0.11571,0.160513,0.068311,-0.11316
35.47,0.216099,0.950448,-0.0026,0.149829,0.070617,0.11571,0.160512,0.068311,-0.113159
35.48,0.216098,0.950442,-0.00261,0.14983,0.07062,0.11571,0.160512,0.068313,-0.113159
35.49,0.216095,0.950439,-0.002621,0.149831,0.070624,0.11571,0.160513,0.068315,-0.113159
35.5,0.216092,0.950436,-0.002633,0.149831,0.070626,0.115708,0.160515,0.068316,-0.11316
35.51,0.216088,0.950434,-0.002646,0.149831,0.070628,0.115707,0.160517,0.068318,-0.113161
35.52,0.216083,0.950431,-0.002658,0.149832,0.07063,0.115705,0.160519,0.068318,-0.113164
35.53,0.216077,0.950426,-0.00267,0.149832,0.070631,0.115703,0.16052,0.068317,-0.113167
35.54,0.216069,0.95042,-0.002681,0.149832,0.070633,0.1157,0.16052,0.068316,-0.113169
