Time,COG_X,COG_Y,COG_Z,R.Ankle_X,R.Ankle_Y,R.Ankle_Z,L.Ankle_X,L.Ankle_Y,L.Ankle_Z
0,0.2238,0.95003,-0.00325,0.15038,0.07049,0.11538,0.16092,0.06839,-0.11356
0.01,0.223794,0.950026,-0.003207,0.150384,0.070483,0.11539,0.160933,0.068389,-0.113558
0.02,0.223788,0.950023,-0.003166,0.150388,0.070476,0.1154,0.160945,0.068389,-0.113554
0.03,0.223781,0.950021,-0.00313,0.150392,0.070471,0.115409,0.160956,0.06839,-0.113548
0.04,0.223773,0.95002,-0.003097,0.150395,0.070466,0.115416,0.160965,0.068391,-0.11354
0.05,0.223764,0.95002,-0.003067,0.150396,0.070463,0.115424,0.160972,0.068394,-0.113529
0.06,0.223756,0.95002,-0.003038,0.150396,0.07046,0.115432,0.16098,0.068396,-0.113517
0.07,0.223748,0.950019,-0.003009,0.150395,0.070457,0.115442,0.160987,0.068398,-0.113504
0.08,0.223741,0.950016,-0.002981,0.150394,0.070452,0.115453,0.160994,0.0684,-0.113492
0.09,0.223733,0.950011,-0.002954,0.150394,0.070447,0.115466,0.161,0.068402,-0.113481
0.1,0.223726,0.950004,-0.00293,0.150396,0.07044,0.11548,0.161007,0.068403,-0.11347
0.11,0.223719,0.949997,-0.002909,0.150398,0.070433,0.115495,0.161012,0.068405,-0.113458
0.12,0.223714,0.94999,-0.002891,0.150399,0.070427,0.115509,0.161017,0.068406,-0.113446
0.13,0.22371,0.949984,-0.002875,0.1504,0.070422,0.115522,0.161022,0.068407,-0.113433
0.14,0.223707,0.949978,-0.002862,0.1504,0.070418,0.115534,0.161026,0.068406,-0.11342
0.15,0.223705,0.949972,-0.00285,0.150401,0.070416,0.115543,0.16103,0.068405,-0.11341
0.16,0.223704,0.949966,-0.00284,0.150404,0.070413,0.115548,0.161035,0.068404,-0.113403
0.17,0.223703,0.949961,-0.002833,0.150409,0.070411,0.115547,0.161039,0.068402,-0.113399
0.18,0.223701,0.949956,-0.002829,0.150417,0.070409,0.115542,0.161043,0.068402,-0.113399
0.19,0.223697,0.949953,-0.002828,0.150427,0.070408,0.115533,0.161047,0.068404,-0.113402
0.2,0.223691,0.949952,-0.002829,0.150438,0.070407,0.115523,0.161049,0.068406,-0.113407
0.21,0.223681,0.949953,-0.002834,0.150449,0.070408,0.115514,0.161051,0.068408,-0.113412
0.22,0.223668,0.949956,-0.002841,0.150459,0.070409,0.115507,0.16105,0.068411,-0.113417
0.23,0.223651,0.949959,-0.002849,0.150467,0.070411,0.115502,0.161048,0.068411,-0.113421
0.24,0.22363,0.949961,-0.002858,0.150474,0.070412,0.115497,0.161045,0.068411,-0.113423
0.25,0.223607,0.949962,-0.002868,0.15048,0.070412,0.115491,0.16104,0.068409,-0.113424
0.26,0.223583,0.94996,-0.00288,0.150487,0.070412,0.11548,0.161034,0.068406,-0.113423
0.27,0.22356,0.949956,-0.002894,0.150496,0.070412,0.115466,0.161029,0.068404,-0.113421
0.28,0.223539,0.94995,-0.00291,0.150506,0.070412,0.115449,0.161024,0.068402,-0.113419
0.29,0.22352,0.949943,-0.002929,0.150515,0.070412,0.11543,0.161019,0.0684,-0.113417
0.3,0.223503,0.949937,-0.00295,0.150524,0.070412,0.115412,0.161017,0.0684,-0.113416
0.31,0.223487,0.949933,-0.002973,0.150531,0.070412,0.115398,0.161014,0.068399,-0.113417
0.32,0.223473,0.94993,-0.002996,0.150536,0.070411,0.115386,0.161012,0.068398,-0.113418
0.33,0.223457,0.949929,-0.003019,0.15054,0.070409,0.115377,0.161008,0.068397,-0.113422
0.34,0.22344,0.94993,-0.003041,0.150541,0.070408,0.115369,0.161003,0.068395,-0.113427
0.35,0.223421,0.949931,-0.003062,0.150543,0.070408,0.11536,0.160997,0.068392,-0.113434
0.36,0.2234,0.949932,-0.003081,0.150546,0.07041,0.11535,0.16099,0.068389,-0.113441
0.37,0.223378,0.949933,-0.003099,0.15055,0.070414,0.115337,0.160984,0.068386,-0.113449
0.38,0.223354,0.949935,-0.003116,0.150555,0.070418,0.115324,0.160979,0.068383,-0.113456
0.39,0.22333,0.949938,-0.003133,0.150562,0.070421,0.115311,0.160974,0.06838,-0.113463
0.4,0.223306,0.949943,-0.003151,0.150569,0.070422,0.115299,0.160969,0.068376,-0.113468
0.41,0.223282,0.94995,-0.00317,0.150575,0.070422,0.115288,0.160965,0.068373,-0.113473
0.42,0.223258,0.949959,-0.00319,0.150579,0.070421,0.11528,0.160959,0.068371,-0.113477
0.43,0.223233,0.949969,-0.00321,0.150581,0.070422,0.115272,0.160953,0.068369,-0.113481
0.44,0.223208,0.949979,-0.00323,0.15058,0.070423,0.115265,0.160946,0.068368,-0.113484
0.45,0.223183,0.949989,-0.003247,0.150576,0.070426,0.115258,0.160938,0.068367,-0.113486
0.46,0.223159,0.949997,-0.003261,0.150571,0.070429,0.11525,0.16093,0.068367,-0.113488
0.47,0.223136,0.950005,-0.003272,0.150566,0.070432,0.115241,0.160921,0.068366,-0.11349
0.48,0.223115,0.950012,-0.003278,0.15056,0.070434,0.115232,0.160913,0.068366,-0.113492
0.49,0.223096,0.950019,-0.003281,0.150555,0.070435,0.115225,0.160907,0.068365,-0.113495
0.5,0.223082,0.950026,-0.00328,0.15055,0.070435,0.115221,0.160902,0.068366,-0.113498
0.51,0.22307,0.950033,-0.003278,0.150547,0.070435,0.115219,0.160899,0.068366,-0.113501
0.52,0.223063,0.95004,-0.003274,0.150545,0.070436,0.115219,0.160898,0.068368,-0.113504
0.53,0.223059,0.950047,-0.003268,0.150544,0.070437,0.115218,0.160897,0.068369,-0.113506
0.54,0.223057,0.950054,-0.003263,0.150545,0.070438,0.115217,0.160897,0.06837,-0.113507
0.55,0.223058,0.950061,-0.003256,0.150546,0.070439,0.115213,0.160898,0.068371,-0.113508
0.56,0.22306,0.950069,-0.003249,0.150546,0.07044,0.115209,0.160899,0.068371,-0.113509
0.57,0.223065,0.950076,-0.003241,0.150545,0.070441,0.115203,0.1609,0.068371,-0.113511
0.58,0.223071,0.950083,-0.003232,0.150543,0.070441,0.115197,0.1609,0.06837,-0.113514
0.59,0.223079,0.950089,-0.003221,0.150539,0.070441,0.115193,0.160901,0.068368,-0.113517
0.6,0.223087,0.950094,-0.003209,0.150535,0.07044,0.11519,0.160901,0.068366,-0.113519
0.61,0.223097,0.950097,-0.003195,0.150531,0.070439,0.115188,0.160902,0.068364,-0.11352
0.62,0.223106,0.950099,-0.00318,0.150526,0.070438,0.115188,0.160902,0.068363,-0.113519
0.63,0.223116,0.9501,-0.003163,0.150521,0.070435,0.115189,0.160902,0.068363,-0.113516
0.64,0.223126,0.950101,-0.003145,0.150515,0.070433,0.115192,0.160904,0.068364,-0.113514
0.65,0.223137,0.950102,-0.003127,0.15051,0.070431,0.115195,0.160905,0.068365,-0.113512
0.66,0.223148,0.950104,-0.003108,0.150505,0.070431,0.115199,0.160909,0.068367,-0.113511
0.67,0.223161,0.950107,-0.003089,0.150502,0.070431,0.115203,0.160913,0.068369,-0.113511
0.68,0.223176,0.95011,-0.00307,0.1505,0.070432,0.115209,0.160919,0.06837,-0.11351
0.69,0.223193,0.950113,-0.003051,0.150499,0.070433,0.115215,0.160926,0.06837,-0.113508
0.7,0.223213,0.950117,-0.003032,0.150498,0.070432,0.115222,0.160932,0.06837,-0.113504
0.71,0.223234,0.950119,-0.003014,0.150495,0.07043,0.115231,0.160938,0.068369,-0.113497
0.72,0.223256,0.950119,-0.002996,0.150491,0.070427,0.11524,0.160945,0.068367,-0.113486
0.73,0.223277,0.950117,-0.002978,0.150486,0.070424,0.115249,0.160952,0.068366,-0.113474
0.74,0.223296,0.950114,-0.00296,0.15048,0.070421,0.115257,0.16096,0.068364,-0.113461
0.75,0.223314,0.950109,-0.002943,0.150474,0.070419,0.115264,0.16097,0.068364,-0.113448
0.76,0.223332,0.950103,-0.002927,0.15047,0.070418,0.11527,0.16098,0.068364,-0.113436
0.77,0.22335,0.950097,-0.002913,0.150468,0.070419,0.115275,0.16099,0.068365,-0.113427
0.78,0.223369,0.950091,-0.0029,0.150467,0.07042,0.115279,0.160997,0.068366,-0.113419
0.79,0.22339,0.950086,-0.002889,0.150468,0.070422,0.115283,0.161002,0.068367,-0.113414
0.8,0.223413,0.950083,-0.002879,0.15047,0.070424,0.115286,0.161004,0.068368,-0.113411
0.81,0.223436,0.95008,-0.002869,0.150471,0.070427,0.115287,0.161005,0.068368,-0.113408
0.82,0.223461,0.95008,-0.002861,0.150473,0.070428,0.115289,0.161006,0.068367,-0.113405
0.83,0.223484,0.95008,-0.002854,0.150475,0.070429,0.115291,0.161007,0.068367,-0.113401
0.84,0.223507,0.950081,-0.002846,0.150477,0.070429,0.115293,0.161008,0.068367,-0.113396
0.85,0.223528,0.950081,-0.00284,0.150479,0.07043,0.115296,0.161009,0.068369,-0.113391
0.86,0.223549,0.950079,-0.002833,0.150482,0.070432,0.115299,0.16101,0.068371,-0.113387
0.87,0.223571,0.950076,-0.002827,0.150485,0.070435,0.115303,0.161011,0.068373,-0.113384
0.88,0.223594,0.950072,-0.002821,0.15049,0.07044,0.115305,0.161011,0.068376,-0.113382
0.89,0.223618,0.950068,-0.002817,0.150496,0.070444,0.115307,0.161011,0.068379,-0.113381
0.9,0.223643,0.950064,-0.002813,0.150502,0.070448,0.115308,0.161011,0.068381,-0.113379
0.91,0.223667,0.950061,-0.002812,0.150509,0.070451,0.115308,0.16101,0.068384,-0.113376
0.92,0.223689,0.95006,-0.002811,0.150515,0.070452,0.115306,0.161008,0.068387,-0.113371
0.93,0.223708,0.950061,-0.002811,0.150519,0.070452,0.115304,0.161007,0.068389,-0.113366
0.94,0.223724,0.950061,-0.002811,0.150521,0.07045,0.115302,0.161004,0.068391,-0.113362
0.95,0.223738,0.950062,-0.002811,0.150522,0.070449,0.1153,0.161002,0.068394,-0.113358
0.96,0.223752,0.950064,-0.002812,0.150522,0.070448,0.115298,0.160999,0.068395,-0.113357
0.97,0.223764,0.950068,-0.002813,0.150521,0.070448,0.115296,0.160997,0.068396,-0.113358
0.98,0.223775,0.950073,-0.002815,0.150522,0.070449,0.115294,0.160995,0.068397,-0.11336
0.99,0.223786,0.950079,-0.002816,0.150523,0.070452,0.115291,0.160993,0.068398,-0.113363
1,0.223796,0.950087,-0.002817,0.150525,0.070456,0.115288,0.160991,0.068399,-0.113365
1.01,0.223806,0.950094,-0.002816,0.150527,0.070461,0.115285,0.160991,0.0684,-0.113366
1.02,0.223818,0.950101,-0.002814,0.150529,0.070463,0.115283,0.160992,0.0684,-0.113366
1.03,0.223833,0.950106,-0.002812,0.150531,0.070464,0.115282,0.160994,0.0684,-0.113366
1.04,0.223851,0.950109,-0.00281,0.150532,0.070461,0.115283,0.160996,0.068399,-0.113364
1.05,0.223872,0.950112,-0.002809,0.150532,0.070457,0.115286,0.160998,0.068398,-0.113362
1.06,0.223895,0.950114,-0.00281,0.150531,0.070453,0.115289,0.160998,0.068397,-0.11336
1.07,0.223919,0.950118,-0.002813,0.15053,0.070448,0.115291,0.160996,0.068396,-0.113357
1.08,0.223943,0.950124,-0.002816,0.150528,0.070445,0.115291,0.160994,0.068395,-0.113355
1.09,0.223967,0.950133,-0.002819,0.150527,0.070442,0.115288,0.160992,0.068395,-0.113353
1.1,0.22399,0.950144,-0.002821,0.150526,0.070441,0.115283,0.160992,0.068394,-0.113353
1.11,0.224012,0.950158,-0.002822,0.150525,0.07044,0.115276,0.160993,0.068393,-0.113355
1.12,0.224032,0.950172,-0.002821,0.150526,0.07044,0.115268,0.160996,0.068392,-0.113359
1.13,0.224049,0.950186,-0.00282,0.150527,0.07044,0.115261,0.160999,0.068391,-0.113363
1.14,0.224061,0.950199,-0.002817,0.150528,0.070441,0.115258,0.161001,0.06839,-0.113366
1.15,0.224068,0.950211,-0.002813,0.150528,0.07044,0.115258,0.161001,0.06839,-0.113368
1.16,0.224068,0.950224,-0.00281,0.150527,0.070439,0.115261,0.161,0.06839,-0.113369
1.17,0.224062,0.950237,-0.002806,0.150524,0.070436,0.115266,0.160997,0.068391,-0.113369
1.18,0.224051,0.950252,-0.002803,0.150519,0.070433,0.115272,0.160993,0.068392,-0.113369
1.19,0.224037,0.950268,-0.002801,0.150514,0.07043,0.115276,0.160987,0.068393,-0.11337
1.2,0.224025,0.950286,-0.002801,0.150508,0.070427,0.11528,0.160981,0.068395,-0.11337
1.21,0.224017,0.950304,-0.002801,0.150503,0.070426,0.115282,0.160975,0.068396,-0.113371
1.22,0.224014,0.950323,-0.002802,0.150499,0.070425,0.115283,0.160968,0.068397,-0.113371
1.23,0.224015,0.95034,-0.002803,0.150497,0.070425,0.115284,0.160961,0.068398,-0.11337
1.24,0.22402,0.950357,-0.002803,0.150495,0.070425,0.115285,0.160955,0.068399,-0.113367
1.25,0.224026,0.950373,-0.002802,0.150495,0.070423,0.115287,0.160949,0.068399,-0.113363
1.26,0.224031,0.950388,-0.0028,0.150496,0.070419,0.11529,0.160944,0.068399,-0.113357
1.27,0.224035,0.950403,-0.002796,0.150498,0.070415,0.115293,0.160941,0.0684,-0.113352
1.28,0.224038,0.950419,-0.002791,0.1505,0.070411,0.115299,0.160938,0.0684,-0.113346
1.29,0.224042,0.950437,-0.002785,0.1505,0.070408,0.115306,0.160936,0.068402,-0.113343
1.3,0.224046,0.950456,-0.002779,0.150499,0.070408,0.115314,0.160932,0.068404,-0.113341
1.31,0.22405,0.950477,-0.002774,0.150495,0.070409,0.115324,0.160928,0.068406,-0.113342
1.32,0.224055,0.950498,-0.002767,0.150491,0.070411,0.115334,0.160923,0.068409,-0.113342
1.33,0.224057,0.950517,-0.002757,0.150486,0.070412,0.115343,0.160917,0.06841,-0.113342
1.34,0.224057,0.950532,-0.00274,0.150482,0.070412,0.115351,0.160912,0.06841,-0.113341
1.35,0.224052,0.950541,-0.002715,0.15048,0.070409,0.115359,0.160907,0.06841,-0.113338
1.36,0.224044,0.950544,-0.002683,0.150477,0.070406,0.115367,0.160902,0.06841,-0.113334
1.37,0.224034,0.950542,-0.002647,0.150474,0.070402,0.115374,0.160897,0.06841,-0.113331
1.38,0.224027,0.950538,-0.002614,0.150471,0.070399,0.115382,0.160894,0.068411,-0.113329
1.39,0.224024,0.950536,-0.002587,0.150468,0.070398,0.115389,0.160892,0.068413,-0.113329
1.4,0.224027,0.950535,-0.002568,0.150465,0.070398,0.115396,0.160891,0.068416,-0.11333
1.41,0.224035,0.950536,-0.002555,0.150462,0.0704,0.115402,0.160891,0.068419,-0.11333
1.42,0.224048,0.950538,-0.002545,0.150461,0.070403,0.115407,0.160893,0.068422,-0.113331
1.43,0.224063,0.95054,-0.002533,0.15046,0.070406,0.115411,0.160895,0.068424,-0.11333
1.44,0.224079,0.950542,-0.002518,0.150459,0.070407,0.115414,0.160898,0.068425,-0.113328
1.45,0.224096,0.950544,-0.0025,0.150458,0.070407,0.115418,0.1609,0.068426,-0.113326
1.46,0.224114,0.950547,-0.002481,0.150457,0.070405,0.115422,0.160903,0.068426,-0.113324
1.47,0.224134,0.950551,-0.002462,0.150456,0.0704,0.115426,0.160906,0.068424,-0.113322
1.48,0.224156,0.950557,-0.002444,0.150456,0.070395,0.115432,0.160909,0.068422,-0.113322
1.49,0.224181,0.950566,-0.00243,0.150458,0.070389,0.115438,0.160914,0.068421,-0.113322
1.5,0.224207,0.950577,-0.002417,0.15046,0.070386,0.115444,0.16092,0.06842,-0.113322
1.51,0.224234,0.950588,-0.002405,0.150462,0.070385,0.11545,0.160927,0.068421,-0.113322
1.52,0.224261,0.9506,-0.002394,0.150461,0.070387,0.115456,0.160934,0.068424,-0.11332
1.53,0.224287,0.950612,-0.002381,0.15046,0.070391,0.115459,0.160941,0.068427,-0.113318
1.54,0.22431,0.950621,-0.002368,0.150457,0.070395,0.115462,0.160946,0.068429,-0.113315
1.55,0.224331,0.950629,-0.002353,0.150455,0.070396,0.115462,0.160949,0.06843,-0.113311
1.56,0.224348,0.950634,-0.002338,0.150454,0.070395,0.115461,0.16095,0.068427,-0.113308
1.57,0.224362,0.950635,-0.002322,0.150455,0.070391,0.115459,0.160951,0.068423,-0.113306
1.58,0.224372,0.950635,-0.002307,0.150456,0.070384,0.115455,0.160951,0.068417,-0.113303
1.59,0.22438,0.950635,-0.002292,0.150457,0.070377,0.115451,0.160952,0.068413,-0.1133
1.6,0.224386,0.950637,-0.002278,0.150457,0.070371,0.115449,0.160954,0.06841,-0.113298
1.61,0.224389,0.950643,-0.002264,0.150455,0.070369,0.115449,0.160956,0.06841,-0.113296
1.62,0.224391,0.950654,-0.00225,0.150451,0.07037,0.115451,0.160958,0.068413,-0.113294
1.63,0.224393,0.950669,-0.002237,0.150447,0.070373,0.115456,0.160958,0.068416,-0.113292
1.64,0.224394,0.950686,-0.002225,0.150445,0.070377,0.11546,0.160958,0.068419,-0.113291
1.65,0.224396,0.950703,-0.002213,0.150443,0.070381,0.115463,0.160957,0.068421,-0.11329
1.66,0.224397,0.950717,-0.002203,0.150443,0.070382,0.115462,0.160954,0.06842,-0.11329
1.67,0.224399,0.950727,-0.002194,0.150443,0.070381,0.115459,0.160952,0.068417,-0.11329
1.68,0.224401,0.950732,-0.002186,0.150443,0.070377,0.115455,0.160949,0.068413,-0.11329
1.69,0.224405,0.950733,-0.002178,0.150442,0.070371,0.115449,0.160947,0.068409,-0.11329
1.7,0.224409,0.950734,-0.00217,0.150441,0.070366,0.115445,0.160944,0.068407,-0.11329
1.71,0.224416,0.950736,-0.002161,0.150439,0.070363,0.115443,0.16094,0.068406,-0.11329
1.72,0.224424,0.95074,-0.002151,0.150437,0.070365,0.115444,0.160937,0.068407,-0.11329
1.73,0.224435,0.950747,-0.002142,0.150436,0.07037,0.115446,0.160933,0.06841,-0.11329
1.74,0.224448,0.950756,-0.002133,0.150436,0.070378,0.115449,0.160931,0.068413,-0.113289
1.75,0.224463,0.950765,-0.002125,0.150436,0.070387,0.115451,0.160929,0.068416,-0.11329
1.76,0.224479,0.950772,-0.002119,0.150437,0.070394,0.115452,0.160929,0.068417,-0.113291
1.77,0.224496,0.950775,-0.002113,0.150439,0.070399,0.11545,0.16093,0.068417,-0.113293
1.78,0.224509,0.950774,-0.002107,0.150441,0.070399,0.115446,0.160932,0.068415,-0.113297
1.79,0.224517,0.950769,-0.0021,0.150443,0.070397,0.11544,0.160933,0.068413,-0.113302
1.8,0.224518,0.950762,-0.002092,0.150444,0.070393,0.115434,0.160933,0.068411,-0.113307
1.81,0.224513,0.950753,-0.002083,0.150445,0.070389,0.115429,0.160931,0.068409,-0.113313
1.82,0.224506,0.950746,-0.002073,0.150446,0.070388,0.115426,0.160928,0.068408,-0.113318
1.83,0.224502,0.950739,-0.002062,0.150446,0.070389,0.115426,0.160925,0.068407,-0.113323
1.84,0.224505,0.950734,-0.002051,0.150444,0.070394,0.115427,0.160922,0.068407,-0.113327
1.85,0.224515,0.95073,-0.002041,0.150442,0.0704,0.11543,0.16092,0.068408,-0.11333
1.86,0.224531,0.950726,-0.00203,0.150438,0.070405,0.115433,0.160917,0.068409,-0.113331
1.87,0.22455,0.950723,-0.002019,0.150433,0.07041,0.115435,0.160915,0.06841,-0.11333
1.88,0.224567,0.950718,-0.002006,0.15043,0.070412,0.115437,0.160913,0.06841,-0.113328
1.89,0.224582,0.950713,-0.001991,0.150428,0.070413,0.115438,0.160912,0.06841,-0.113323
1.9,0.224595,0.950707,-0.001974,0.150428,0.070411,0.115439,0.160912,0.06841,-0.113317
1.91,0.224607,0.9507,-0.001958,0.15043,0.07041,0.115439,0.160913,0.068409,-0.113311
1.92,0.224622,0.950693,-0.001941,0.150434,0.070409,0.115439,0.160915,0.068409,-0.113307
1.93,0.22464,0.950688,-0.001924,0.150437,0.070409,0.11544,0.160918,0.068409,-0.113303
1.94,0.224662,0.950682,-0.001907,0.150441,0.07041,0.11544,0.16092,0.068411,-0.113302
1.95,0.224686,0.950678,-0.001889,0.150445,0.070411,0.11544,0.160922,0.068414,-0.113302
1.96,0.224712,0.950673,-0.00187,0.150449,0.070412,0.115441,0.160924,0.068417,-0.113303
1.97,0.224738,0.950667,-0.00185,0.150452,0.070412,0.115441,0.160926,0.06842,-0.113304
1.98,0.224763,0.95066,-0.00183,0.150454,0.07041,0.11544,0.160929,0.068422,-0.113304
1.99,0.224786,0.950651,-0.00181,0.150457,0.070405,0.115438,0.160933,0.068423,-0.113303
2,0.224809,0.950641,-0.00179,0.150458,0.070398,0.115436,0.160937,0.068422,-0.1133
2.01,0.224833,0.950629,-0.001771,0.15046,0.070391,0.115433,0.160942,0.068421,-0.113296
2.02,0.224859,0.950617,-0.001751,0.150461,0.070385,0.115431,0.160948,0.068421,-0.113292
2.03,0.224889,0.950605,-0.00173,0.150461,0.070381,0.11543,0.160954,0.068422,-0.113288
2.04,0.224924,0.950593,-0.001708,0.150462,0.070381,0.115431,0.16096,0.068426,-0.113284
2.05,0.224964,0.950582,-0.001684,0.150462,0.070383,0.115433,0.160966,0.06843,-0.113282
2.06,0.225006,0.950571,-0.00166,0.150461,0.070386,0.115436,0.160971,0.068435,-0.11328
2.07,0.225048,0.950561,-0.001636,0.15046,0.070388,0.115439,0.160975,0.068439,-0.113279
2.08,0.225086,0.950551,-0.001612,0.150459,0.070389,0.115441,0.160978,0.068442,-0.113278
2.09,0.225119,0.95054,-0.00159,0.150459,0.070387,0.115443,0.160981,0.068443,-0.113276
2.1,0.225147,0.950529,-0.001569,0.150458,0.070384,0.115444,0.160983,0.068442,-0.113273
2.11,0.225169,0.950519,-0.001549,0.150458,0.07038,0.115445,0.160986,0.06844,-0.113269
2.12,0.225188,0.95051,-0.001531,0.150457,0.070377,0.115448,0.160988,0.068439,-0.113265
2.13,0.225204,0.950503,-0.001514,0.150456,0.070376,0.115452,0.16099,0.06844,-0.113261
2.14,0.225219,0.9505,-0.001497,0.150455,0.070377,0.115457,0.16099,0.068442,-0.113257
2.15,0.225232,0.950499,-0.001482,0.150454,0.070379,0.115463,0.160987,0.068446,-0.113255
2.16,0.225246,0.9505,-0.001466,0.150454,0.070383,0.115468,0.160983,0.068451,-0.113253
2.17,0.225258,0.950503,-0.00145,0.150454,0.070385,0.115472,0.160978,0.068455,-0.113252
2.18,0.225271,0.950504,-0.001434,0.150456,0.070386,0.115475,0.160974,0.068457,-0.113251
2.19,0.225284,0.950504,-0.001418,0.150458,0.070385,0.115477,0.160971,0.068458,-0.113251
2.2,0.225298,0.950501,-0.001402,0.15046,0.070382,0.115479,0.16097,0.068457,-0.113251
2.21,0.225312,0.950496,-0.001386,0.150462,0.070377,0.115482,0.160971,0.068454,-0.11325
2.22,0.225326,0.950489,-0.00137,0.150463,0.070372,0.115486,0.160972,0.068451,-0.113249
2.23,0.225341,0.950482,-0.001353,0.150464,0.070369,0.115492,0.160973,0.068449,-0.113248
2.24,0.225357,0.950477,-0.001337,0.150464,0.070367,0.115498,0.160972,0.068448,-0.113246
2.25,0.225373,0.950474,-0.001321,0.150464,0.070368,0.115505,0.160971,0.068449,-0.113244
2.26,0.22539,0.950474,-0.001305,0.150465,0.070371,0.115511,0.160969,0.068451,-0.113244
2.27,0.225409,0.950476,-0.001289,0.150465,0.070375,0.115517,0.160967,0.068454,-0.113244
2.28,0.225427,0.950479,-0.001273,0.150466,0.070377,0.115522,0.160965,0.068457,-0.113246
2.29,0.225444,0.95048,-0.001256,0.150466,0.070377,0.115526,0.160963,0.068459,-0.113246
2.3,0.225459,0.95048,-0.001238,0.150466,0.070375,0.115529,0.160962,0.068459,-0.113246
2.31,0.225471,0.950477,-0.001219,0.150466,0.070372,0.115529,0.160962,0.068457,-0.113245
2.32,0.22548,0.950474,-0.001201,0.150467,0.070367,0.115527,0.160961,0.068454,-0.113242
2.33,0.225488,0.95047,-0.001183,0.150468,0.070363,0.115525,0.16096,0.068451,-0.11324
2.34,0.225495,0.950467,-0.001166,0.150471,0.070359,0.115522,0.16096,0.068449,-0.113239
2.35,0.225504,0.950466,-0.00115,0.150473,0.070356,0.11552,0.160959,0.06845,-0.113238
2.36,0.225514,0.950467,-0.001133,0.150475,0.070353,0.115518,0.160958,0.068453,-0.113238
2.37,0.225528,0.95047,-0.001117,0.150475,0.070351,0.115518,0.160957,0.068457,-0.113238
2.38,0.225542,0.950474,-0.0011,0.150473,0.07035,0.115519,0.160956,0.068462,-0.113237
2.39,0.225557,0.950477,-0.001081,0.15047,0.070349,0.115521,0.160955,0.068467,-0.113235
2.4,0.225571,0.950478,-0.001062,0.150467,0.070348,0.115525,0.160953,0.06847,-0.113232
2.41,0.225583,0.950477,-0.00104,0.150466,0.070347,0.11553,0.160952,0.068471,-0.113229
2.42,0.225591,0.950475,-0.001017,0.150466,0.070346,0.115536,0.16095,0.068471,-0.113225
2.43,0.225597,0.950472,-0.000993,0.150469,0.070344,0.115542,0.160949,0.06847,-0.11322
2.44,0.225601,0.95047,-0.000967,0.150471,0.070343,0.115548,0.160949,0.068469,-0.113216
2.45,0.225604,0.950469,-0.00094,0.150474,0.070342,0.115553,0.16095,0.068469,-0.113212
2.46,0.225608,0.950469,-0.000914,0.150475,0.070341,0.115558,0.160952,0.06847,-0.113208
2.47,0.225612,0.950467,-0.000888,0.150475,0.070341,0.115561,0.160954,0.068473,-0.113204
2.48,0.225616,0.950464,-0.000862,0.150475,0.070342,0.115564,0.160957,0.068477,-0.1132
2.49,0.22562,0.950459,-0.000838,0.150475,0.070342,0.115566,0.160959,0.068482,-0.113197
2.5,0.225622,0.950451,-0.000813,0.150476,0.070342,0.115568,0.160959,0.068487,-0.113193
2.51,0.225623,0.95044,-0.000787,0.150477,0.070341,0.115569,0.160957,0.06849,-0.113188
2.52,0.225623,0.950427,-0.00076,0.150478,0.070339,0.115571,0.160954,0.068492,-0.113183
2.53,0.225621,0.950413,-0.000731,0.150479,0.070335,0.115575,0.160951,0.068493,-0.113176
2.54,0.22562,0.950401,-0.000701,0.150477,0.070331,0.11558,0.160949,0.068492,-0.11317
2.55,0.22562,0.95039,-0.000671,0.150473,0.070328,0.115586,0.160949,0.068492,-0.113163
2.56,0.225619,0.950382,-0.00064,0.150468,0.070325,0.115592,0.16095,0.068492,-0.113157
2.57,0.225619,0.950379,-0.000609,0.150463,0.070323,0.115598,0.160953,0.068494,-0.113152
2.58,0.225619,0.950379,-0.000579,0.150458,0.070323,0.115603,0.160957,0.068497,-0.113148
2.59,0.22562,0.950382,-0.000549,0.150456,0.070323,0.115607,0.160962,0.068501,-0.113144
2.6,0.225622,0.950387,-0.000522,0.150456,0.070323,0.115609,0.160967,0.068506,-0.11314
2.61,0.225626,0.95039,-0.000495,0.150459,0.070322,0.115612,0.160972,0.068511,-0.113135
2.62,0.225633,0.95039,-0.00047,0.150463,0.07032,0.115615,0.160978,0.068515,-0.113129
2.63,0.225643,0.950387,-0.000444,0.150468,0.070317,0.115617,0.160984,0.068518,-0.113123
2.64,0.225656,0.95038,-0.000418,0.150473,0.070313,0.115619,0.16099,0.068519,-0.113118
2.65,0.225671,0.950372,-0.000391,0.150475,0.070308,0.11562,0.160997,0.06852,-0.113114
2.66,0.225688,0.950364,-0.000363,0.150476,0.070304,0.11562,0.161003,0.06852,-0.113111
2.67,0.225705,0.950356,-0.000335,0.150475,0.070299,0.11562,0.161008,0.06852,-0.113109
2.68,0.225723,0.950351,-0.000306,0.150473,0.070296,0.11562,0.161013,0.068521,-0.113107
2.69,0.225742,0.950349,-0.000277,0.15047,0.070293,0.115621,0.161017,0.068523,-0.113104
2.7,0.225761,0.950349,-0.000248,0.150466,0.07029,0.115624,0.161022,0.068526,-0.1131
2.71,0.22578,0.950351,-0.000221,0.150462,0.070288,0.115628,0.161027,0.06853,-0.113095
2.72,0.2258,0.950354,-0.000197,0.150457,0.070286,0.115635,0.161033,0.068534,-0.11309
