t(s),m1_X (m),m1_Y (m),m1_Z(m),m2_X (m),m2_Y (m),m2_Z(m),m3_X (m),m3_Y (m),m3_Z(m)
2.260000000000000231e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.526335692789973220e-01,8.812303231060247821e-02,-4.679073890264376367e-01,2.336775063820659415e-01,1.349137712132462419e-01,-4.326581761021966455e-01
2.270000000000000018e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.520831328977165497e-01,8.780523771769825625e-02,-4.681463028983076091e-01,2.331684510972563684e-01,1.346198680075290088e-01,-4.330242078112283011e-01
2.280000000000000249e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.513954410881307167e-01,8.740819866631438506e-02,-4.684434087738245100e-01,2.325322195348327736e-01,1.342525395436968416e-01,-4.334801293072987338e-01
2.290000000000000036e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.505814732881638196e-01,8.693825413789180168e-02,-4.687930885474116405e-01,2.317788180482890925e-01,1.338175629926329768e-01,-4.340177868922548976e-01
2.300000000000000266e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.496559798183550449e-01,8.640392023396446797e-02,-4.691880755867638420e-01,2.309217383405292312e-01,1.333227277926408438e-01,-4.346265074931780492e-01
2.310000000000000053e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.486369988121495345e-01,8.581561127573260339e-02,-4.696197647517504348e-01,2.299775280910070774e-01,1.327775877509076441e-01,-4.352935202414573990e-01
2.320000000000000284e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.475452573810504819e-01,8.518529406660209358e-02,-4.700785707721062412e-01,2.289652541937155228e-01,1.321931511438127205e-01,-4.360044531454653760e-01
2.330000000000000071e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.464034756363495060e-01,8.452608606894318477e-02,-4.705543147134689796e-01,2.279058737167978799e-01,1.315815175402900716e-01,-4.367438802858917279e-01
2.340000000000000302e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.452355960502265397e-01,8.385181047551401590e-02,-4.710366180244524581e-01,2.268215315146031030e-01,1.309554722779592562e-01,-4.374958938342468628e-01
2.350000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.440659639866452846e-01,8.317652308875256306e-02,-4.715152850411795660e-01,2.257348070103097348e-01,1.303280515928705308e-01,-4.382446758056785518e-01
2.360000000000000320e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.429184878330538033e-01,8.251402742258784340e-02,-4.719806575634404866e-01,2.246679357420184875e-01,1.297120931789318976e-01,-4.389750465944053381e-01
2.370000000000000107e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.418158087922729849e-01,8.187739538156328656e-02,-4.724239287992561542e-01,2.236420335314343311e-01,1.291197882614888992e-01,-4.396729706466308563e-01
2.379999999999999893e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.407785108639037774e-01,8.127851114338947858e-02,-4.728374081069047774e-01,2.226763523199377093e-01,1.285622519540799424e-01,-4.403260036495489915e-01
2.390000000000000124e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.398244007347427265e-01,8.072765540348179891e-02,-4.732147320321153927e-01,2.217875966117142661e-01,1.280491286066933188e-01,-4.409236698707226787e-01
2.399999999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.389678851687714267e-01,8.023314591090316417e-02,-4.735510206819946166e-01,2.209893279485029283e-01,1.275882479791026203e-01,-4.414577623176333399e-01
2.410000000000000142e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.382194700887635908e-01,7.980104826299506959e-02,-4.738429811493555244e-01,2.202914819048221451e-01,1.271853463779306082e-01,-4.419225618441575132e-01
2.419999999999999929e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.375854010080576340e-01,7.943496830856466850e-02,-4.740889613134535718e-01,2.197000178383033964e-01,1.268438644399100257e-01,-4.423149739900277266e-01
2.430000000000000160e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.370674590103797552e-01,7.913593435678073496e-02,-4.742889578874013301e-01,2.192167162633672506e-01,1.265648301455208624e-01,-4.426345841446890361e-01
2.439999999999999947e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.366629203514618252e-01,7.890237385315684859e-02,-4.744445822236214028e-01,2.188391325301720369e-01,1.263468320755190000e-01,-4.428836326823586411e-01
2.450000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.363646812683893816e-01,7.873018543826210136e-02,-4.745589864320635121e-01,2.185607088372617524e-01,1.261860840814684470e-01,-4.430669122567586493e-01
2.459999999999999964e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.361615430470402566e-01,7.861290353148349397e-02,-4.746367512039061376e-01,2.183710398694996557e-01,1.260765786518741050e-01,-4.431915897913127345e-01
2.470000000000000195e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.360386461275995273e-01,7.854194896196181608e-02,-4.746837357789145395e-01,2.182562809171675888e-01,1.260103225398532811e-01,-4.432669561941298131e-01
2.479999999999999982e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.359780363153089422e-01,7.850695587052031188e-02,-4.747068901119686490e-01,2.181996815530035105e-01,1.259776448817171712e-01,-4.433041077637605021e-01
2.490000000000000213e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.359593412636675436e-01,7.849616227742263475e-02,-4.747140297388166563e-01,2.181822231210068797e-01,1.259675652513043143e-01,-4.433155648278476191e-01
2.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.359605315138214254e-01,7.849684946866937463e-02,-4.747135752155948740e-01,2.181833346454294387e-01,1.259682069902288704e-01,-4.433148354281271075e-01
2.510000000000000231e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.359587376463414210e-01,7.849581377879689958e-02,-4.747142602416928869e-01,2.181816594279500643e-01,1.259672398029662022e-01,-4.433159347301741104e-01
2.520000000000000018e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.359310935970080847e-01,7.847985347947281087e-02,-4.747248154366505157e-01,2.181558435920117611e-01,1.259523350231378513e-01,-4.433328740448613803e-01
2.530000000000000249e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.358555758987555762e-01,7.843625331605814932e-02,-4.747536378617404629e-01,2.180853180842245720e-01,1.259116171022321984e-01,-4.433791365353171865e-01
2.540000000000000036e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.357118094598439850e-01,7.835324972385210307e-02,-4.748084593084317406e-01,2.179510469984143606e-01,1.258340956546952771e-01,-4.434671594188909216e-01
2.550000000000000266e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.354818123390051920e-01,7.822046082422298707e-02,-4.748960286565732103e-01,2.177362173335922191e-01,1.257100636898803026e-01,-4.436078443268839933e-01
2.560000000000000053e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.351506546600068359e-01,7.802926684910907462e-02,-4.750218248248833097e-01,2.174268481900849537e-01,1.255314493315974056e-01,-4.438101180852396799e-01
2.570000000000000284e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.347070101357000504e-01,7.777312856357605775e-02,-4.751898166982683192e-01,2.170123007117742975e-01,1.252921102334028924e-01,-4.440805652728379016e-01
2.580000000000000071e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.341435824702980895e-01,7.744783344928735103e-02,-4.754022847821051112e-01,2.164856735979915625e-01,1.249880619274978677e-01,-4.444231514023901930e-01
2.590000000000000302e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.334573930325571034e-01,7.705166179269250237e-02,-4.756597162467493534e-01,2.158440725978736374e-01,1.246176334173674377e-01,-4.448390515296723469e-01
2.600000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.326499205350784028e-01,7.658546732890995912e-02,-4.759607807120769807e-01,2.150887459954250458e-01,1.241815454001176516e-01,-4.453265937805129804e-01
2.610000000000000320e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.317270879480500478e-01,7.605266968637218461e-02,-4.763023889655627618e-01,2.142250816935289126e-01,1.236829085829284636e-01,-4.458813210910138602e-01
2.620000000000000107e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.306990964786207132e-01,7.545915853477251634e-02,-4.766798313049297464e-01,2.132624651549707151e-01,1.231271416652654910e-01,-4.464961678910207565e-01
2.630000000000000338e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.295801111272555650e-01,7.481311204094259759e-02,-4.770869868975651240e-01,2.122140012209085824e-01,1.225218107306991072e-01,-4.471617420811880850e-01
2.640000000000000124e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.283878070434833207e-01,7.412473495722081418e-02,-4.775165909893467342e-01,2.110961067485468690e-01,1.218763940561554820e-01,-4.478666970064584252e-01
2.649999999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.271427905654494983e-01,7.340592435848246333e-02,-4.779605434304248224e-01,2.099279850889221866e-01,1.212019787015249372e-01,-4.485981736870318093e-01
2.660000000000000142e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.258679133149790130e-01,7.266987363473959016e-02,-4.784102401325079357e-01,2.087309975920521032e-01,1.205108976479903893e-01,-4.493422906786120885e-01
2.669999999999999929e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.245875018598992662e-01,7.193062773647582175e-02,-4.788569088712683053e-01,2.075279514319409158e-01,1.198163186236026467e-01,-4.500846577766779433e-01
2.680000000000000160e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.233265290394925939e-01,7.120260473917322530e-02,-4.792919322432083740e-01,2.063423268698022783e-01,1.191317979634940599e-01,-4.508108903475390727e-01
2.689999999999999947e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.221097558530699900e-01,7.050010041244941794e-02,-4.797071433357420478e-01,2.051974703541931122e-01,1.184708147460236116e-01,-4.515071031707622584e-01
2.700000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.209608746231228132e-01,6.983679352507250748e-02,-4.800950833746848168e-01,2.041157823100198665e-01,1.178463018625409836e-01,-4.521603659646558082e-01
2.709999999999999964e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.199016847896442334e-01,6.922526998959073474e-02,-4.804492147766224464e-01,2.031179298346124373e-01,1.172701914672529822e-01,-4.527591067807861247e-01
2.720000000000000195e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.189513320596007340e-01,6.867658358507502947e-02,-4.807640871241619651e-01,2.022221145949526233e-01,1.167529922974912260e-01,-4.532934536901319644e-01
2.729999999999999982e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.181256396911243428e-01,6.819986987386736366e-02,-4.810354571097126830e-01,2.014434248867385535e-01,1.163034155848386292e-01,-4.537555091601657153e-01
2.740000000000000213e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.174365574841537696e-01,6.780202807617911887e-02,-4.812603660754000701e-01,2.007932980553328028e-01,1.159280646837191203e-01,-4.541395548449284059e-01
2.750000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.168917497043901188e-01,6.748748315787597707e-02,-4.814371801887153968e-01,2.002791153783448908e-01,1.156312011767475223e-01,-4.544421869255649837e-01
2.760000000000000231e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.164943378781174571e-01,6.725803733299831610e-02,-4.815655984977041948e-01,1.999039462556512770e-01,1.154145971827687245e-01,-4.546623835645048350e-01
2.770000000000000018e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.162428084043537618e-01,6.711281672361171791e-02,-4.816466332548081097e-01,1.996664524135358942e-01,1.152774800490925233e-01,-4.548015065653634448e-01
2.780000000000000249e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.161310885133762655e-01,6.704831521448202658e-02,-4.816825652933660051e-01,1.995609561341985805e-01,1.152165717438186215e-01,-4.548632392075732112e-01
2.790000000000000036e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.161487875486225813e-01,6.705853375724588061e-02,-4.816768753026381966e-01,1.995776696341413636e-01,1.152262212875097003e-01,-4.548534617997398444e-01
2.800000000000000266e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.162815941555917360e-01,6.713520968752968721e-02,-4.816341500359434535e-01,1.997030760078423173e-01,1.152986246911240353e-01,-4.547800661609315842e-01
2.810000000000000053e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.165118140082166825e-01,6.726812718141549075e-02,-4.815599612322640222e-01,1.999204459827347291e-01,1.154241233046418846e-01,-4.546527103596978425e-01
2.820000000000000284e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.168190274474698170e-01,6.744549694326695821e-02,-4.814607146676694871e-01,2.002104694127523898e-01,1.155915684100339014e-01,-4.544825158903627038e-01
2.830000000000000071e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.171808420689634672e-01,6.765439071238306401e-02,-4.813434674630422960e-01,2.005519762227000735e-01,1.157887374586872853e-01,-4.542817111780890760e-01
2.840000000000000302e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.175737120467348767e-01,6.788121429980591148e-02,-4.812157135638188143e-01,2.009227185760394940e-01,1.160027856561877957e-01,-4.540632278438964664e-01
2.850000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.179737939293419441e-01,6.811220168242698714e-02,-4.810851399990334065e-01,2.013001844538131746e-01,1.162207156823303333e-01,-4.538402593260625895e-01
2.860000000000000320e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.183578078334654310e-01,6.833391221334524090e-02,-4.809593597867446446e-01,2.016624125861095629e-01,1.164298481920197081e-01,-4.536257949014065316e-01
2.870000000000000107e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.187038733606355367e-01,6.853371323861415232e-02,-4.808456307370481131e-01,2.019887796640425781e-01,1.166182763123189692e-01,-4.534321454416024300e-01
2.880000000000000338e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.189922910807441475e-01,6.870023128695791625e-02,-4.807505724224090393e-01,2.022607328010875283e-01,1.167752885291988146e-01,-4.532704799076258673e-01
2.890000000000000124e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.192062429162204923e-01,6.882375643676380550e-02,-4.806798957723653620e-01,2.024624430816854281e-01,1.168917460140003473e-01,-4.531503931976598176e-01
2.900000000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.193323880455081781e-01,6.889658636111500867e-02,-4.806381607312736892e-01,2.025813594898104308e-01,1.169604024342423831e-01,-4.530795261868276746e-01
2.910000000000000142e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.193613348364040844e-01,6.891329879863093699e-02,-4.806285769643357519e-01,2.026086463235798885e-01,1.169761564950645150e-01,-4.530632574448833494e-01
2.919999999999999929e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.192879736431437243e-01,6.887094369395399540e-02,-4.806528606581020324e-01,2.025394911894594085e-01,1.169362297597641986e-01,-4.531044831805204343e-01
2.930000000000000160e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.191116599072341437e-01,6.876914891106476746e-02,-4.807111571746501277e-01,2.023732747064063697e-01,1.168402646285297830e-01,-4.532034976102242152e-01
2.939999999999999947e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.188362417764530915e-01,6.861013617911862483e-02,-4.808020349935420157e-01,2.021135970755855160e-01,1.166903396784728236e-01,-4.533579805218945769e-01
2.950000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.184699313156126754e-01,6.839864673594543698e-02,-4.809225514558090886e-01,2.017681606783245929e-01,1.164909018815263458e-01,-4.535630927614309194e-01
2.959999999999999964e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.180250232621292694e-01,6.814177895150215492e-02,-4.810683858302252647e-01,2.013485118794390849e-01,1.162486175345246731e-01,-4.538116742496243750e-01
2.970000000000000195e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.175174701164480445e-01,6.784874300621505927e-02,-4.812340306855972250e-01,2.008696492643095022e-01,1.159721460747747818e-01,-4.540945334831111846e-01
2.979999999999999982e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.169663270730500609e-01,6.753054042174724825e-02,-4.814130289485183956e-01,2.003495096294961308e-01,1.156718433165990767e-01,-4.544008127798194741e-01
2.990000000000000213e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.163930847834319104e-01,6.719957883152533062e-02,-4.815982417113484626e-01,1.998083471314211490e-01,1.153594030026601769e-01,-4.547184101787383192e-01
