t(s),m1_X (m),m1_Y (m),m1_Z(m),m2_X (m),m2_Y (m),m2_Z(m),m3_X (m),m3_Y (m),m3_Z(m)
1.120000000000000107e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.154123225104245892e-01,6.663333546919351924e-02,-4.819128494001790330e-01,1.988820765085644870e-01,1.148246204092114170e-01,-4.552595152125016309e-01
1.130000000000000115e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.155512716859924266e-01,6.671355781311129329e-02,-4.818684517746172347e-01,1.990133357898114796e-01,1.149004029905730112e-01,-4.551830286493727118e-01
1.140000000000000124e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.157948562241268159e-01,6.685419141177360858e-02,-4.817904818099997821e-01,1.992434155339276869e-01,1.150332395927735896e-01,-4.550488052452903442e-01
1.150000000000000133e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.161234070279566211e-01,6.704388030680721866e-02,-4.816850344920693416e-01,1.995537023265397392e-01,1.152123837560141417e-01,-4.548674823693464320e-01
1.160000000000000142e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.165150224222269992e-01,6.726997956010802304e-02,-4.815589261969199231e-01,1.999234751233646690e-01,1.154258721798000209e-01,-4.546509343728767361e-01
1.170000000000000151e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.169463693220731959e-01,6.751901780884833615e-02,-4.814194937230041882e-01,2.003306716103061547e-01,1.156609671811487522e-01,-4.544118865994648537e-01
1.180000000000000160e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.173935310232742529e-01,6.777718673740805444e-02,-4.812743623255347214e-01,2.007526958160881503e-01,1.159046229699615266e-01,-4.541634876305715163e-01
1.189999999999999947e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.178328706364215606e-01,6.803083958132431774e-02,-4.811311873735067413e-01,2.011672368001070910e-01,1.161439583186749946e-01,-4.539188515409769975e-01
1.199999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.182418791934438107e-01,6.826698078182197316e-02,-4.809973776848865401e-01,2.015530688392058178e-01,1.163667185503106244e-01,-4.536905853721577286e-01
1.209999999999999964e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.185999786202076439e-01,6.847372958226072281e-02,-4.808798118328339033e-01,2.018908052630706274e-01,1.165617107655441131e-01,-4.534903199999296142e-01
1.219999999999999973e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.188892519634474482e-01,6.864074162484960773e-02,-4.807845612712231542e-01,2.021635807250944938e-01,1.167191977519719259e-01,-4.533282646212832834e-01
1.229999999999999982e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.190950763141462726e-01,6.875957436913135434e-02,-4.807166355872278252e-01,2.023576400022114585e-01,1.168312379278541313e-01,-4.532128058395752945e-01
1.239999999999999991e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.192066375948756113e-01,6.882398430459157890e-02,-4.806797652676523258e-01,2.024628151562611889e-01,1.168919608313568059e-01,-4.531501715458157165e-01
1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.192173105921112142e-01,6.883014636241861772e-02,-4.806762359498460979e-01,2.024728768577211402e-01,1.168977699574032247e-01,-4.531441774048786675e-01
1.260000000000000009e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.191248921554392826e-01,6.877678855312799322e-02,-4.807067852914844175e-01,2.023857497222347479e-01,1.168474670822764322e-01,-4.531960698702331980e-01
1.270000000000000018e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.189316802260377420e-01,6.866523759367736124e-02,-4.807705695909592070e-01,2.022035855575747554e-01,1.167422945527732819e-01,-4.533044745534882680e-01
1.280000000000000027e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.186443962025138382e-01,6.849937408536195538e-02,-4.808652025252550533e-01,2.019326924390778266e-01,1.165858943378874635e-01,-4.534654528911102878e-01
1.290000000000000036e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.182739530331229222e-01,6.828549862179465746e-02,-4.809868633464863263e-01,2.015833215420532176e-01,1.163841849564432873e-01,-4.536726638977684467e-01
1.300000000000000044e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.178350762781601030e-01,6.803211300917580417e-02,-4.811304671271888211e-01,2.011693176915239634e-01,1.161451597218946807e-01,-4.539176219235184773e-01
1.310000000000000053e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.173457901437909012e-01,6.774962352778698960e-02,-4.812898856690970839e-01,2.007076436585801260e-01,1.158786120946966869e-01,-4.541900362579822659e-01
1.320000000000000062e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.168267850522615448e-01,6.744997579848173441e-02,-4.814582048933602754e-01,2.002177923118822200e-01,1.155957962878177564e-01,-4.544782145739675872e-01
1.330000000000000071e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.163006875527401313e-01,6.714623326551305560e-02,-4.816280031653197291e-01,1.997211047357679292e-01,1.153090335820450285e-01,-4.547695098591145180e-01
1.340000000000000080e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.157912571282260494e-01,6.685211347278646743e-02,-4.817916351462390168e-01,1.992400162017233800e-01,1.150312769874103636e-01,-4.550507897571244298e-01
1.350000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.153225375308670198e-01,6.658149808707677919e-02,-4.819415072910013809e-01,1.987972552213011224e-01,1.147756488161769117e-01,-4.553089080561706359e-01
1.360000000000000098e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.149179924906920669e-01,6.634793389923243634e-02,-4.820703337369063868e-01,1.984150235760927528e-01,1.145549672729230806e-01,-4.555311601772134011e-01
1.370000000000000107e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.145996568200806781e-01,6.616414271411229231e-02,-4.821713646367091211e-01,1.981141869706406489e-01,1.143812791777832072e-01,-4.557057075510642097e-01
1.380000000000000115e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.143873339481018964e-01,6.604155804682022846e-02,-4.822385824910672691e-01,1.979135065725542986e-01,1.142654162959269581e-01,-4.558219592723391500e-01
1.390000000000000124e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.142978696935690874e-01,6.598990583538286159e-02,-4.822668652430407432e-01,1.978289410343610499e-01,1.142165923596869248e-01,-4.558709029088875986e-01
1.400000000000000133e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.143445296205505973e-01,6.601684495678600273e-02,-4.822521173906929581e-01,1.978730465583856679e-01,1.142420566958552985e-01,-4.558453794079785348e-01
1.410000000000000142e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.145365036835432199e-01,6.612768123373222173e-02,-4.821913718624583622e-01,1.980544991872548177e-01,1.143468184199780552e-01,-4.557402993689654846e-01
1.420000000000000151e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.148785571962182422e-01,6.632516592135240252e-02,-4.820828657627444502e-01,1.983777588921662727e-01,1.145334524976268364e-01,-4.555527993942034559e-01
1.430000000000000160e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.153708416386739488e-01,6.660938647672207114e-02,-4.819260923967270682e-01,1.988428893911003970e-01,1.148019957163947669e-01,-4.552823378060382176e-01
1.440000000000000169e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.160088726886325944e-01,6.697775387516703705e-02,-4.817218304616785463e-01,1.994455412361034186e-01,1.151499369213348917e-01,-4.549307289116117370e-01
1.450000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.167836763883222245e-01,6.742508699975195696e-02,-4.814721493215401993e-01,2.001770988937519036e-01,1.155723019319059713e-01,-4.545021145216394109e-01
1.459999999999999964e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.176820978258274614e-01,6.794379085854133915e-02,-4.811803873134098963e-01,2.010249856690771442e-01,1.160618295898823288e-01,-4.540028709699933662e-01
1.469999999999999973e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.186872604086376681e-01,6.852412174630614916e-02,-4.808510985280055050e-01,2.019731137612190419e-01,1.166092315991066886e-01,-4.534414498294830342e-01
1.479999999999999982e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.197791580222946767e-01,6.915452912747853398e-02,-4.804899628552368185e-01,2.030024608415099685e-01,1.172035254130022186e-01,-4.528281512042454104e-01
1.489999999999999991e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.209353573613776017e-01,6.982206112713493229e-02,-4.801036545578824533e-01,2.040917496207525772e-01,1.178324265829231721e-01,-4.521748301070284692e-01
1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.221317837188933969e-01,7.051281820671223555e-02,-4.796996663269514904e-01,2.052182031641051341e-01,1.184827848394073846e-01,-4.514945390442666184e-01
1.510000000000000009e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.233435606946643587e-01,7.121243796987139496e-02,-4.792860885875458998e-01,2.063583463741230917e-01,1.191410468286259738e-01,-4.508011133995973307e-01
1.520000000000000018e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.245458727358662587e-01,7.190659315050923484e-02,-4.788713474890187727e-01,2.074888231498614177e-01,1.197937278994111177e-01,-4.501087102288150454e-01
1.530000000000000027e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.257148191773619916e-01,7.258148469317504681e-02,-4.784639091080303830e-01,2.085871991936745773e-01,1.204278756039780796e-01,-4.494313152307603532e-01
1.540000000000000036e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.268282294495690632e-01,7.322431241355230325e-02,-4.780719614098383197e-01,2.096327221331638346e-01,1.210315085545361352e-01,-4.487822364444173928e-01
1.550000000000000044e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.278664112386400653e-01,7.382370694894020702e-02,-4.777030889258179758e-01,2.106070133338510952e-01,1.215940158415220046e-01,-4.481736061462419096e-01
1.560000000000000053e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.288128064340655077e-01,7.437010846977885892e-02,-4.773639574420897591e-01,2.114946692332501932e-01,1.221065042139878321e-01,-4.476159140541782211e-01
1.570000000000000062e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.296545334680927197e-01,7.485607979945865798e-02,-4.770600269025149776e-01,2.122837539536258644e-01,1.225620824897101502e-01,-4.471175949827315144e-01
1.580000000000000071e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.303827989217236916e-01,7.527654405515400715e-02,-4.767953100235465258e-01,2.129661690988574052e-01,1.229560750575086625e-01,-4.466846924014848952e-01
1.590000000000000080e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.309931658467928528e-01,7.562893956364712122e-02,-4.765721918050955797e-01,2.135378908148814481e-01,1.232861587441566736e-01,-4.463206159796367367e-01
1.600000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.314856709746913266e-01,7.591328753181658673e-02,-4.763913213991696205e-01,2.139990682695149804e-01,1.235524196717335543e-01,-4.460260063864429636e-01
1.610000000000000098e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.318647877371359745e-01,7.613217069666830539e-02,-4.762515830315458554e-01,2.143539816367105166e-01,1.237573289998228909e-01,-4.457987147528785221e-01
1.620000000000000107e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.321392367412367042e-01,7.629062390306468044e-02,-4.761501473463223832e-01,2.146108614647604662e-01,1.239056386376969077e-01,-4.456338977850964889e-01
1.630000000000000115e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.323216499745848707e-01,7.639594023244199172e-02,-4.760825992031262888e-01,2.147815750165113780e-01,1.240042001527546234e-01,-4.455242231101494976e-01
1.640000000000000124e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.324280995267429761e-01,7.645739891003559829e-02,-4.760431331377932285e-01,2.148811888456363117e-01,1.240617122238149156e-01,-4.454601735737789836e-01
1.650000000000000133e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.324775059471181571e-01,7.648592372013890417e-02,-4.760248038607949872e-01,2.149274205421088102e-01,1.240884041062184084e-01,-4.454304343727394366e-01
1.660000000000000142e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.324909454305825129e-01,7.649368300953481026e-02,-4.760198166447980883e-01,2.149399962144236675e-01,1.240956646740146163e-01,-4.454223434409841365e-01
1.670000000000000151e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.324908787080237571e-01,7.649364448724756127e-02,-4.760198414060429761e-01,2.149399337806383314e-01,1.240956286278518533e-01,-4.454223836111439461e-01
1.680000000000000160e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.325003276611119718e-01,7.649909984285659104e-02,-4.760163346912904547e-01,2.149487753529146228e-01,1.241007333119856365e-01,-4.454166947541478017e-01
1.690000000000000169e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.325420280994129008e-01,7.652317560213496572e-02,-4.760008554436213069e-01,2.149877947068729866e-01,1.241232611464970909e-01,-4.453915852027673372e-01
1.700000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.326375886531845627e-01,7.657834751357893432e-02,-4.759653629922645512e-01,2.150772077877411426e-01,1.241748838128053922e-01,-4.453340239868329720e-01
1.710000000000000187e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.328066861891688821e-01,7.667597602149878178e-02,-4.759024887564701212e-01,2.152354151866371634e-01,1.242662248971457828e-01,-4.452320983478705863e-01
1.719999999999999973e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.330663274366356841e-01,7.682587996561647536e-02,-4.758057762049918149e-01,2.154783053288149564e-01,1.244064575861156541e-01,-4.450754242187452414e-01
1.729999999999999982e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.334302045658715130e-01,7.703596452413273565e-02,-4.756698862439646125e-01,2.158186456263770092e-01,1.246029531485291914e-01,-4.448555004343114905e-01
1.739999999999999991e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.339081693116246918e-01,7.731191759875648273e-02,-4.754907670910260009e-01,2.162655860247803541e-01,1.248609943078590745e-01,-4.445660000515234134e-01
1.750000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.345058459734070067e-01,7.765698638032485224e-02,-4.752657886544161547e-01,2.168242952782811206e-01,1.251835652457664594e-01,-4.442029941022861972e-01
1.760000000000000009e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.352243984151984268e-01,7.807184282601999092e-02,-4.749938414663888442e-01,2.174957450854086427e-01,1.255712269726588781e-01,-4.437651043359808201e-01
1.770000000000000018e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.360604602498498295e-01,7.855454335131516197e-02,-4.746753994841794722e-01,2.182766511508150986e-01,1.260220832997331064e-01,-4.432535821436534018e-01
1.780000000000000027e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.370062309950635937e-01,7.910058434565599150e-02,-4.743125448738447769e-01,2.191595736339428391e-01,1.265318388330404775e-01,-4.426723111355823637e-01
1.790000000000000036e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.380497344260985804e-01,7.970305133246434470e-02,-4.739089516280297065e-01,2.201331726642434816e-01,1.270939464952673126e-01,-4.420277310950439520e-01
1.800000000000000044e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.391752289382279240e-01,8.035285589201365819e-02,-4.734698239592351476e-01,2.211826080330366873e-01,1.276998382879371841e-01,-4.413286816024296622e-01
1.810000000000000053e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.403637537800887514e-01,8.103905102940056615e-02,-4.730017852323781802e-01,2.222900661894148810e-01,1.283392295526383786e-01,-4.405861648206179648e-01
1.820000000000000062e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.415937898167872189e-01,8.174921266630137684e-02,-4.725127140233998935e-01,2.234353926078664065e-01,1.290004840686413690e-01,-4.398130289568793483e-01
1.830000000000000071e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.428420092772874628e-01,8.246987250782891743e-02,-4.720115258276748604e-01,2.245968037264516881e-01,1.296710250905964146e-01,-4.390235768245432935e-01
1.840000000000000080e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.440840859222158599e-01,8.318698579313248131e-02,-4.715079019259514892e-01,2.257516501528110120e-01,1.303377759857276275e-01,-4.382331076086984911e-01
1.850000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.452955353470821165e-01,8.388641644468862457e-02,-4.710119707016723889e-01,2.268772017699261512e-01,1.309876135148558551e-01,-4.374574041237969113e-01
1.860000000000000098e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.464525547367287184e-01,8.455442190075870834e-02,-4.705339508984595631e-01,2.279514257009538636e-01,1.316078169906046702e-01,-4.367121821381561020e-01
1.870000000000000107e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.475328322462750585e-01,8.517812041169478543e-02,-4.700837704202552869e-01,2.289537296644176545e-01,1.321864974537202975e-01,-4.360125222555773505e-01
1.880000000000000115e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.485162981602685672e-01,8.574592472187776704e-02,-4.696706777885545914e-01,2.298656458357773713e-01,1.327129925007332067e-01,-4.353723078998034679e-01
1.890000000000000124e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.493857928748615616e-01,8.624792772940698127e-02,-4.693028658015332977e-01,2.306714336454550041e-01,1.331782143095603110e-01,-4.348036947097704830e-01
1.900000000000000133e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.501276303261598333e-01,8.667622778160898045e-02,-4.689871279152579842e-01,2.313585836906629223e-01,1.335749405731347927e-01,-4.343166368026143975e-01
1.910000000000000142e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.507320395195958507e-01,8.702518359213995414e-02,-4.687285671718945945e-01,2.319182088496641314e-01,1.338980403093294191e-01,-4.339184937350386018e-01
1.920000000000000151e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.511934710963505624e-01,8.729159123719187896e-02,-4.685303751061568045e-01,2.323453125536673602e-01,1.341446287478075539e-01,-4.336137386112800529e-01
1.930000000000000160e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.515107602479338345e-01,8.747477821426942468e-02,-4.683936941350272942e-01,2.326389278666082250e-01,1.343141476277721624e-01,-4.334037828493195188e-01
1.940000000000000169e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.516871416605352074e-01,8.757661207031487705e-02,-4.683175718176100233e-01,2.328021245070739376e-01,1.344083692520758877e-01,-4.332869269894840669e-01
1.950000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.517301164905180411e-01,8.760142359997384609e-02,-4.682990095366760253e-01,2.328418842556885804e-01,1.344313245536414292e-01,-4.332584400966864591e-01
1.960000000000000187e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.516511756311800518e-01,8.755584707358499141e-02,-4.683331021536999983e-01,2.327688484108354217e-01,1.343891572889549801e-01,-4.333107633242659906e-01
1.970000000000000195e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.514653877298362539e-01,8.744858237873197326e-02,-4.684132595900766249e-01,2.325969441847325070e-01,1.342899083377396274e-01,-4.334338266385838190e-01
1.980000000000000204e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.511908645397564699e-01,8.729008634104061526e-02,-4.685314966000628245e-01,2.323429002455158210e-01,1.341432360010468838e-01,-4.336154620636465951e-01
1.989999999999999991e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.508481201926431259e-01,8.709220279997151315e-02,-4.686787736241044278e-01,2.320256650272452537e-01,1.339600801623819504e-01,-4.338418925041158114e-01
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.504593447531698547e-01,8.686774319533729916e-02,-4.688453697847465018e-01,2.316657448892297522e-01,1.337522801738119382e-01,-4.340982725066115933e-01
2.010000000000000231e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.500476158156026640e-01,8.663003138239971923e-02,-4.690212688682015019e-01,2.312844825666174886e-01,1.335321582692198805e-01,-4.343692563152415920e-01
2.020000000000000018e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.496360747324015639e-01,8.639242802723097470e-02,-4.691965403945758672e-01,2.309032994022964247e-01,1.333120820666885420e-01,-4.346395691836834607e-01
2.030000000000000249e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.492470961171535881e-01,8.616785111900855665e-02,-4.693617003272950172e-01,2.305429273265328649e-01,1.331040211517380556e-01,-4.348945598796916112e-01
2.040000000000000036e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.489014803403338749e-01,8.596830975722551116e-02,-4.695080391962877520e-01,2.302226581853349108e-01,1.329191136768542725e-01,-4.351207152933975197e-01
2.050000000000000266e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.486176986752180962e-01,8.580446833647983884e-02,-4.696279089385298477e-01,2.299596385686044908e-01,1.327672592303328347e-01,-4.353061216039378900e-01
2.060000000000000053e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.484112194532311579e-01,8.568525750208361158e-02,-4.697149631289240790e-01,2.297682375746950001e-01,1.326567538149760195e-01,-4.354408601280906344e-01
2.070000000000000284e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.482939410307409223e-01,8.561754677328874130e-02,-4.697643480917798042e-01,2.296595128786843576e-01,1.325939815824667134e-01,-4.355173293824642911e-01
2.080000000000000071e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.482737536140634749e-01,8.560589156283578138e-02,-4.697728443821843625e-01,2.296407970626725970e-01,1.325831760010542093e-01,-4.355304877570500555e-01
2.090000000000000302e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.483542471783561856e-01,8.565236454384819731e-02,-4.697389592020135285e-01,2.297154215415973533e-01,1.326262604640495446e-01,-4.354780133844742274e-01
2.100000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.485345770620412897e-01,8.575647805073673136e-02,-4.696629705324170123e-01,2.298825898016283731e-01,1.327227751039784243e-01,-4.353603793121222920e-01
2.110000000000000320e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.488094925898045817e-01,8.591520060469527709e-02,-4.695469233423001376e-01,2.301374053664558550e-01,1.328698929389252881e-01,-4.351808431004220434e-01
2.120000000000000107e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.491695275796575959e-01,8.612306690300459977e-02,-4.693945775026404643e-01,2.304710532828476433e-01,1.330625246532686490e-01,-4.349453507414386411e-01
2.129999999999999893e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.496013451461122856e-01,8.637237689123801465e-02,-4.692113063861864664e-01,2.308711273607765291e-01,1.332935075298566641e-01,-4.346623556296912438e-01
2.140000000000000124e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.500882231424647550e-01,8.665347603349463079e-02,-4.690039449357012447e-01,2.313220893003518353e-01,1.335538705270647442e-01,-4.343425545223034145e-01
2.149999999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.506106611876309453e-01,8.695510577950622821e-02,-4.687805865386273640e-01,2.318058405363150887e-01,1.338331644333689563e-01,-4.339985442268248783e-01
2.160000000000000142e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.511470857510594512e-01,8.726481064560159817e-02,-4.685503295185579065e-01,2.323023834139876231e-01,1.341198435974573777e-01,-4.336444052603172783e-01
2.169999999999999929e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.516746264161083768e-01,8.756938639057607054e-02,-4.683229764475708157e-01,2.327905453720159334e-01,1.344016840353331466e-01,-4.332952218913403986e-01
2.180000000000000160e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.521699343256007753e-01,8.785535254545326356e-02,-4.681086926307355678e-01,2.332487382357084638e-01,1.346662218085268314e-01,-4.329665516125542624e-01
2.189999999999999947e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.526100129668647165e-01,8.810943206745160128e-02,-4.679176336952952653e-01,2.336557244986301463e-01,1.349011954369811195e-01,-4.326738608683146081e-01
2.200000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.529730318272028711e-01,8.831902110418875240e-02,-4.677595558027557998e-01,2.339913634648251306e-01,1.350949766844643241e-01,-4.324319473610803155e-01
2.209999999999999964e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.532390949196088259e-01,8.847263270221075726e-02,-4.676434251125090036e-01,2.342373121316485285e-01,1.352369752134616465e-01,-4.322543720316247007e-01
2.220000000000000195e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.533909385621121113e-01,8.856029967008476056e-02,-4.675770452977553449e-01,2.343776584529767837e-01,1.353180041998602867e-01,-4.321529254297214462e-01
2.229999999999999982e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.534145358820835359e-01,8.857392358912241637e-02,-4.675667227681127303e-01,2.343994678583678493e-01,1.353305958659336838e-01,-4.321371533324637748e-01
2.240000000000000213e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.532995890981020681e-01,8.850755903244822420e-02,-4.676169885456160080e-01,2.342932273624381279e-01,1.352692578870098306e-01,-4.322139649326366961e-01
2.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.530398945215830364e-01,8.835762429878787905e-02,-4.677303934031836752e-01,2.340531750834323466e-01,1.351306636391062521e-01,-4.323873436836684903e-01
